DATA_HI,PERÍODE_HI,NO_HI,FL_NO,NO2_HI,FL_NO2,O3_HI,FL_O3,PM10_HI,FL_PM10,TMP_HI,FL_TMP,HR_HI,FL_HR,RS_HI,FL_RS,PRB_HI,FL_PRB,LL_HI,FL_LL
16/02/2020,18,1,V,2,V,,M,3,V,13.9,V,79,V,2,V,1023,V,0,V
16/02/2020,19,1,V,2,V,,M,3,V,13.8,V,78,V,2,V,1024,V,0,V
16/02/2020,20,1,V,2,V,,M,3,V,13.8,V,78,V,2,V,1024,V,0,V
16/02/2020,21,1,V,2,V,,M,7,V,14,V,79,V,2,V,1024,V,0,V
16/02/2020,22,1,V,2,V,,M,8,V,13.9,V,78,V,2,V,1024,V,0,V
16/02/2020,23,1,V,2,V,,M,8,V,13.7,V,78,V,2,V,1023,V,0,V
16/02/2020,24,1,V,2,V,,M,8,V,13.7,V,79,V,2,V,1023,V,0,V
17/02/2020,1,1,V,2,V,,M,9,V,13.6,V,80,V,2,V,1023,V,0,V
17/02/2020,2,1,V,2,V,,M,9,V,13.5,V,81,V,2,V,1022,V,0,V
17/02/2020,3,1,V,2,V,,M,8,V,13.5,V,81,V,2,V,1022,V,0,V
17/02/2020,4,1,V,2,V,,M,3,V,13.2,V,82,V,2,V,1022,V,0,V
17/02/2020,5,1,V,2,V,,M,9,V,13.1,V,83,V,2,V,1022,V,0,V
17/02/2020,6,2.8,V,10,V,,M,13,V,13.2,V,83,V,2,V,1022,V,0,V
17/02/2020,7,1,V,9,V,,M,11,V,13.2,V,83,V,2,V,1022,V,0,V
17/02/2020,8,1.5,V,11,V,,M,12,V,13.2,V,83,V,2,V,1022,V,0,V
17/02/2020,9,1.9,V,10,V,,M,10,V,13.4,V,82,V,2,V,1022,V,0,V
17/02/2020,10,1.8,V,9,V,,M,10,V,13.5,V,82,V,21,V,1022,V,0,V
07/08/2020,2,,N,,N,,N,,N,,N,,N,,N,,N,,N
17/02/2020,11,1,V,8,V,,M,11,V,13.6,V,83,V,45,V,1022,V,0,V
17/02/2020,12,2.1,V,8,V,,M,10,V,13.9,V,82,V,81,V,1022,V,0,V
17/02/2020,13,1.3,V,8,V,,M,11,V,14.4,V,81,V,132,V,1021,V,0,V
17/02/2020,14,1,V,3,V,,M,8,V,14.5,V,80,V,159,V,1021,V,0,V
17/02/2020,15,1,V,6,V,,M,3,V,14.9,V,80,V,126,V,1021,V,0,V
17/02/2020,16,1.3,V,7,V,,M,10,V,15.1,V,81,V,88,V,1021,V,0,V
17/02/2020,17,1.8,V,9,V,,M,17,V,15.3,V,79,V,37,V,1021,V,0,V
17/02/2020,18,5,V,20,V,,M,28,V,14.9,V,82,V,2,V,1022,V,0,V
17/02/2020,19,2.5,V,7,V,,M,20,V,14.3,V,84,V,2,V,1023,V,0,V
17/02/2020,20,1.3,V,3,V,,M,23,V,14,V,86,V,2,V,1023,V,0,V
17/02/2020,21,1,V,2,V,,M,17,V,13.6,V,85,V,2,V,1024,V,0,V
17/02/2020,22,1,V,2,V,,M,26,V,13.7,V,87,V,2,V,1025,V,0,V
17/02/2020,23,1,V,2,V,,M,23,V,13.4,V,85,V,2,V,1025,V,0,V
17/02/2020,24,1,V,2,V,,M,7,V,12.9,V,81,V,2,V,1025,V,0,V
18/02/2020,1,1,V,2,V,,M,6,V,12.5,V,81,V,2,V,1025,V,0,V
18/02/2020,2,1,V,2,V,,M,3,V,12.5,V,79,V,2,V,1025,V,0,V
18/02/2020,3,1,V,2,V,,M,3,V,12.6,V,76,V,2,V,1025,V,0,V
18/02/2020,4,1,V,2,V,,M,7,V,12.7,V,73,V,2,V,1025,V,0,V
18/02/2020,5,1,V,2,V,,M,9,V,12.5,V,69,V,2,V,1025,V,0,V
18/02/2020,6,1,V,2,V,,M,7,V,12.3,V,67,V,2,V,1026,V,0,V
18/02/2020,7,2.9,V,6,V,,M,3,V,12.4,V,66,V,2,V,1026,V,0,V
18/02/2020,8,7.5,V,9,V,,M,3,V,12.4,V,68,V,2,V,1027,V,0,V
18/02/2020,9,3.5,V,14,V,,M,10,V,12.5,V,68,V,46,V,1028,V,0,V
18/02/2020,10,1.9,V,5,V,,M,12,V,13.1,V,68,V,273,V,1028,V,0,V
18/02/2020,11,1.4,V,2,V,,M,6,V,13.3,V,67,V,330,V,1028,V,0,V
18/02/2020,12,2,V,5,V,67,V,3,V,13,V,67,V,223,V,1028,V,0,V
18/02/2020,13,1.8,V,4,V,68,V,10,V,13,V,68,V,230,V,1027,V,0,V
18/02/2020,14,1.3,V,3,V,69,V,9,V,13.3,V,67,V,321,V,1027,V,0,V
18/02/2020,15,5.3,V,8,V,65,V,8,V,13.1,V,68,V,143,V,1026,V,0,V
18/02/2020,16,2.7,V,6,V,69,V,17,V,12.9,V,68,V,51,V,1026,V,0,V
18/02/2020,17,3.2,V,7,V,65,V,12,V,12.5,V,69,V,2,V,1026,V,0,V
18/02/2020,18,4.4,V,14,V,55,V,9,V,12.2,V,70,V,2,V,1026,V,0,V
18/02/2020,19,5.1,V,14,V,35,V,19,V,11.2,V,72,V,2,V,1027,V,0,V
18/02/2020,20,1.8,V,7,V,39,V,3,V,11.1,V,74,V,2,V,1027,V,0,V
18/02/2020,21,1,V,6,V,40,V,7,V,10.9,V,76,V,2,V,1027,V,0,V
18/02/2020,22,1,V,4,V,46,V,11,V,10.5,V,78,V,2,V,1028,V,0,V
18/02/2020,23,1,V,2,V,54,V,11,V,10.1,V,80,V,2,V,1027,V,0,V
18/02/2020,24,1,V,2,V,58,V,8,V,9.8,V,81,V,2,V,1027,V,0,V
19/02/2020,1,1,V,2,V,49,V,3,V,9.1,V,80,V,2,V,1027,V,0,V
19/02/2020,2,1,V,2,V,40,V,3,V,8.4,V,81,V,2,V,1027,V,0,V
19/02/2020,3,1,V,2,V,32,V,3,V,7.8,V,83,V,2,V,1027,V,0,V
19/02/2020,4,1,V,3,V,27,V,3,V,8.6,V,84,V,2,V,1026,V,0,V
19/02/2020,5,1.4,V,4,V,26,V,3,V,9.8,V,84,V,2,V,1026,V,0,V
19/02/2020,6,14.4,V,22,V,15,V,3,V,10.4,V,84,V,2,V,1026,V,0,V
19/02/2020,7,,Z,,Z,,Z,3,V,10.4,V,83,V,2,V,1026,V,0,V
19/02/2020,8,,N,,N,,N,21,V,10.3,V,83,V,3,V,1027,V,0,V
19/02/2020,9,,N,,N,,C,23,V,12,V,81,V,79,V,1028,V,0,V
19/02/2020,10,15.1,V,23,V,51,V,10,V,13,V,72,V,218,V,1028,V,0,V
19/02/2020,11,3,V,7,V,61,V,7,V,13.2,V,69,V,191,V,1028,V,0,V
19/02/2020,12,2.6,V,6,V,60,V,7,V,13.1,V,71,V,170,V,1028,V,0,V
19/02/2020,13,1.7,V,6,V,63,V,9,V,13.7,V,68,V,516,V,1028,V,0,V
19/02/2020,14,2.6,V,6,V,65,V,10,V,14.4,V,63,V,549,V,1027,V,0,V
19/02/2020,15,2.3,V,6,V,64,V,10,V,14.9,V,61,V,487,V,1026,V,0,V
19/02/2020,16,1.7,V,6,V,67,V,13,V,14.7,V,62,V,290,V,1026,V,0,V
19/02/2020,17,1.7,V,8,V,67,V,9,V,13.5,V,67,V,40,V,1025,V,0,V
19/02/2020,18,1,V,13,V,61,V,35,V,12.3,V,71,V,2,V,1025,V,0,V
19/02/2020,19,1.8,V,15,V,53,V,8,V,11.6,V,72,V,2,V,1025,V,0,V
07/08/2020,3,,N,,N,,N,,N,,N,,N,,N,,N,,N
19/02/2020,20,1.5,V,12,V,45,V,23,V,10.9,V,73,V,2,V,1025,V,0,V
19/02/2020,21,1,V,2,V,75,V,3,V,11.8,V,72,V,2,V,1025,V,0,V
19/02/2020,22,1,V,2,V,75,V,3,V,11.4,V,72,V,2,V,1025,V,0,V
19/02/2020,23,1,V,2,V,75,V,3,V,10.9,V,73,V,2,V,1025,V,0,V
19/02/2020,24,1,V,2,V,74,V,3,V,11,V,74,V,2,V,1025,V,0,V
20/02/2020,1,1,V,2,V,72,V,3,V,10.9,V,75,V,2,V,1024,V,0,V
20/02/2020,2,1,V,2,V,67,V,3,V,10.7,V,74,V,2,V,1024,V,0,V
20/02/2020,3,1.6,V,2,V,63,V,3,V,10.1,V,76,V,2,V,1023,V,0,V
20/02/2020,4,1,V,2,V,53,V,3,V,9,V,79,V,2,V,1023,V,0,V
20/02/2020,5,1.5,V,3,V,47,V,3,V,8.3,V,82,V,2,V,1022,V,0,V
20/02/2020,6,9.9,V,14,V,36,V,3,V,8.3,V,84,V,2,V,1022,V,0,V
20/02/2020,7,128.4,V,62,V,13,V,3,V,8,V,85,V,2,V,1022,V,0,V
20/02/2020,8,105.9,V,63,V,5,V,22,V,9.8,V,85,V,49,V,1023,V,0,V
20/02/2020,9,12.2,V,22,V,43,V,11,V,13.5,V,77,V,270,V,1023,V,0,V
20/02/2020,10,1.6,V,9,V,68,V,11,V,14,V,67,V,467,V,1023,V,0,V
20/02/2020,11,1.8,V,8,V,72,V,10,V,14.4,V,65,V,489,V,1023,V,0,V
20/02/2020,12,1.6,V,8,V,74,V,3,V,14.5,V,65,V,582,V,1023,V,0,V
20/02/2020,13,1.3,V,7,V,75,V,3,V,14.7,V,66,V,695,V,1022,V,0,V
20/02/2020,14,1,V,5,V,79,V,3,V,15,V,59,V,617,V,1021,V,0,V
20/02/2020,15,1.3,V,5,V,78,V,6,V,15,V,56,V,470,V,1021,V,0,V
20/02/2020,16,1.7,V,5,V,76,V,3,V,14.9,V,62,V,261,V,1022,V,0,V
20/02/2020,17,2.6,V,8,V,73,V,3,V,14.5,V,65,V,42,V,1022,V,0,V
20/02/2020,18,6.8,V,23,V,47,V,8,V,13.3,V,69,V,2,V,1022,V,0,V
20/02/2020,19,15.8,V,37,V,16,V,33,V,11.5,V,74,V,2,V,1023,V,0,V
20/02/2020,20,4.6,V,17,V,19,V,25,V,9.6,V,79,V,2,V,1023,V,0,V
20/02/2020,21,2,V,11,V,27,V,19,V,8.6,V,83,V,2,V,1023,V,0,V
20/02/2020,22,1.3,V,3,V,33,V,20,V,8,V,85,V,2,V,1023,V,0,V
20/02/2020,23,1,V,2,V,31,V,3,V,7.7,V,86,V,2,V,1023,V,0,V
20/02/2020,24,1,V,2,V,24,V,3,V,7.1,V,87,V,2,V,1024,V,0,V
21/02/2020,1,1,V,2,V,22,V,6,V,6.9,V,88,V,2,V,1024,V,0,V
21/02/2020,2,1,V,2,V,26,V,,N,8.4,V,88,V,2,V,1024,V,0,V
21/02/2020,3,1,V,2,V,21,V,,N,8.6,V,88,V,2,V,1024,V,0,V
21/02/2020,4,1,V,2,V,26,V,,N,7.9,V,89,V,2,V,1024,V,0,V
21/02/2020,5,1.6,V,3,V,33,V,,N,8,V,89,V,2,V,1024,V,0,V
21/02/2020,6,4.3,V,8,V,36,V,,N,8.6,V,89,V,2,V,1024,V,0,V
21/02/2020,7,13.7,V,18,V,30,V,,N,9.1,V,90,V,2,V,1024,V,0,V
21/02/2020,8,101.1,V,57,V,5,V,11,V,10.9,V,90,V,57,V,1025,V,0,V
21/02/2020,9,8.2,V,21,V,52,V,29,V,13.2,V,80,V,276,V,1026,V,0,V
21/02/2020,10,2.3,V,10,V,65,V,10,V,14.5,V,69,V,471,V,1026,V,0,V
21/02/2020,11,2.5,V,7,V,70,V,13,V,15,V,70,V,479,V,1026,V,0,V
21/02/2020,12,3.4,V,7,V,70,V,,M,15.1,V,68,V,600,V,1026,V,0,V
21/02/2020,13,,N,,N,64,V,,M,15.2,V,65,V,691,V,1026,V,0,V
21/02/2020,14,,N,,N,75,V,,M,15.1,V,64,V,617,V,1025,V,0,V
21/02/2020,15,2.7,V,6,V,77,V,12,V,15,V,63,V,473,V,1025,V,0,V
21/02/2020,16,2.4,V,5,V,78,V,3,V,14.6,V,64,V,271,V,1025,V,0,V
21/02/2020,17,3.1,V,9,V,76,V,3,V,14,V,65,V,47,V,1025,V,0,V
21/02/2020,18,1.4,V,11,V,74,V,9,V,13.6,V,71,V,2,V,1025,V,0,V
21/02/2020,19,1.5,V,9,V,72,V,32,V,12.5,V,78,V,2,V,1025,V,0,V
21/02/2020,20,1,V,5,V,67,V,22,V,11.7,V,83,V,2,V,1025,V,0,V
21/02/2020,21,1,V,2,V,74,V,19,V,11.7,V,85,V,2,V,1026,V,0,V
21/02/2020,22,1,V,2,V,75,V,11,V,11.8,V,87,V,2,V,1026,V,0,V
21/02/2020,23,1,V,2,V,76,V,8,V,11.9,V,87,V,2,V,1026,V,0,V
21/02/2020,24,1,V,2,V,74,V,6,V,11.8,V,88,V,2,V,1026,V,0,V
22/02/2020,1,1,V,2,V,75,V,9,V,11.9,V,88,V,2,V,1026,V,0,V
22/02/2020,2,1,V,2,V,77,V,12,V,12,V,88,V,2,V,1026,V,0,V
22/02/2020,3,1,V,2,V,77,V,9,V,12,V,87,V,2,V,1026,V,0,V
22/02/2020,4,1.3,V,3,V,70,V,8,V,11.7,V,86,V,2,V,1026,V,0,V
22/02/2020,5,1,V,2,V,73,V,7,V,11.8,V,86,V,2,V,1026,V,0,V
22/02/2020,6,15.3,V,22,V,44,V,7,V,11,V,87,V,2,V,1027,V,0,V
22/02/2020,7,8.3,V,16,V,56,V,3,V,12.1,V,87,V,2,V,1027,V,0,V
22/02/2020,8,23.1,V,27,V,38,V,3,V,13.1,V,86,V,68,V,1028,V,0,V
22/02/2020,9,1.4,V,5,V,69,V,6,V,14.2,V,83,V,262,V,1028,V,0,V
22/02/2020,10,1,V,2,V,75,V,3,V,14.7,V,79,V,379,V,1028,V,0,V
22/02/2020,11,1,V,4,V,76,V,7,V,15.3,V,75,V,466,V,1029,V,0,V
22/02/2020,12,1.3,V,4,V,78,V,6,V,15.8,V,72,V,614,V,1029,V,0,V
22/02/2020,13,1,V,3,V,79,V,3,V,16,V,70,V,706,V,1029,V,0,V
22/02/2020,14,1,V,2,V,77,V,3,V,16.1,V,71,V,625,V,1028,V,0,V
22/02/2020,15,1,V,3,V,80,V,3,V,15.7,V,72,V,478,V,1028,V,0,V
22/02/2020,16,1.3,V,2,V,83,V,3,V,14.9,V,76,V,277,V,1028,V,0,V
22/02/2020,17,1.3,V,3,V,85,V,3,V,14.3,V,78,V,58,V,1028,V,0,V
22/02/2020,18,1.3,V,4,V,72,V,8,V,13,V,81,V,2,V,1029,V,0,V
22/02/2020,19,1.5,V,5,V,62,V,9,V,12,V,85,V,2,V,1029,V,0,V
22/02/2020,20,1.3,V,4,V,49,V,3,V,11.4,V,85,V,2,V,1030,V,0,V
22/02/2020,21,3.6,V,13,V,31,V,3,V,10.4,V,87,V,2,V,1030,V,0,V
22/02/2020,22,1,V,11,V,24,V,3,V,9.6,V,87,V,2,V,1030,V,0,V
22/02/2020,23,1.5,V,9,V,18,V,3,V,8.6,V,88,V,2,V,1030,V,0,V
22/02/2020,24,1.6,V,3,V,18,V,3,V,7.9,V,89,V,2,V,1030,V,0,V
23/02/2020,1,1,V,3,V,27,V,3,V,8,V,89,V,2,V,1030,V,0,V
23/02/2020,2,1,V,5,V,23,V,3,V,7.6,V,90,V,2,V,1029,V,0,V
23/02/2020,3,1,V,3,V,24,V,3,V,7.4,V,90,V,2,V,1029,V,0,V
23/02/2020,4,1,V,2,V,40,V,3,V,9,V,91,V,2,V,1029,V,0,V
23/02/2020,5,1,V,2,V,44,V,3,V,10.1,V,91,V,2,V,1029,V,0,V
23/02/2020,6,1,V,2,V,44,V,3,V,10.4,V,91,V,2,V,1029,V,0,V
23/02/2020,7,1.9,V,6,V,58,V,3,V,11.8,V,90,V,2,V,1029,V,0,V
23/02/2020,8,1.4,V,5,V,57,V,3,V,12.5,V,90,V,57,V,1030,V,0,V
23/02/2020,9,1,V,2,V,70,V,11,V,13.8,V,87,V,270,V,1030,V,0,V
23/02/2020,10,1,V,2,V,78,V,11,V,14.5,V,83,V,406,V,1030,V,0,V
23/02/2020,11,1,V,4,V,76,V,9,V,15.3,V,79,V,445,V,1030,V,0,V
23/02/2020,12,1,V,5,V,77,V,10,V,15.5,V,78,V,517,V,1030,V,0,V
23/02/2020,13,1,V,5,V,78,V,9,V,15.6,V,78,V,686,V,1029,V,0,V
23/02/2020,14,1,V,4,V,80,V,3,V,15.4,V,76,V,627,V,1028,V,0,V
23/02/2020,15,1,V,3,V,80,V,6,V,15.7,V,72,V,483,V,1028,V,0,V
23/02/2020,16,1,V,2,V,83,V,8,V,15.9,V,70,V,284,V,1027,V,0,V
23/02/2020,17,1,V,3,V,84,V,8,V,15.5,V,70,V,57,V,1027,V,0,V
23/02/2020,18,1,V,3,V,80,V,17,V,14.2,V,80,V,2,V,1027,V,0,V
23/02/2020,19,1,V,5,V,66,V,14,V,13.1,V,86,V,2,V,1027,V,0,V
23/02/2020,20,1.8,V,7,V,46,V,13,V,11.9,V,88,V,2,V,1027,V,0,V
23/02/2020,21,1.4,V,6,V,33,V,19,V,11.1,V,88,V,2,V,1027,V,0,V
23/02/2020,22,1,V,5,V,25,V,10,V,9.9,V,89,V,2,V,1027,V,0,V
23/02/2020,23,1,V,2,V,23,V,8,V,9.2,V,90,V,2,V,1027,V,0,V
23/02/2020,24,1,V,2,V,18,V,6,V,8.6,V,90,V,2,V,1027,V,0,V
24/02/2020,1,1,V,2,V,17,V,,N,8.3,V,90,V,2,V,1026,V,0,V
24/02/2020,2,1,V,2,V,20,V,,N,8.2,V,90,V,2,V,1026,V,0,V
24/02/2020,3,5.2,V,4,V,26,V,,N,8.8,V,91,V,2,V,1025,V,0,V
24/02/2020,4,1.8,V,3,V,18,V,,N,7.8,V,91,V,2,V,1025,V,0,V
24/02/2020,5,1.7,V,3,V,15,V,,N,7,V,91,V,2,V,1024,V,0,V
24/02/2020,6,8.7,V,11,V,12,V,,N,6.8,V,91,V,2,V,1024,V,0,V
24/02/2020,7,35.6,V,22,V,5,V,,N,6.6,V,91,V,2,V,1024,V,0,V
24/02/2020,8,58.9,V,35,V,5,V,,N,10.6,V,92,V,67,V,1024,V,0,V
24/02/2020,9,28.5,V,45,V,21,V,,N,14,V,89,V,308,V,1024,V,0,V
24/02/2020,10,4.2,V,17,V,55,V,,N,15.1,V,79,V,510,V,1024,V,0,V
24/02/2020,11,4,V,18,V,61,V,,N,16.2,V,64,V,552,V,1024,V,0,V
24/02/2020,12,2.3,V,11,V,74,V,,N,17.4,V,47,V,590,V,1023,V,0,V
24/02/2020,13,2.3,V,10,V,76,V,,N,18,V,40,V,731,V,1022,V,0,V
24/02/2020,14,1,V,9,V,81,V,,N,18.1,V,35,V,632,V,1021,V,0,V
07/08/2020,4,,N,,N,,N,,N,,N,,N,,N,,N,,N
24/02/2020,15,2,V,12,V,83,V,,N,17.3,V,49,V,506,V,1020,V,0,V
24/02/2020,16,1.5,V,11,V,82,V,,N,17.4,V,51,V,297,V,1019,V,0,V
24/02/2020,17,1,V,7,V,79,V,,N,16.9,V,62,V,63,V,1019,V,0,V
24/02/2020,18,1.5,V,11,V,64,V,,N,15.3,V,76,V,2,V,1019,V,0,V
24/02/2020,19,2.3,V,11,V,59,V,,N,13.8,V,83,V,2,V,1019,V,0,V
24/02/2020,20,1,V,6,V,59,V,,N,13.2,V,87,V,2,V,1018,V,0,V
24/02/2020,21,1,V,6,V,52,V,,N,13,V,89,V,2,V,1018,V,0,V
24/02/2020,22,1,V,6,V,60,V,,N,12.3,V,88,V,2,V,1018,V,0,V
24/02/2020,23,3.3,V,8,V,47,V,,N,11.1,V,83,V,2,V,1018,V,0,V
24/02/2020,24,1,V,2,V,60,V,,N,10.6,V,82,V,2,V,1017,V,0,V
25/02/2020,1,1,V,2,V,60,V,,N,10.4,V,82,V,2,V,1017,V,0,V
25/02/2020,2,1,V,2,V,57,V,,N,9.9,V,84,V,2,V,1016,V,0,V
25/02/2020,3,1,V,2,V,54,V,,N,9.5,V,86,V,2,V,1015,V,0,V
25/02/2020,4,2.2,V,5,V,51,V,,N,9.2,V,87,V,2,V,1014,V,0,V
25/02/2020,5,1,V,2,V,56,V,,N,9.2,V,88,V,2,V,1014,V,0,V
25/02/2020,6,11.5,V,34,V,36,V,,N,10.2,V,90,V,2,V,1014,V,0,V
25/02/2020,7,28.9,V,41,V,26,V,,N,9.9,V,91,V,2,V,1013,V,0,V
25/02/2020,8,15.3,V,46,V,31,V,,N,12,V,91,V,66,V,1013,V,0,V
25/02/2020,9,,N,,N,,N,,N,14.1,V,87,V,297,V,1013,V,0,V
25/02/2020,10,2.9,V,15,V,74,V,,N,14.4,V,81,V,505,V,1013,V,0,V
25/02/2020,11,1.6,V,9,V,84,V,,N,15.7,V,65,V,551,V,1013,V,0,V
25/02/2020,12,1.8,V,10,V,83,V,,N,17.1,V,64,V,574,V,1012,V,0,V
25/02/2020,13,1.7,V,7,V,85,V,,N,17.2,V,65,V,583,V,1012,V,0,V
25/02/2020,14,1,V,5,V,87,V,,N,16.8,V,62,V,496,V,1011,V,0,V
25/02/2020,15,1,V,5,V,91,V,,N,17.3,V,50,V,407,V,1010,V,0,V
25/02/2020,16,1,V,4,V,93,V,,N,15.9,V,64,V,162,V,1011,V,0,V
25/02/2020,17,1.3,V,5,V,88,V,,N,14.8,V,75,V,34,V,1011,V,0,V
25/02/2020,18,1.6,V,6,V,74,V,,N,14.1,V,83,V,2,V,1011,V,0,V
25/02/2020,19,1,V,6,V,62,V,,N,13.2,V,86,V,2,V,1011,V,0,V
25/02/2020,20,1,V,5,V,51,V,,N,12.1,V,87,V,2,V,1012,V,0,V
25/02/2020,21,1.7,V,8,V,39,V,,N,11.2,V,88,V,2,V,1012,V,0,V
25/02/2020,22,1,V,2,V,48,V,,N,10.9,V,89,V,2,V,1012,V,0,V
25/02/2020,23,1.6,V,3,V,53,V,,N,11.1,V,89,V,2,V,1012,V,0,V
25/02/2020,24,1,V,2,V,53,V,,N,11.3,V,90,V,2,V,1011,V,0,V
26/02/2020,1,1.3,V,3,V,59,V,15,V,11.4,V,92,V,2,V,1011,V,0,V
26/02/2020,2,1,V,3,V,53,V,13,V,11.3,V,92,V,2,V,1011,V,0,V
26/02/2020,3,1,V,2,V,56,V,10,V,11.5,V,93,V,2,V,1010,V,0,V
26/02/2020,4,1,V,3,V,60,V,10,V,12.5,V,91,V,2,V,1010,V,0,V
26/02/2020,5,1,V,2,V,59,V,14,V,13.9,V,78,V,2,V,1009,V,0,V
26/02/2020,6,1,V,2,V,60,V,17,V,14,V,76,V,2,V,1010,V,0,V
26/02/2020,7,1,V,3,V,60,V,12,V,13.7,V,74,V,2,V,1010,V,0,V
26/02/2020,8,1,V,2,V,62,V,13,V,14,V,70,V,81,V,1011,V,0,V
26/02/2020,9,1.3,V,4,V,66,V,16,V,14.6,V,64,V,275,V,1011,V,0,V
26/02/2020,10,1,V,5,V,67,V,16,V,14.9,V,60,V,400,V,1011,V,0,V
26/02/2020,11,1.7,V,5,V,67,V,13,V,15.2,V,55,V,494,V,1012,V,0,V
26/02/2020,12,1.9,V,7,V,69,V,14,V,15.5,V,54,V,571,V,1012,V,0,V
26/02/2020,13,1,V,4,V,75,V,12,V,15.3,V,55,V,731,V,1012,V,0,V
26/02/2020,14,1,V,4,V,78,V,7,V,15.5,V,54,V,658,V,1012,V,0,V
26/02/2020,15,1,V,4,V,77,V,29,V,15.2,V,55,V,501,V,1012,V,0,V
26/02/2020,16,1,V,3,V,79,V,23,V,15,V,56,V,294,V,1012,V,0,V
26/02/2020,17,1.5,V,6,V,76,V,24,V,15,V,57,V,55,V,1013,V,0,V
26/02/2020,18,4.8,V,14,V,61,V,31,V,13,V,64,V,2,V,1013,V,0,V
26/02/2020,19,1.5,V,5,V,66,V,10,V,11.5,V,76,V,2,V,1014,V,0,V
26/02/2020,20,1,V,2,V,66,V,9,V,11,V,80,V,2,V,1015,V,0,V
26/02/2020,21,1,V,2,V,65,V,16,V,10.5,V,80,V,2,V,1015,V,0,V
26/02/2020,22,1,V,2,V,64,V,3,V,10.9,V,79,V,2,V,1016,V,0,V
26/02/2020,23,1,V,2,V,65,V,17,V,11.1,V,77,V,2,V,1016,V,0,V
26/02/2020,24,1,V,2,V,61,V,18,V,10.9,V,77,V,2,V,1016,V,0,V
27/02/2020,1,1,V,2,V,53,V,3,V,10.3,V,79,V,2,V,1017,V,0,V
27/02/2020,2,3.5,V,7,V,47,V,25,V,10.7,V,78,V,2,V,1016,V,0,V
27/02/2020,3,1,V,2,V,45,V,3,V,10,V,79,V,2,V,1016,V,0,V
27/02/2020,4,1,V,2,V,41,V,6,V,8.9,V,83,V,2,V,1015,V,0,V
27/02/2020,5,1.3,V,2,V,55,V,7,V,9.6,V,82,V,2,V,1015,V,0,V
27/02/2020,6,7.6,V,18,V,45,V,3,V,10,V,78,V,2,V,1015,V,0,V
27/02/2020,7,8.5,V,23,V,37,V,3,V,9.8,V,81,V,2,V,1015,V,0,V
27/02/2020,8,6.6,V,26,V,41,V,8,V,11.8,V,82,V,10,V,1015,V,0,V
27/02/2020,9,2.6,V,11,V,61,V,22,V,13.2,V,72,V,206,V,1015,V,0,V
27/02/2020,10,1.9,V,6,V,66,V,11,V,14.1,V,65,V,295,V,1015,V,0,V
27/02/2020,11,1,V,7,V,68,V,8,V,14.8,V,59,V,509,V,1015,V,0,V
27/02/2020,12,3.4,V,11,V,67,V,3,V,14.8,V,61,V,556,V,1014,V,0,V
27/02/2020,13,1.8,V,9,V,73,V,20,V,15.3,V,55,V,576,V,1014,V,0,V
27/02/2020,14,2,V,8,V,77,V,3,V,16.2,V,53,V,495,V,1013,V,0,V
27/02/2020,15,2.1,V,10,V,78,V,7,V,16.4,V,52,V,454,V,1012,V,0,V
27/02/2020,16,3.1,V,9,V,79,V,9,V,16,V,59,V,288,V,1012,V,0,V
27/02/2020,17,20.6,V,32,V,59,V,19,V,15.4,V,61,V,57,V,1012,V,0,V
27/02/2020,18,4,V,17,V,64,V,16,V,14.7,V,67,V,2,V,1012,V,0,V
27/02/2020,19,1.4,V,11,V,65,V,28,V,14.2,V,72,V,2,V,1013,V,0,V
27/02/2020,20,1,V,5,V,71,V,21,V,13.4,V,72,V,2,V,1013,V,0,V
27/02/2020,21,1.5,V,6,V,60,V,3,V,12.9,V,73,V,2,V,1014,V,0,V
27/02/2020,22,1,V,6,V,54,V,8,V,12.5,V,77,V,2,V,1014,V,0,V
27/02/2020,23,1,V,2,V,72,V,18,V,15.9,V,63,V,2,V,1014,V,0,V
27/02/2020,24,1,V,2,V,73,V,24,V,16.2,V,59,V,2,V,1014,V,0,V
28/02/2020,1,1,V,2,V,73,V,30,V,16,V,62,V,2,V,1014,V,0,V
28/02/2020,2,1,V,2,V,70,V,46,V,15.5,V,68,V,2,V,1014,V,0,V
28/02/2020,3,1,V,2,V,67,V,62,V,15.1,V,72,V,2,V,1014,V,0,V
28/02/2020,4,1,V,3,V,59,V,68,V,14.5,V,75,V,2,V,1015,V,0,V
28/02/2020,5,1,V,2,V,63,V,32,V,13.2,V,80,V,2,V,1016,V,0,V
28/02/2020,6,1,V,2,V,64,V,6,V,12.5,V,78,V,2,V,1017,V,0,V
28/02/2020,7,3.1,V,6,V,64,V,7,V,12.4,V,76,V,2,V,1017,V,0,V
28/02/2020,8,3.1,V,6,V,65,V,7,V,13.2,V,71,V,79,V,1018,V,0,V
28/02/2020,9,1.6,V,4,V,69,V,7,V,14.3,V,67,V,312,V,1018,V,0,V
28/02/2020,10,2.2,V,3,V,69,V,6,V,15.1,V,64,V,511,V,1018,V,0,V
28/02/2020,11,2.8,V,5,V,69,V,7,V,15.7,V,61,V,522,V,1019,V,0,V
28/02/2020,12,2.4,V,5,V,68,V,7,V,16.2,V,61,V,469,V,1019,V,0,V
28/02/2020,13,1.3,V,5,V,69,V,8,V,16.4,V,62,V,855,V,1018,V,0,V
