DATA_HI,PERÍODE_HI,NO_HI,FL_NO,NO2_HI,FL_NO2,O3_HI,FL_O3,PM10_HI,FL_PM10,TMP_HI,FL_TMP,HR_HI,FL_HR,RS_HI,FL_RS,PRB_HI,FL_PRB,LL_HI,FL_LL
01/01/2020,1,1,V,5,V,31,V,21,V,9.7,V,87,V,2,V,1028,V,0,V
01/01/2020,2,1.3,V,6,V,28,V,18,V,9.4,V,87,V,2,V,1028,V,0,V
01/01/2020,3,1,V,5,V,24,V,15,V,8.3,V,88,V,2,V,1027,V,0,V
01/01/2020,4,1,V,3,V,30,V,13,V,8.8,V,89,V,2,V,1027,V,0,V
01/01/2020,5,1.7,V,3,V,25,V,20,V,9.6,V,88,V,2,V,1027,V,0,V
01/01/2020,6,9.3,V,8,V,22,V,21,V,10.1,V,88,V,2,V,1028,V,0,V
01/01/2020,7,1,V,5,V,23,V,15,V,10.3,V,87,V,2,V,1028,V,0,V
01/01/2020,8,1.8,V,6,V,17,V,18,V,10.6,V,86,V,2,V,1028,V,0,V
01/01/2020,9,4.8,V,6,V,19,V,19,V,11.4,V,86,V,3,V,1028,V,0,V
01/01/2020,10,3.7,V,6,V,34,V,24,V,13.3,V,82,V,21,V,1029,V,0,V
01/01/2020,11,1,V,2,V,59,V,19,V,14,V,69,V,90,V,1029,V,0,V
01/01/2020,12,1,V,2,V,63,V,22,V,14.2,V,66,V,143,V,1029,V,0,V
01/01/2020,13,1,V,2,V,65,V,22,V,14.5,V,63,V,212,V,1028,V,0,V
01/01/2020,14,1,V,3,V,65,V,22,V,14.7,V,63,V,345,V,1027,V,0,V
01/01/2020,15,1,V,3,V,69,V,17,V,14.2,V,64,V,53,V,1027,V,0,V
01/01/2020,16,1,V,2,V,70,V,19,V,14.2,V,62,V,88,V,1028,V,0,V
01/01/2020,17,1.4,V,6,V,59,V,28,V,13.3,V,64,V,2,V,1028,V,0,V
01/01/2020,18,2.5,V,12,V,30,V,27,V,11,V,71,V,2,V,1028,V,0,V
01/01/2020,19,1.3,V,12,V,22,V,29,V,9.2,V,78,V,2,V,1028,V,0,V
01/01/2020,20,1.6,V,6,V,31,V,22,V,8.6,V,82,V,2,V,1028,V,0,V
01/01/2020,21,1.3,V,8,V,29,V,25,V,8.5,V,83,V,2,V,1028,V,0,V
01/01/2020,22,1,V,6,V,30,V,24,V,8.3,V,84,V,2,V,1028,V,0,V
01/01/2020,23,1,V,3,V,31,V,21,V,8.2,V,85,V,2,V,1029,V,0,V
01/01/2020,24,1,V,2,V,30,V,25,V,8.2,V,86,V,2,V,1028,V,0,V
02/01/2020,1,1,V,2,V,24,V,20,V,8,V,86,V,2,V,1028,V,0,V
02/01/2020,2,1.7,V,2,V,28,V,19,V,8.6,V,87,V,2,V,1028,V,0,V
02/01/2020,3,1,V,2,V,30,V,23,V,9.5,V,87,V,2,V,1028,V,0,V
02/01/2020,4,1,V,2,V,29,V,20,V,9.9,V,86,V,2,V,1028,V,0,V
02/01/2020,5,1,V,5,V,25,V,20,V,10.5,V,86,V,2,V,1027,V,0,V
02/01/2020,6,5.9,V,10,V,24,V,22,V,11,V,85,V,2,V,1028,V,0,V
02/01/2020,7,32.4,V,23,V,13,V,,M,10.8,V,85,V,2,V,1028,V,0,V
02/01/2020,8,28.2,V,22,V,5,V,,M,10.5,V,86,V,2,V,1028,V,0,V
02/01/2020,9,,N,,N,37,V,,M,12.3,V,79,V,9,V,1029,V,0,V
02/01/2020,10,3.2,V,17,V,51,V,24,V,14,V,66,V,32,V,1029,V,0,V
02/01/2020,11,2.6,V,13,V,55,V,25,V,14.2,V,68,V,48,V,1029,V,0,V
02/01/2020,12,1.9,V,9,V,60,V,23,V,14.4,V,69,V,130,V,1029,V,0,V
02/01/2020,13,1,V,5,V,65,V,18,V,14.5,V,67,V,200,V,1028,V,0,V
02/01/2020,14,1,V,4,V,68,V,17,V,14.8,V,65,V,257,V,1027,V,0,V
02/01/2020,15,1.8,V,7,V,64,V,19,V,14.9,V,66,V,75,V,1027,V,0,V
02/01/2020,16,2.9,V,8,V,59,V,16,V,14.7,V,67,V,8,V,1027,V,0,V
02/01/2020,17,2.9,V,6,V,52,V,29,V,13.5,V,75,V,2,V,1028,V,0,V
02/01/2020,18,5.9,V,12,V,36,V,26,V,12.8,V,80,V,2,V,1028,V,0,V
02/01/2020,19,2.6,V,8,V,31,V,25,V,12.6,V,82,V,2,V,1028,V,0,V
02/01/2020,20,1.8,V,10,V,40,V,29,V,12.5,V,81,V,2,V,1028,V,0,V
02/01/2020,21,1,V,8,V,50,V,24,V,13.1,V,71,V,2,V,1028,V,0,V
02/01/2020,22,1,V,5,V,58,V,20,V,13.2,V,69,V,2,V,1028,V,0,V
02/01/2020,23,1,V,4,V,49,V,19,V,12.9,V,71,V,2,V,1028,V,0,V
02/01/2020,24,1,V,2,V,47,V,18,V,12.9,V,71,V,2,V,1028,V,0,V
03/01/2020,1,1,V,2,V,42,V,21,V,12.7,V,74,V,2,V,1027,V,0,V
03/01/2020,2,1,V,2,V,69,V,25,V,12.9,V,70,V,2,V,1027,V,0,V
03/01/2020,3,1,V,2,V,72,V,20,V,12.9,V,66,V,2,V,1027,V,0,V
03/01/2020,4,1,V,2,V,72,V,17,V,13,V,65,V,2,V,1026,V,0,V
03/01/2020,5,1,V,2,V,70,V,13,V,12.9,V,67,V,2,V,1026,V,0,V
03/01/2020,6,2.3,V,10,V,63,V,20,V,12.9,V,66,V,2,V,1027,V,0,V
03/01/2020,7,2,V,15,V,58,V,24,V,12.9,V,67,V,2,V,1027,V,0,V
03/01/2020,8,1.6,V,16,V,57,V,22,V,13,V,66,V,2,V,1027,V,0,V
03/01/2020,9,7.8,V,31,V,40,V,16,V,13.3,V,66,V,3,V,1028,V,0,V
03/01/2020,10,3.3,V,15,V,55,V,21,V,13.7,V,66,V,78,V,1028,V,0,V
03/01/2020,11,2.2,V,10,V,64,V,20,V,14,V,64,V,137,V,1028,V,0,V
03/01/2020,12,2.1,V,10,V,66,V,21,V,14.1,V,64,V,144,V,1027,V,0,V
03/01/2020,13,1.3,V,9,V,68,V,15,V,14.1,V,64,V,155,V,1027,V,0,V
03/01/2020,14,1,V,7,V,70,V,15,V,14.1,V,65,V,61,V,1026,V,0,V
03/01/2020,15,1,V,9,V,69,V,10,V,14,V,66,V,8,V,1026,V,0,V
03/01/2020,16,1,V,12,V,64,V,21,V,14,V,67,V,2,V,1026,V,0,V
03/01/2020,17,1,V,11,V,64,V,31,V,14,V,71,V,2,V,1026,V,0,V
03/01/2020,18,3.3,V,9,V,64,V,25,V,14,V,74,V,2,V,1027,V,0,V
03/01/2020,19,1,V,3,V,68,V,21,V,13.5,V,75,V,2,V,1027,V,0,V
03/01/2020,20,1,V,3,V,65,V,28,V,12.6,V,77,V,2,V,1027,V,0,V
03/01/2020,21,1,V,5,V,57,V,30,V,12.5,V,79,V,2,V,1027,V,0,V
03/01/2020,22,1,V,3,V,52,V,25,V,12.5,V,81,V,2,V,1027,V,0,V
03/01/2020,23,1,V,2,V,47,V,18,V,11.7,V,83,V,2,V,1028,V,0,V
03/01/2020,24,1,V,2,V,42,V,20,V,11.5,V,84,V,2,V,1027,V,0,V
04/01/2020,1,1,V,3,V,36,V,27,V,11.3,V,85,V,2,V,1027,V,0,V
04/01/2020,2,1,V,2,V,32,V,30,V,10.9,V,86,V,2,V,1027,V,0,V
04/01/2020,3,1,V,2,V,39,V,28,V,11.4,V,86,V,2,V,1027,V,0,V
04/01/2020,4,1,V,2,V,44,V,21,V,12,V,86,V,2,V,1027,V,0,V
04/01/2020,5,1,V,2,V,48,V,23,V,12.4,V,83,V,2,V,1027,V,0,V
04/01/2020,6,2,V,4,V,50,V,23,V,12.4,V,81,V,2,V,1027,V,0,V
04/01/2020,7,5.5,V,6,V,46,V,24,V,12.3,V,77,V,2,V,1027,V,0,V
04/01/2020,8,22.8,V,19,V,28,V,21,V,11.5,V,78,V,2,V,1028,V,0,V
04/01/2020,9,9,V,14,V,33,V,29,V,13.4,V,76,V,88,V,1028,V,0,V
04/01/2020,10,2.2,V,9,V,43,V,22,V,14.1,V,72,V,209,V,1028,V,0,V
04/01/2020,11,1.5,V,8,V,47,V,29,V,14,V,73,V,165,V,1028,V,0,V
04/01/2020,12,1,V,8,V,52,V,23,V,14.5,V,71,V,431,V,1028,V,0,V
04/01/2020,13,1.3,V,7,V,55,V,21,V,14.7,V,71,V,436,V,1027,V,0,V
04/01/2020,14,1,V,7,V,56,V,21,V,14.5,V,71,V,358,V,1026,V,0,V
04/01/2020,15,1,V,6,V,56,V,25,V,14,V,71,V,222,V,1026,V,0,V
04/01/2020,16,1,V,5,V,60,V,22,V,13.6,V,72,V,43,V,1026,V,0,V
04/01/2020,17,1,V,3,V,63,V,25,V,12.9,V,73,V,2,V,1026,V,0,V
04/01/2020,18,1,V,2,V,66,V,22,V,12.7,V,73,V,2,V,1026,V,0,V
04/01/2020,19,1,V,2,V,66,V,25,V,12.7,V,72,V,2,V,1026,V,0,V
04/01/2020,20,1,V,2,V,66,V,22,V,12.5,V,71,V,2,V,1026,V,0,V
04/01/2020,21,1,V,2,V,66,V,27,V,12.6,V,73,V,2,V,1026,V,0,V
04/01/2020,22,1,V,2,V,64,V,19,V,12.7,V,75,V,2,V,1026,V,0,V
04/01/2020,23,1,V,2,V,59,V,25,V,12.7,V,80,V,2,V,1026,V,0,V
04/01/2020,24,1,V,2,V,58,V,25,V,12.5,V,82,V,2,V,1026,V,0,V
05/01/2020,1,1,V,2,V,58,V,20,V,12.4,V,82,V,2,V,1025,V,0,V
05/01/2020,2,1,V,2,V,59,V,16,V,12.4,V,82,V,2,V,1025,V,0,V
05/01/2020,3,1,V,2,V,58,V,15,V,12.3,V,83,V,2,V,1025,V,0,V
05/01/2020,4,1,V,2,V,60,V,19,V,12.2,V,84,V,2,V,1024,V,0,V
05/01/2020,5,1,V,2,V,61,V,19,V,12.2,V,84,V,2,V,1024,V,0,V
05/01/2020,6,1,V,2,V,60,V,22,V,12.3,V,84,V,2,V,1024,V,0,V
05/01/2020,7,1,V,2,V,57,V,20,V,12.3,V,83,V,2,V,1024,V,0,V
05/01/2020,8,1,V,2,V,57,V,18,V,12.5,V,83,V,2,V,1024,V,0,V
05/01/2020,9,1,V,2,V,55,V,21,V,13.2,V,81,V,103,V,1025,V,0,V
05/01/2020,10,1,V,2,V,56,V,21,V,13.9,V,78,V,284,V,1025,V,0,V
05/01/2020,11,1.6,V,5,V,53,V,26,V,14.2,V,75,V,217,V,1025,V,0,V
05/01/2020,12,1,V,5,V,56,V,15,V,14.5,V,73,V,448,V,1024,V,0,V
05/01/2020,13,1,V,5,V,59,V,25,V,14.9,V,71,V,449,V,1024,V,0,V
05/01/2020,14,1,V,5,V,62,V,18,V,14.8,V,71,V,370,V,1023,V,0,V
05/01/2020,15,1,V,4,V,64,V,19,V,14.5,V,71,V,230,V,1023,V,0,V
05/01/2020,16,1,V,2,V,64,V,25,V,14.1,V,73,V,48,V,1023,V,0,V
05/01/2020,17,1,V,3,V,65,V,30,V,12.9,V,76,V,2,V,1023,V,0,V
05/01/2020,18,1.3,V,2,V,62,V,23,V,12.4,V,78,V,2,V,1024,V,0,V
05/01/2020,19,1,V,2,V,68,V,17,V,11.4,V,70,V,2,V,1024,V,0,V
05/01/2020,20,1,V,2,V,68,V,17,V,11.2,V,73,V,2,V,1024,V,0,V
05/01/2020,21,1,V,2,V,67,V,20,V,11.4,V,75,V,2,V,1024,V,0,V
05/01/2020,22,1,V,2,V,67,V,29,V,12.2,V,75,V,2,V,1024,V,0,V
05/01/2020,23,1,V,2,V,66,V,41,V,12.6,V,77,V,2,V,1024,V,0,V
05/01/2020,24,1,V,2,V,63,V,,M,12.8,V,79,V,2,V,1023,V,0,V
06/01/2020,1,1,V,2,V,67,V,41,V,12.7,V,75,V,2,V,1023,V,0,V
06/01/2020,2,1,V,2,V,64,V,27,V,12.7,V,73,V,2,V,1023,V,0,V
06/01/2020,3,1,V,2,V,66,V,23,V,13,V,73,V,2,V,1023,V,0,V
06/01/2020,4,1,V,2,V,66,V,26,V,13.1,V,75,V,2,V,1023,V,0,V
06/01/2020,5,1,V,2,V,60,V,23,V,12.8,V,78,V,2,V,1023,V,0,V
06/01/2020,6,6.3,V,17,V,38,V,21,V,13,V,78,V,2,V,1023,V,0,V
06/01/2020,7,1.3,V,7,V,36,V,22,V,12.5,V,81,V,2,V,1023,V,0,V
06/01/2020,8,1,V,4,V,47,V,23,V,12.5,V,82,V,2,V,1024,V,0,V
06/01/2020,9,1.8,V,5,V,48,V,21,V,12.7,V,82,V,2,V,1024,V,0,V
06/01/2020,10,1.5,V,5,V,46,V,24,V,13.1,V,81,V,4,V,1024,V,0,V
06/01/2020,11,1.7,V,5,V,53,V,36,V,13.7,V,78,V,30,V,1024,V,0,V
06/01/2020,12,1.6,V,5,V,63,V,21,V,13.8,V,77,V,30,V,1024,V,0,V
06/01/2020,13,1,V,2,V,68,V,30,V,13.9,V,75,V,36,V,1024,V,0,V
06/01/2020,14,1,V,2,V,68,V,30,V,14,V,76,V,42,V,1023,V,0,V
06/01/2020,15,1,V,2,V,69,V,24,V,13.9,V,75,V,4,V,1023,V,0,V
06/01/2020,16,1,V,2,V,67,V,25,V,13.8,V,75,V,2,V,1023,V,0,V
06/01/2020,17,1,V,4,V,56,V,30,V,13.5,V,77,V,2,V,1024,V,0,V
06/01/2020,18,2,V,8,V,40,V,25,V,12.3,V,80,V,2,V,1024,V,0,V
06/01/2020,19,2,V,10,V,34,V,20,V,10.6,V,83,V,2,V,1024,V,0,V
06/01/2020,20,1.3,V,9,V,34,V,21,V,10,V,85,V,2,V,1025,V,0,V
06/01/2020,21,1,V,4,V,35,V,23,V,9.2,V,87,V,2,V,1025,V,0,V
06/01/2020,22,1,V,3,V,31,V,22,V,8.8,V,88,V,2,V,1025,V,0,V
06/01/2020,23,1,V,3,V,28,V,16,V,8.3,V,89,V,2,V,1025,V,0,V
06/01/2020,24,1,V,2,V,28,V,17,V,8.1,V,89,V,2,V,1026,V,0,V
07/01/2020,1,1,V,2,V,24,V,21,V,7.7,V,89,V,2,V,1026,V,0,V
07/01/2020,2,1.4,V,2,V,25,V,17,V,7.4,V,90,V,2,V,1026,V,0,V
07/01/2020,3,1.7,V,3,V,26,V,17,V,7.5,V,90,V,2,V,1026,V,0,V
07/01/2020,4,1,V,2,V,23,V,21,V,6.8,V,91,V,2,V,1025,V,0,V
07/01/2020,5,1.6,V,3,V,17,V,11,V,6.5,V,91,V,2,V,1025,V,0,V
07/01/2020,6,9.6,V,8,V,17,V,13,V,6.6,V,91,V,2,V,1025,V,0,V
07/01/2020,7,37.8,V,29,V,11,V,21,V,7.2,V,92,V,2,V,1026,V,0,V
07/01/2020,8,35.2,V,25,V,7,V,22,V,7.2,V,92,V,2,V,1026,V,0,V
07/01/2020,9,82.6,V,45,V,8,V,22,V,11.1,V,91,V,108,V,1026,V,0,V
07/01/2020,10,10.5,V,18,V,35,V,25,V,13.9,V,87,V,234,V,1027,V,0,V
07/01/2020,11,4.4,V,12,V,56,V,25,V,13.8,V,80,V,126,V,1027,V,0,V
07/01/2020,12,4,V,11,V,61,V,23,V,14.2,V,75,V,293,V,1026,V,0,V
07/01/2020,13,2.6,V,8,V,63,V,27,V,14.3,V,73,V,212,V,1025,V,0,V
07/01/2020,14,1,V,5,V,65,V,29,V,14.5,V,70,V,286,V,1024,V,0,V
07/01/2020,15,2.4,V,7,V,63,V,16,V,14.7,V,70,V,235,V,1025,V,0,V
07/01/2020,16,2.5,V,8,V,69,V,21,V,14.1,V,73,V,37,V,1025,V,0,V
07/01/2020,17,1,V,8,V,68,V,30,V,13,V,77,V,2,V,1024,V,0,V
07/01/2020,18,1,V,6,V,70,V,27,V,12.3,V,82,V,2,V,1025,V,0,V
07/01/2020,19,1,V,4,V,62,V,23,V,11.8,V,83,V,2,V,1024,V,0,V
07/01/2020,20,1,V,2,V,61,V,,N,12.1,V,82,V,2,V,1024,V,0,V
07/01/2020,21,1,V,2,V,62,V,,N,12.2,V,79,V,2,V,1025,V,0,V
07/01/2020,22,1,V,2,V,63,V,,N,12,V,77,V,2,V,1025,V,0,V
07/01/2020,23,1,V,2,V,64,V,,N,12.1,V,77,V,2,V,1024,V,0,V
07/01/2020,24,1,V,2,V,65,V,,N,12.2,V,80,V,2,V,1024,V,0,V
08/01/2020,1,1,V,2,V,64,V,,N,12.5,V,82,V,2,V,1024,V,0,V
08/01/2020,2,1,V,3,V,59,V,,N,12.6,V,83,V,2,V,1024,V,0,V
08/01/2020,3,1,V,2,V,60,V,,N,12.8,V,84,V,2,V,1024,V,0,V
08/01/2020,4,1,V,2,V,57,V,,N,12.8,V,85,V,2,V,1024,V,0,V
08/01/2020,5,1,V,3,V,51,V,,N,12.6,V,85,V,2,V,1024,V,0,V
08/01/2020,6,1.7,V,5,V,46,V,,N,12.5,V,84,V,2,V,1024,V,0,V
08/01/2020,7,5.3,V,8,V,53,V,,N,12.4,V,79,V,2,V,1024,V,0,V
08/01/2020,8,5,V,9,V,51,V,,N,12.3,V,77,V,4,V,1024,V,0,V
08/01/2020,9,6.4,V,10,V,51,V,,N,13,V,79,V,42,V,1025,V,0,V
08/01/2020,10,2.4,V,6,V,53,V,,N,13.6,V,80,V,182,V,1026,V,0,V
08/01/2020,11,1.8,V,7,V,58,V,,N,14,V,75,V,147,V,1026,V,0,V
08/01/2020,12,2.3,V,7,V,61,V,,N,14.1,V,73,V,258,V,1025,V,0,V
08/01/2020,13,1.6,V,6,V,62,V,,N,14.1,V,73,V,261,V,1025,V,0,V
08/01/2020,14,1.6,V,6,V,64,V,,N,14.1,V,72,V,341,V,1025,V,0,V
08/01/2020,15,2,V,7,V,68,V,,N,13.8,V,71,V,189,V,1025,V,0,V
08/01/2020,16,1.8,V,5,V,71,V,,N,13.4,V,71,V,48,V,1025,V,0,V
08/01/2020,17,1.4,V,5,V,74,V,,N,12.9,V,72,V,2,V,1025,V,0,V
08/01/2020,18,1.6,V,6,V,72,V,,N,12.3,V,75,V,2,V,1026,V,0,V
08/01/2020,19,2.5,V,7,V,66,V,,N,11.9,V,77,V,2,V,1026,V,0,V
08/01/2020,20,1,V,4,V,68,V,,N,11.7,V,79,V,2,V,1026,V,0,V
08/01/2020,21,1.5,V,8,V,47,V,,N,10.7,V,80,V,2,V,1026,V,0,V
08/01/2020,22,1,V,7,V,33,V,,N,9.5,V,83,V,2,V,1026,V,0,V
08/01/2020,23,1,V,3,V,33,V,,N,8.5,V,85,V,2,V,1026,V,0,V
08/01/2020,24,1,V,2,V,28,V,,N,7.9,V,87,V,2,V,1026,V,0,V
09/01/2020,1,1,V,2,V,25,V,,N,7.8,V,87,V,2,V,1025,V,0,V
09/01/2020,2,1,V,2,V,26,V,,N,7.5,V,88,V,2,V,1025,V,0,V
09/01/2020,3,2.3,V,5,V,31,V,,N,7.6,V,88,V,2,V,1025,V,0,V
09/01/2020,4,1.8,V,3,V,31,V,,N,7.4,V,88,V,2,V,1025,V,0,V
09/01/2020,5,2.2,V,3,V,27,V,,N,7.2,V,89,V,2,V,1024,V,0,V
09/01/2020,6,4.8,V,9,V,19,V,,N,6.9,V,89,V,2,V,1024,V,0,V
09/01/2020,7,47.1,V,26,V,15,V,,N,7,V,90,V,2,V,1024,V,0,V
09/01/2020,8,40.1,V,29,V,19,V,,N,7.7,V,91,V,2,V,1024,V,0,V
09/01/2020,9,11.6,V,18,V,31,V,,N,11.4,V,90,V,107,V,1024,V,0,V
09/01/2020,10,4.6,V,11,V,51,V,,N,13.9,V,84,V,280,V,1025,V,0,V
09/01/2020,11,3.9,V,13,V,61,V,,N,14.7,V,71,V,160,V,1024,V,0,V
09/01/2020,12,4.3,V,13,V,65,V,,N,15.1,V,67,V,439,V,1024,V,0,V
09/01/2020,13,1.5,V,8,V,70,V,,N,15.5,V,65,V,472,V,1023,V,0,V
09/01/2020,14,1.8,V,7,V,72,V,,N,15.5,V,63,V,387,V,1022,V,0,V
09/01/2020,15,1.4,V,7,V,72,V,,N,15.1,V,65,V,197,V,1022,V,0,V
09/01/2020,16,4.1,V,19,V,61,V,,N,14.7,V,67,V,53,V,1022,V,0,V
09/01/2020,17,1.7,V,17,V,56,V,,N,13.6,V,71,V,2,V,1022,V,0,V
09/01/2020,18,7.9,V,33,V,20,V,,N,11.8,V,74,V,2,V,1022,V,0,V
09/01/2020,19,4,V,22,V,22,V,,N,10.1,V,80,V,2,V,1022,V,0,V
09/01/2020,20,1.6,V,11,V,44,V,,N,10.2,V,84,V,2,V,1022,V,0,V
09/01/2020,21,1,V,8,V,39,V,,N,9.7,V,84,V,2,V,1022,V,0,V
09/01/2020,22,1,V,6,V,43,V,,N,9.4,V,86,V,2,V,1022,V,0,V
09/01/2020,23,1,V,2,V,37,V,,N,8.7,V,86,V,2,V,1022,V,0,V
09/01/2020,24,1,V,2,V,37,V,,N,8.5,V,88,V,2,V,1021,V,0,V
10/01/2020,1,1,V,2,V,39,V,,N,8.4,V,89,V,2,V,1020,V,0,V
10/01/2020,2,1,V,2,V,33,V,,N,8,V,89,V,2,V,1021,V,0,V
10/01/2020,3,1,V,2,V,29,V,,N,7.7,V,90,V,2,V,1021,V,0,V
10/01/2020,4,1,V,2,V,25,V,,N,7.7,V,90,V,2,V,1020,V,0,V
10/01/2020,5,1.3,V,5,V,24,V,,N,9,V,90,V,2,V,1020,V,0,V
10/01/2020,6,4.4,V,5,V,17,V,,N,8.7,V,90,V,2,V,1020,V,0,V
10/01/2020,7,17.8,V,15,V,14,V,,N,9.1,V,91,V,2,V,1020,V,0,V
10/01/2020,8,33.5,V,24,V,11,V,,N,9.9,V,91,V,2,V,1020,V,0,V
10/01/2020,9,29.9,V,31,V,9,V,,N,11,V,91,V,2,V,1021,V,0,V
10/01/2020,10,7.3,V,15,V,47,V,,N,11.8,V,90,V,4,V,1021,V,0,V
10/01/2020,11,1.5,V,4,V,63,V,,N,11.1,V,92,V,16,V,1021,V,0,V
10/01/2020,12,2.2,V,2,V,62,V,,N,11.9,V,90,V,113,V,1021,V,0,V
10/01/2020,13,1.3,V,2,V,61,V,,N,12.1,V,85,V,24,V,1020,V,0,V
10/01/2020,14,1.3,V,2,V,63,V,,N,11.8,V,84,V,13,V,1020,V,0,V
10/01/2020,15,1,V,2,V,61,V,,N,11.8,V,86,V,13,V,1020,V,0,V
10/01/2020,16,1,V,2,V,60,V,,N,12.1,V,82,V,2,V,1020,V,0,V
10/01/2020,17,1,V,2,V,61,V,,N,11.7,V,82,V,2,V,1021,V,0,V
10/01/2020,18,1,V,2,V,61,V,,N,11.9,V,79,V,2,V,1021,V,0,V
10/01/2020,19,1,V,2,V,62,V,,N,12.1,V,78,V,2,V,1022,V,0,V
10/01/2020,20,1,V,2,V,62,V,,N,12.2,V,78,V,2,V,1022,V,0,V
10/01/2020,21,1,V,2,V,63,V,,N,12.1,V,79,V,2,V,1023,V,0,V
10/01/2020,22,1,V,2,V,62,V,,N,12,V,79,V,2,V,1023,V,0,V
10/01/2020,23,1,V,2,V,63,V,,N,11.8,V,78,V,2,V,1023,V,0,V
10/01/2020,24,1,V,2,V,62,V,,N,12,V,76,V,2,V,1023,V,0,V
11/01/2020,1,1,V,2,V,61,V,,N,11.9,V,77,V,2,V,1023,V,0,V
11/01/2020,2,1,V,2,V,60,V,,N,11.9,V,77,V,2,V,1023,V,0,V
11/01/2020,3,1,V,2,V,60,V,,N,11.6,V,75,V,2,V,1023,V,0,V
11/01/2020,4,1,V,2,V,60,V,,N,11.5,V,75,V,2,V,1023,V,0,V
11/01/2020,5,1,V,2,V,60,V,,N,11.5,V,74,V,2,V,1023,V,0,V
11/01/2020,6,1,V,2,V,60,V,,N,11.5,V,74,V,2,V,1024,V,0,V
11/01/2020,7,1,V,2,V,61,V,,N,11.3,V,74,V,2,V,1024,V,0,V
11/01/2020,8,1.3,V,2,V,60,V,,N,11.1,V,72,V,2,V,1024,V,0,V
11/01/2020,9,1.3,V,2,V,60,V,,N,11.2,V,72,V,9,V,1025,V,0,V
11/01/2020,10,1.3,V,3,V,59,V,,N,11.7,V,71,V,172,V,1026,V,0,V
11/01/2020,11,1.3,V,2,V,59,V,,N,11.9,V,71,V,196,V,1026,V,0,V
11/01/2020,12,1.5,V,3,V,60,V,,N,12.1,V,71,V,349,V,1025,V,0,V
11/01/2020,13,1.3,V,3,V,60,V,,N,12.4,V,71,V,400,V,1025,V,0,V
11/01/2020,14,1,V,2,V,60,V,,N,12.2,V,73,V,248,V,1024,V,0,V
11/01/2020,15,1,V,2,V,62,V,,N,12.2,V,72,V,182,V,1024,V,0,V
11/01/2020,16,1,V,2,V,61,V,,N,11.9,V,74,V,34,V,1024,V,0,V
11/01/2020,17,1.5,V,2,V,61,V,,N,11.4,V,77,V,2,V,1024,V,0,V
11/01/2020,18,1.3,V,2,V,62,V,,N,11.6,V,78,V,2,V,1025,V,0,V
11/01/2020,19,1.3,V,2,V,63,V,,N,11.4,V,78,V,2,V,1025,V,0,V
11/01/2020,20,1,V,2,V,63,V,,N,11.6,V,79,V,2,V,1025,V,0,V
11/01/2020,21,1,V,2,V,62,V,,N,11.6,V,80,V,2,V,1025,V,0,V
11/01/2020,22,1,V,2,V,63,V,,N,11.4,V,80,V,2,V,1025,V,0,V
11/01/2020,23,1.3,V,2,V,62,V,,N,11.3,V,79,V,2,V,1025,V,0,V
11/01/2020,24,1,V,2,V,64,V,,N,11.4,V,79,V,2,V,1025,V,0,V
12/01/2020,1,1,V,2,V,64,V,,N,11.7,V,77,V,2,V,1024,V,0,V
12/01/2020,2,1,V,2,V,64,V,,N,11.8,V,75,V,2,V,1025,V,0,V
12/01/2020,3,1,V,2,V,64,V,,N,11.8,V,75,V,2,V,1025,V,0,V
12/01/2020,4,1,V,2,V,64,V,,N,11.7,V,75,V,2,V,1024,V,0,V
12/01/2020,5,1,V,2,V,65,V,,N,11.6,V,74,V,2,V,1024,V,0,V
12/01/2020,6,1,V,2,V,65,V,,N,11.3,V,74,V,2,V,1024,V,0,V
12/01/2020,7,1,V,2,V,64,V,,N,11,V,74,V,2,V,1024,V,0,V
12/01/2020,8,1.6,V,2,V,61,V,,N,10.9,V,75,V,2,V,1025,V,0,V
12/01/2020,9,1.3,V,2,V,58,V,,N,11.7,V,74,V,120,V,1025,V,0,V
12/01/2020,10,1.3,V,3,V,58,V,,N,12.5,V,71,V,293,V,1026,V,0,V
12/01/2020,11,1,V,3,V,58,V,,N,12.7,V,71,V,249,V,1026,V,0,V
12/01/2020,12,1.3,V,3,V,58,V,,N,12.9,V,72,V,403,V,1025,V,0,V
12/01/2020,13,1.8,V,4,V,58,V,,N,12.9,V,73,V,439,V,1024,V,0,V
12/01/2020,14,1,V,2,V,61,V,,N,12.9,V,75,V,276,V,1024,V,0,V
12/01/2020,15,1,V,2,V,62,V,,N,12.5,V,76,V,66,V,1024,V,0,V
12/01/2020,16,1.7,V,3,V,60,V,,N,12.5,V,78,V,39,V,1024,V,0,V
12/01/2020,17,1.4,V,3,V,60,V,,N,12.1,V,80,V,2,V,1024,V,0,V
12/01/2020,18,1,V,5,V,54,V,,N,11.8,V,81,V,2,V,1025,V,0,V
12/01/2020,19,1.8,V,7,V,44,V,,N,11.1,V,82,V,2,V,1025,V,0,V
12/01/2020,20,1,V,9,V,43,V,,N,11,V,83,V,2,V,1025,V,0,V
12/01/2020,21,1,V,5,V,49,V,,N,10.7,V,83,V,2,V,1025,V,0,V
12/01/2020,22,1,V,2,V,46,V,,N,10.1,V,84,V,2,V,1025,V,0,V
12/01/2020,23,1,V,5,V,27,V,,N,8.6,V,85,V,2,V,1025,V,0,V
12/01/2020,24,1,V,2,V,22,V,,N,7.7,V,87,V,2,V,1025,V,0,V
