Signatura,Denominació comercial,Subgrups,Grups,Categoria,Inici d'activitat,Estat,Municipi,Localitat,Adreça,UTM (X),UTM(Y),Places,Nombre habitacions,Explotador/s,Columna amb nova georeferència
H/882,SANT JORDI,Hotel,Allotjaments,4 estrelles,01/01/1964,Alta,PALMA,Platja De Palma,"Carrer GRUA, 5. 07610 Platja De Palma, PALMA, Mallorca",,,236,119,HOTEL SAN JORDI PALMA SL (B07612005),
H/888,THB EL CID,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,PALMA,Platja De Palma,"Carrer VAIXELL, 2. 07610 Platja De Palma, PALMA, Mallorca","476,101.494069","4,376,147.36234",414,216,SES FONTANELLES SA (A07020753),POINT (2.7219046267086022 39.5346540169733)
H/890,MAR DE PORTALS,Hotel,Allotjaments,4 estrelles,14/06/1963,Alta,CALVIÀ,Portals Nous,"CALDENTEY,15, S/N. 07015 Portals Nous, CALVIÀ, Mallorca","463,763.283531","4,376,332.92283",217,118,EXPLOTACIONES PORTALS NOUS SL (B07988587),POINT (2.5783237404022135 39.535893829482326)
H/892,UNIVERSAL HOTEL AQUAMARIN,Hotel,Allotjaments,4 estrelles,01/06/1963,Alta,ANDRATX,Sant Elm,"Carrer CALA CONILLS, 4. 07159 Sant Elm, ANDRATX, Mallorca","444,552","4,381,051.27",200,101,COMPAÑIA HISPANO SUIZA DE TURISMO SA (A07009798),POINT (2.354384562670094 39.57737986149215)
H/894,PONS,Hostal residència,Allotjaments,1 estrella,15/02/1963,Alta,PALMA,Palma,"Carrer VI, 8 pis 1. 07012 PALMA, Mallorca","469,432.125337","4,380,145.68185",30,21,Victòria Aledo Valdés des de 16/10/2020,POINT (2.6441136281821063 39.57046860573329)
H/897,CLUB MARMARA DEL MAR,Hotel,Allotjaments,3 estrelles Superior,23/07/1963,Alta,MANACOR,Estany D'En Mas (L'),"Avinguda VIOLETES, 101. 07680 Estany D'En Mas (L'), MANACOR, Mallorca","526,125.749154","4,374,292.11234",454,227,"BUILDIBERICA HOTELES, SL (B57568354)",POINT (3.303939514188416 39.51787255465269)
H/899,LAGO PLAYA,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,CAPDEPERA,Cala Rajada,"TRITO S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,416.41952","4,395,829.55427",191,97,ALLTOURS ESPAÑA SL (B35379841),POINT (3.459837694366632 39.71142029804171)
H/902,BQ AGUAMARINA BOUTIQUE HOTEL,Hotel,Allotjaments,4 estrelles,01/01/1964,Alta,PALMA,Can Pastilla,"SAN ANTONIO DE LA PLATJA, 41. 07610 Can Pastilla, PALMA, Mallorca","475,423.349704","4,376,147.40181",116,56,SIDEHOTELES SL (B57512642),POINT (2.714013477711404 39.53463522612937)
H/904,MYSEAHOUSE FLAMINGO,Hotel,Allotjaments,4 estrelles Superior,01/01/1964,Alta,PALMA,Platja De Palma,"Carrer MISSIO DE SAN DIEGO, 2. 07600 Platja De Palma, PALMA, Mallorca","478,188.059792","4,374,015.64407",202,106,"FLAMINGO HOTEL, SL (B07008527)  des de 12/11/2018",POINT (2.746254664949242 39.51550181955788)
H/908,AYA,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,PALMA,Platja De Palma,"Arenal, 60. -, -",,,266,142,HOTEL AYA SA (A07020118),
H/909,REGANA,Hotel,Allotjaments,4 estrelles,19/05/1963,Alta,CAPDEPERA,Cala Rajada,"CALA AGULLA, S/N",,,236,127,SEC SL (B07123920),
H/912,GALA,Hotel,Allotjaments,3 estrelles,01/01/1963,Alta,PALMA,Can Pastilla,"Carrer XABEC, 5. 07610 Can Pastilla, PALMA, Mallorca","475,879.839866","4,376,326.53507",234,126,GALA TRIANON SA (A07172414),POINT (2.719318871086866 39.53626223897468)
H/916,DAINA,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,POLLENÇA,Port De Pollença,"Carrer ATILIO BOVERI, 2. 07470 Port De Pollença, POLLENÇA, Mallorca","507,093.179581","4,417,446.99128",129,67,HOTELERA POLLENSINA SA (A07071517)  des de 14/12/2022,POINT (3.082985140270024 39.9070764447711)
H/917,BELLA PLAYA & SPA,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,CAPDEPERA,Cala Rajada,"Avinguda CALA AGULLA, 121. 07590 Cala Rajada, CAPDEPERA, Mallorca","536,639.913567","4,394,218.80233",505,259,HOTELES Y APARTAMENTOS SA (A07010119),POINT (3.4273579135649506 39.69703116581443)
H/918,AGUAIT,Hotel,Allotjaments,4 estrelles,15/12/1970,Alta,CAPDEPERA,Cala Rajada,"DELS PINS, 61. 07590 Cala Rajada, CAPDEPERA, Mallorca","538,900.351125","4,394,426.75543",357,192,MURO VERT SL (B07633621),POINT (3.453734552042657 39.698804797172926)
H/921,ABELUX,Hotel,Allotjaments,2 estrelles,01/01/1966,Alta,PALMA,Palma,"RAMON MUNTANER, 30. 07003 PALMA, Mallorca","469,989.326276","4,381,404.97172",124,65,"HOTEL ABELUX, SL (B57507055)",POINT (2.6505437533594587 39.58183486359767)
H/926,COSTA PORTALS,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,CALVIÀ,Portals Nous,"Carrer VAQUER, 16. 07181 Portals Nous, CALVIÀ, Mallorca","463,563.63286","4,376,342.08646",163,88,"RADU HOTELS, SL (B57795064)",POINT (2.5760000201130815 39.53596794532962)
H/934,CATALINA VERA,Hostal residència,Allotjaments,2 estrelles,01/01/1953,Alta,ANDRATX,Port D'Andratx,"ISAAC PERAL, 63. 07157 ANDRATX, Mallorca","447,375.371814","4,377,217.97962",28,17,"SUAU VERA , S.L. (B57954992)",POINT (2.38756086845204 39.543020008251446)
H/935,Anex Teide,Hotel,Allotjaments,2 estrelles,01/01/1963,Alta,PALMA,Platja De Palma,"Carrer GASPAR RULLAN GARCIAS, 24. 07600 Platja De Palma, PALMA, Mallorca","478,913.97159","4,373,232.3262",53,33,HOTELES ORME SL (B57923211),POINT (2.754724176692752 39.50846187444036)
H/945,MAR AZUL,Hotel,Allotjaments,4 estrelles,01/01/1963,Alta,CAPDEPERA,Cala Rajada,"REGANA, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca","539,630.133683","4,396,650.84512",144,76,"S'ENTRADOR, SL (B07580897)",POINT (3.4623802446303076 39.718810188984904)
H/946,BQ BULEVAR PEGUERA,Hotel,Allotjaments,4 estrelles,14/06/1963,Alta,CALVIÀ,Peguera,"EUCALIPTUS, 15",,,383,205,SIDEHOTELES SL (B57512642),
H/953,EL VICENÇ DE LA MAR,Hotel,Allotjaments,5 estrelles,03/08/1963,Alta,POLLENÇA,Cala Sant Vicenç,"CERDA I MARROIG.PLAYA MOLINS, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca",,,72,37,"Mediterranean Cala San Vicente, SL (B57926040)  des de 10/06/2020",
H/954,Cala Romántica,Hotel,Allotjaments,3 estrelles,01/01/1963,Alta,MANACOR,Estany D'En Mas (L'),"PLATJA DE CALA ESTANY S/N, S'ESTANY D'EN MAS, S/N. 07680 Estany D'En Mas (L'), MANACOR, Mallorca","526,485.156562","4,374,259.3679",518,267,"LAGUNE ROMANTICA,SL (B87929477)  des de 18/12/2020",POINT (3.308119397586926 39.517566506799994)
H/964,IBEROSTAR CALA DOMINGOS,Hotel,Allotjaments,4 estrelles,02/05/1963,Alta,MANACOR,Cala Murada,"Carrer CALA ES DOMINGOS, S/N. 07688 Cala Murada, MANACOR, Mallorca",,,715,362,IBEROSTAR LEASING SL (B57860264)  des de 03/07/2018,
H/972,OASIS D'OR,Hostal,Allotjaments,2 estrelles,01/01/1963,Alta,SANTANYÍ,Cala D'Or,"ELS RAVELLS, 30. 07660 Cala D'Or, SANTANYÍ, Mallorca","519,867.678245","4,358,664.16125",43,22,OASIS D'OR CB (E57202475),POINT (3.2306704752221944 39.37722304735814)
H/973,LUXOR,Hotel,Allotjaments,4 estrelles,01/01/1984,Alta,PALMA,Platja De Palma,"SON RIGO, 21. 07600 PALMA, Mallorca","477,921.090377","4,374,817.23622",228,114,"FOMENTO INDUSTRIAS DEL TURISMO, SL (B07010713)",POINT (2.743122348810808 39.522717714229486)
H/984,SOL DE MALLORCA,Hostal residència,Allotjaments,1 estrella,14/06/1983,Alta,PALMA,Platja De Palma,"AMILCAR, 5. 07600 PALMA, Mallorca","478,747.936286","4,372,994.03412",45,21,NENE CAU HOTELS S.L. (B57476509),POINT (2.752800454127329 39.50631065650578)
TI/100,PETIT CAN MEL,Turisme d'interior,Allotjaments,,28/01/2016,Alta,FELANITX,Cas Concos Del Cavaller,"MAJOR, 3. 07208 Cas Concos Del Cavaller, FELANITX, Mallorca",,,8,4,KONIG-BORDOY S.L. (B57879884),
TI/101,BOUTIQUE ESPAÑA,Turisme d'interior,Allotjaments,,27/11/2015,Alta,LLUCMAJOR,Llucmajor,"Carrer MELIÀ 1, ESQUINA C/BISBE TAIXEQUET, 68, S/N. 07620 LLUCMAJOR, Mallorca","490,483.412528","4,370,999.48253",28,14,"AL FARO LLUCMAJOR, SL (B13695796)  des de 05/06/2023",POINT (2.889333167061523 39.48854871245386)
TI/102,CAN MOIO,Turisme d'interior,Allotjaments,,12/02/2016,Alta,MONTUÏRI,Montuïri,"Carrer PARE ANTONI MARTORELL, 3. 07230 MONTUÏRI, Mallorca",,,12,6,"CASA VERDE MALLORCA, SL (B16630220)  des de 27/03/2023",
TI/103,VILLA STATION,Turisme d'interior,Allotjaments,,12/02/2016,Alta,SES SALINES,Salines (Les),"MESTRAL, 3. 07640 Salines (Les), SES SALINES, Mallorca",,,10,5,JONACASO SL (B57667727),
TI/104,CAN SOLAIES,Turisme d'interior,Allotjaments,,12/02/2016,Alta,SANT LLORENÇ DES CARDASSAR,Sant Llorenç Del Cardassar,"MAJOR, 28. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca",,,8,4,BARBARA FEMENIAS SUREDA,
TI/105,SANTA CRUZ SUITE,Turisme d'interior,Allotjaments,,07/03/2016,Alta,PALMA,Palma,"CAN SALES, 21. 07012 PALMA, Mallorca",,,2,1,INMOBILIARIA MONTAURA SL (B07410020),
TI/107,CAL SECRETARI VELL,Turisme d'interior,Allotjaments,,07/03/2016,Alta,MARRATXÍ,Cabaneta (La),"OLESA, 5. 07141 Cabaneta (La), MARRATXÍ, Mallorca",,,10,5,"CAL SECRETARI VELL, SL (B57804189)",
TI/108,BOSCH SUITES,Turisme d'interior,Allotjaments,,07/04/2016,Alta,PALMA,Palma,"Carrer BRONDO, 7. 07012 PALMA, Mallorca",,,14,4,"HOTEL BOUTIQUE BOSCH,SL (B16571507)  des de 11/05/2018",
TI/109,ES CORTE VELL/ 4 ESTRELLES SUPERIOR,Turisme d'interior,Allotjaments,4 estrelles Superior,22/08/2016,Alta,BUNYOLA,Bunyola,"SANTA CALTALINA TOMAS, 67. 07110 BUNYOLA, Mallorca",,,20,10,ES CORTE VELL SL (B57958928),
TI/11,S'ARDEVIU,Turisme d'interior,Allotjaments,,29/11/2000,Alta,SÓLLER,Sóller,"VIVES, 14. 07100 SÓLLER, Mallorca","475,554.342433","4,401,936.46903",14,7,CATALINA TRIAS SERRA,POINT (2.7145838509923457 39.767004526088286)
TI/110,CA'N XORC (CASA MARTIN),Turisme d'interior,Allotjaments,,22/08/2016,Alta,CALVIÀ,Calvià,"COSTA, 17. 07184 CALVIÀ, Mallorca",,,4,2,AMANDA MARTIN (Y0652876N),
TI/112,LONJA LIVING SUITES,Turisme d'interior,Allotjaments,,29/09/2016,Alta,PALMA,Palma,"LLONJA, 18. 07012 PALMA, Mallorca",,,8,3,CECILIA ELENA BELTRAN SERVAIS,
TI/113,LA LONJA HOMES,Turisme d'interior,Allotjaments,,15/11/2016,Alta,PALMA,Palma,"REMOLARS, 5. 07012 PALMA, Mallorca",,,16,8,Gestión de Patrimonio Mallorca SL (B57956021),
TI/114,CAN SAVELLA,Turisme d'interior,Allotjaments,,15/11/2016,Alta,PALMA,Palma,"CAN SAVELLA, 17. 07001 PALMA, Mallorca",,,18,9,"ADÁN Y COMPAÑÍA, S.L. (B12001103)",
TI/116,BRICK,Turisme d'interior,Allotjaments,,15/11/2016,Alta,PALMA,Palma,"FORN DEN VILA, 3. 07002 PALMA, Mallorca",,,22,11,SHOPING Y LAPICES 2014 SL (B57891566),
TI/117,"CASA MONA, A PLACE TO STAY",Turisme d'interior,Allotjaments,,15/11/2016,Alta,LLUBÍ,Llubí,"CRUZ, 14. 07430 LLUBÍ, Mallorca",,,8,3,GLORIA MARCELA PERALTA GRACIANI,
TI/120,DESIGN SUITES PALMA,Turisme d'interior,Allotjaments,,15/11/2016,Alta,PALMA,Palma,"JAUME FERRER, 4. 07012 PALMA, Mallorca",,,8,4,ANDRE MOOK (Y0511359Z),
TI/121,L'AGUILA SUITES,Turisme d'interior,Allotjaments,,07/12/2016,Alta,PALMA,Palma,"Plaça MARQUES DEL PALMER, 2. 07001 PALMA, Mallorca",,,10,4,L'AGUILA INVESTMENT SRL (B07489115),
TI/123,CAN AVALL,Turisme d'interior,Allotjaments,,07/12/2016,Alta,PALMA,Palma,"Carrer CAN PUEYO, 13. 07003 PALMA, Mallorca",,,22,11,SOMA HOMES SL (B57978280),
TI/124,CAN COTA,Turisme d'interior,Allotjaments,,29/09/2017,Alta,SELVA,Selva,"Carrer SANT LLORENÇ, 2. 07313 SELVA, Mallorca",,,21,11,ARQUITECTURA COTA 90 SL (B07311525),
TI/126,SANT MIQUEL HOMES,Turisme d'interior,Allotjaments,,17/01/2017,Alta,PALMA,Palma,"SANT MIQUEL, 23. 07003 PALMA, Mallorca",,,12,6,Gestión de Patrimonio Mallorca SL (B57956021),
TI/127,REMOLARS 3 TOWNHOUSE,Turisme d'interior,Allotjaments,,26/01/2017,Alta,PALMA,Palma,"Carrer REMOLARS, 3. 07012 PALMA, Mallorca",,,6,3,"AMBAR MLS, SL (B01748508)  des de 17/08/2020",
TI/129,CAN BOSS,Turisme d'interior,Allotjaments,,26/01/2017,Alta,PALMA,Palma,"DE LA BOSSERIA, 6. 07001 PALMA, Mallorca",,,8,4,JUAN CARLOS MASCARO CABANELLAS,
TI/13,CAN FURIOS,Turisme d'interior,Allotjaments,,12/07/2001,Alta,SELVA,Selva,"Carrer DE BINIBONA, 11. 07313 SELVA, Mallorca","491,819.240245","4,402,483.47109",26,13,CAN CALCO SL (B07971187)  des de 25/05/2018,POINT (2.9044779405397447 39.77224472195397)
TI/135,MISTER GREEN,Turisme d'interior,Allotjaments,,21/07/2017,Alta,SA POBLA,Pobla (La),"DES TREN, 9. 07420 Pobla (La), SA POBLA, Mallorca",,,10,5,"MISTER GREEN RESTAURANTE Y BAR, S.L. (B57750903)",
TI/137,FORN NOU,Turisme d'interior,Allotjaments,,21/07/2017,Alta,ARTÀ,Artà,"Plaça DE L'AIGUA, 2. 07570 ARTÀ, Mallorca",,,8,4,AMORÓS CERDÀ S.L. (B57733461),
TI/138,COMTAT MURO,Turisme d'interior,Allotjaments,,21/07/2017,Alta,MURO,Muro,"SANT JOAN, 13. 07440 MURO, Mallorca",,,10,2,"INVERSIONS ES ROURE SEC, SL (B57340358)",
TI/14,CAN BUSQUETS,Turisme d'interior,Allotjaments,,02/08/2001,Alta,BANYALBUFAR,Banyalbufar,"Carrer MIRAMAR, 24. 07191 BANYALBUFAR, Mallorca","458,787.709878","4,393,202.91337",11,6,"Espacio Doka, SL (B06952485)  des de 05/04/2022",POINT (2.5193762851490167 39.68766952340608)
TI/143,CAN FRESSA,Turisme d'interior,Allotjaments,,21/07/2017,Alta,ALARÓ,Alaró,"Carrer D'ENMIG1, S/N. 07340 ALARÓ, Mallorca",,,20,8,"BAGERIET, SL (B16745481)  des de 11/07/2022",
TI/147,1902 TOWNHOUSE,Turisme d'interior,Allotjaments,,31/07/2017,Alta,SÓLLER,Sóller,"Carrer SA MAR, 59. 07100 SÓLLER, Mallorca",,,12,5,ANNE KATARINA ROMELL (Y7942073A)  des de 06/02/2020,
TI/148,CAN RUBI,Turisme d'interior,Allotjaments,,21/07/2017,Alta,PALMA,Palma,"Carrer RUBI, 2. 07002 PALMA, Mallorca",,,22,8,CAN RUBI APARTMENTS SL (B57111726)  des de 30/01/2019,
TI/149,BANCO DE FELANITX GUESS HOUSE,Turisme d'interior,Allotjaments,,17/07/2017,Alta,FELANITX,Felanitx,"SA PLAÇA, 11. 07200 FELANITX, Mallorca",,,10,3,GONZALEZ GALLEGO CARMEN,
TI/15,SON SANT JORDI,Turisme d'interior,Allotjaments,4 estrelles,05/03/2002,Alta,POLLENÇA,Pollença,"Carrer SANT JORDI, 29. 07460 POLLENÇA, Mallorca","501,524.332091","4,414,367.07571",36,18,SOL SANT JORDI SL (B07876626),POINT (3.0178264160960495 39.879354821754134)
TI/151,BORNE SUITE,Turisme d'interior,Allotjaments,,29/09/2017,Alta,PALMA,Palma,"Passeig BORN, 1. 07012 PALMA, Mallorca",,,22,8,INVALSAPI SL (B07794381),
TI/152,SOLLEROOMS,Turisme d'interior,Allotjaments,,02/10/2017,Alta,SÓLLER,Sóller,"SANT BARTOMEU, 2. -, -",,,20,10,"J.D. AL CUBO 2009, S.L. (B57633489)",
TI/153,POC A POC SUITES,Turisme d'interior,Allotjaments,,14/08/2017,Alta,PALMA,Palma,"SOCORS, 18. 07002 PALMA, Mallorca",,,6,3,"FIVE TO ONE INVEST,SL (B16531048)",
TI/154,CONFRARIA SINGULAR SUITES,Turisme d'interior,Allotjaments,,02/10/2017,Alta,PALMA,Palma,"Carrer COFRADIA DE SANT MIQUEL, 8. 07002 PALMA, Mallorca",,,13,4,"INVERSIONES SUAROL,SL (B57959454)  des de 01/06/2020",
TI/155,CASA CAIMARI,Turisme d'interior,Allotjaments,,02/10/2017,Alta,SELVA,Caimari,"NOSTRA SENYORA DE LLUC, 73. 07314 Caimari, SELVA, Mallorca",,,8,4,MARIA ROSA ANDRADE ESPINOZA,
TI/16,Palacio Sant Salvador,Turisme d'interior,Allotjaments,,26/03/2002,Alta,ARTÀ,Artà,"Carrer CASTELLET, 7. 07570 ARTÀ, Mallorca","530,125.696553","4,394,066.09306",16,8,ESTRELLA FUGAZ SL (B07942576),POINT (3.3513723828246045 39.695910011558354)
TI/161,MOLL PETIT,Turisme d'interior,Allotjaments,,04/10/2017,Alta,SANTA MARGALIDA,Can Picafort,"ISABEL GARAU, 72. 07458 Can Picafort, SANTA MARGALIDA, Mallorca",,,16,5,ES COLOMER DE LA VILA SLU (B57327967),
TI/162,MAR SUITES,Turisme d'interior,Allotjaments,,29/09/2017,Alta,PALMA,Palma,"MAR, 11. 07012 PALMA, Mallorca",,,16,4,HERMANOS POMAR PERELLO CB (E57180366),
TI/166,GALILEO,Turisme d'interior,Allotjaments,,04/10/2017,Alta,COSTITX,Costitx,"DE LA MARE DE DÉU, CANTONADA C/ PORTELLADA, 12. 07144 COSTITX, Mallorca",,,8,4,Mª ISABEL FERRER MARTI,
TI/168,CASA DELMONTE,Turisme d'interior,Allotjaments,,04/10/2017,Alta,PALMA,Palma,"TERESES, 6. 07003 PALMA, Mallorca",,,16,8,MIGUEL ANGEL REBASA LLADO,
TI/170,HOSTALS,Turisme d'interior,Allotjaments,,29/09/2017,Alta,PALMA,Palma,"Carrer HOSTALS, 4. 07002 PALMA, Mallorca",,,10,4,MARIA DE LOS ANGELES LOPEZ CALDERON,
TI/173,SA CREU NOVA,Turisme d'interior,Allotjaments,,29/09/2017,Alta,CAMPOS,Campos,"Carrer NOU, 10. 07630 CAMPOS, Mallorca",,,34,17,R.E. CAMPOS INV S.L. (B65740581),
TI/175,CENTRAL MARIA,Turisme d'interior,Allotjaments,,29/09/2017,Alta,MARIA DE LA SALUT,Maria De La Salut,"Plaça DEL POU, 6. 07519 MARIA DE LA SALUT, Mallorca",,,18,9,"CAMINA I NO TURIS,S.L. (B57053902)  des de 09/05/2019",
TI/176,CAN SOLE,Turisme d'interior,Allotjaments,,28/02/2018,Baixa temporal,SANTA EUGÈNIA,Santa Eugènia,"Carrer ESGLESIA, 6. 07142 SANTA EUGÈNIA, Mallorca",,,8,4,"CAN SOLE TURISMO INTERIOR, SL (B16590903)  des de 24/09/2018",
TI/178,CAN SERRETE,Turisme d'interior,Allotjaments,,12/04/2018,Alta,SINEU,Sineu,"DELS BOUS, 71. 07510 SINEU, Mallorca",,,16,8,"AMGUI RADIX,SL (B16503856)",
TI/179,ECOCIRER,Turisme d'interior,Allotjaments,,13/04/2018,Alta,SÓLLER,Sóller,"REAL, 15. 07100 SÓLLER, Mallorca",,,12,6,"UNION CONCEPT,SLU (B16506347)",
TI/18,SANT JAUME,Turisme d'interior,Allotjaments,,05/06/2002,Alta,ALCÚDIA,Alcúdia,"SANT JAUME, 6. 07400 ALCÚDIA, Mallorca","510,403.415154","4,411,370.21389",12,6,TRUYOLINO SL (B57007031),POINT (3.1216157095487906 39.85229068214998)
TI/181,CREAMHOMES LAS RAMBLAS,Turisme d'interior,Allotjaments,,18/06/2018,Alta,PALMA,Palma,"Carrer Horts, 10. 07003 PALMA, Mallorca",,,12,3,Miguel  San Segundo Escudero des de 18/06/2018,
TI/182,FIL SUITES,Turisme d'interior,Allotjaments,,25/06/2018,Alta,PALMA,Palma,"Carrer FERRERIA, 12. 07002 PALMA, Mallorca","470,348.8041000003","4,380,193.157",67,32,"SHEDIR MALLORCA, SL (B57717738)  des de 25/06/2018",POINT (2.6547837512631602 39.57092856339978)
TI/183,CAN PERA ROOMS,Turisme d'interior,Allotjaments,,10/08/2018,Alta,FORNALUTX,Fornalutx,"Carrer Joan Coll, 1. 07109 FORNALUTX, Mallorca",,,10,5,ANDRES BARCELO VICENS des de 10/08/2018,
TI/184,ANGELS BOUTIQUE,Turisme d'interior,Allotjaments,,30/08/2018,Alta,SELVA,Selva,"Carrer ANGELS, 22. 07313 SELVA, Mallorca",,,16,8,"RESPIR HOTELS, SL (B72400302)  des de 25/01/2023",
TI/185,PETIT SANT MIQUEL,Turisme d'interior,Allotjaments,,27/07/2018,Alta,SANTANYÍ,Calonge,"Carrer Isaac Albéniz, 4. 07669 Calonge, SANTANYÍ, Mallorca",,,18,9,"INSAIMART,SL (B57987190)  des de 27/07/2018",
TI/186,"CA SA TIETA, TURISME D'INTERIOR",Turisme d'interior,Allotjaments,3 estrelles Superior,07/08/2018,Alta,ALARÓ,Alaró,"Carrer Can Barbut, 2. 07340 ALARÓ, Mallorca",,,18,10,"CA SA TIETA,SL (B16590150)  des de 07/08/2018",
TI/187,S'HERENCIA,Turisme d'interior,Allotjaments,,07/11/2018,Alta,PORRERES,Porreres,"Carrer Almoina , 48. 07260 PORRERES, Mallorca",,,18,9,Jaume Mulet Melia des de 07/11/2018,
TI/188,SON GRIS,Turisme d'interior,Allotjaments,,26/09/2018,Alta,SELVA,Selva,"Carrer Son Morro, 32. 07313 SELVA, Mallorca",,,16,7,"LOOK BARCELONA ROOMS & APARTAMENTS, SL (B66506718)  des de 26/09/2018",
TI/189,ES PICAROL SINEU,Turisme d'interior,Allotjaments,,19/11/2018,Alta,SINEU,Sineu,"Carrer DELS BOUS, 103. 07510 SINEU, Mallorca",,,10,5,"HOTEL PICAROL SINEU,SL (B57872954)  des de 19/11/2018",
TI/19,NORD,Turisme d'interior,Allotjaments,,31/07/2002,Alta,ESTELLENCS,Estellencs,"DES TRIQUET, 4. 07192 ESTELLENCS, Mallorca","455,457.340724","4,389,439.37455",16,8,TURISME D'INTERIOR NORD CB (E07984073),POINT (2.480792379949201 39.653593005231194)
TI/190,MARTON TURISME INTERIOR,Turisme d'interior,Allotjaments,,07/12/2018,Alta,VALLDEMOSSA,Valldemossa,"Carrer REI SANÇ, 7. 07170 VALLDEMOSSA, Mallorca","467,634.57579999976","4,395,690.293099999",12,6,Formula Balear SA (A07605207)  des de 07/12/2018,POINT (2.6224252223366893 39.71046218209733)
TI/192,SOLLER PLAZA,Turisme d'interior,Allotjaments,,05/02/2019,Alta,SÓLLER,Sóller,"Carrer DE VICARI PASTOR, 4. 07100 SÓLLER, Mallorca","475,528.5784","4,401,841.2029",42,21,"GESTION TURISTICA BALEAR,SL (B16605610)  des de 05/02/2019",POINT (2.7142865935266727 39.76614543298688)
TI/193,CA N'ALEXANDRE,Turisme d'interior,Allotjaments,4 estrelles,22/03/2019,Alta,PALMA,Palma,"Plaça ALEXANDRE JAUME, 8 lletra A. 07002 PALMA, Mallorca","470,408.9489000002","4,380,377.253900001",46,23,CAN VERDAL SL (B57953127)  des de 22/03/2019,POINT (2.6554757693448385 39.572589410844)
TI/194,ARA ALCUDIA,Turisme d'interior,Allotjaments,,15/04/2019,Alta,ALCÚDIA,Alcúdia,"Carrer SANT VICENÇ, 8. 07400 ALCÚDIA, Mallorca","510,464.7999999998","4,411,439.890000001",19,10,SANVIVUIT SL (B16502072)  des de 15/04/2019,POINT (3.1223344100399246 39.852917710237364)
TI/195,VILA DAMUNT,Turisme d'interior,Allotjaments,,16/04/2019,Alta,PALMA,Palma,"Plaça de La Seu, 1. 07001 PALMA, Mallorca",,,16,7,VALGUA SL (B85490738)  des de 16/04/2019,
TI/196,CENTRE,Turisme d'interior,Allotjaments,,29/04/2019,Alta,ARTÀ,Artà,"Carrer Centre, 2. 07570 ARTÀ, Mallorca",,,12,6,AMORÓS CERDÀ S.L. (B57733461)  des de 29/04/2019,
TI/197,SERRA 5,Turisme d'interior,Allotjaments,,17/07/2017,Alta,SÓLLER,Sóller,"Carrer DE SERRA, 5. 07100 SÓLLER, Mallorca","475,641.84130000044","4,401,917.6274999995",8,4,CONSTRUCCIONES AGRICOLES DEL RAIGUER SL (B57803389)  des de 17/07/2017,POINT (2.715606133740314 39.76683727051058)
TI/198,LLUNA AQUA  SOLLER,Turisme d'interior,Allotjaments,,12/04/2019,Alta,SÓLLER,Sóller,"Carrer Lluna, 21. 07100 SÓLLER, Mallorca",,,28,14,"BRONDO 4 LIFESTYLE MALLORCA, SL (B57747131)  des de 12/04/2019",
TI/199,CASAL DE PETRA ROOMS & POOL,Turisme d'interior,Allotjaments,,21/06/2019,Alta,PETRA,Petra,"Carrer Manacor, 63. 07520 PETRA, Mallorca",,,29,16,CASAL DE CIUTADELLA SLU (B57990095)  des de 21/06/2019,
TI/2,SA PLAÇA,Turisme d'interior,Allotjaments,,22/04/1997,Alta,PETRA,Petra,"Plaça RAMON LLULL, 4. 07520 PETRA, Mallorca","509,670.30924","4,384,960.17587",6,3,JFR HOTELS SL (B07020373)  des de 28/05/2021,POINT (3.112657700713339 39.61433960127117)
TI/20,SON CLEDA,Turisme d'interior,Allotjaments,,17/09/2002,Alta,SINEU,Sineu,"DEL FOSSAR, 7. 07510 SINEU, Mallorca","501,001.735007","4,388,129.74339",16,8,"TECNOCONSTRUART 68, SL (B57623969)",POINT (3.0116748769868096 39.64295264667394)
TI/200,VINTAGE PALMA PALACE,Turisme d'interior,Allotjaments,,04/07/2019,Alta,PALMA,Palma,"Carrer Campana, 7. 07001 PALMA, Mallorca",,,12,6,"HOTEL CAMPANA, SL (B16586919)  des de 27/01/2020",
TI/201,PALACIO CAN MARQUES,Turisme d'interior,Allotjaments,5 estrelles,10/09/2018,Alta,PALMA,Palma,"Carrer APUNTADORS, 15. 07012 PALMA, Mallorca",,,32,13,POINT SOUTH HOTELS SL (B07823636)  des de 19/05/2021,
TI/202,Antiguo Brondo,Turisme d'interior,Allotjaments,,01/01/1956,Alta,PALMA,Palma,"Carrer CAN BRONDO, 1. 07001 PALMA, Mallorca","469,745.3071999997","4,380,207.363399999",20,10,SHOPING Y LAPICES 2014 SL (B57891566)  des de 25/06/2020,POINT (2.647756969469819 39.57103548359795)
