DATA_HI,PERÍODE_HI,NO_HI,NO2_HI,PM10_HI,TMP_HI,O3_HI
27/09/2020,15,,,3,,75
27/09/2020,16,,,3,,77
27/09/2020,17,,,3,,76
27/09/2020,18,,,3,,74
27/09/2020,19,,,7,,74
27/09/2020,20,,,3,,75
27/09/2020,21,,,3,,68
27/09/2020,22,,,3,,68
27/09/2020,23,,,3,,68
27/09/2020,24,,,3,,69
28/09/2020,1,,,3,,69
28/09/2020,2,,,6,,69
28/09/2020,3,,,6,,67
28/09/2020,4,,,7,,66
28/09/2020,5,,,10,,65
28/09/2020,6,,,6,,62
28/09/2020,7,,,6,,59
28/09/2020,8,,,3,,59
28/09/2020,9,,,6,,62
28/09/2020,10,,,10,,65
28/09/2020,11,,,3,,70
28/09/2020,12,,,3,,73
28/09/2020,13,,,3,,71
28/09/2020,14,,,3,,74
28/09/2020,15,,,3,,78
28/09/2020,16,,,3,,77
28/09/2020,17,,,3,,80
28/09/2020,18,,,3,,82
28/09/2020,19,,,3,,71
28/09/2020,20,,,3,,50
28/09/2020,21,,,3,,48
28/09/2020,22,,,6,,38
28/09/2020,23,,,8,,35
28/09/2020,24,,,3,,24
29/09/2020,1,,,3,,21
29/09/2020,2,,,3,,21
29/09/2020,3,,,3,,24
29/09/2020,4,,,3,,27
29/09/2020,5,,,3,,28
29/09/2020,6,,,3,,32
29/09/2020,7,,,3,,30
29/09/2020,8,,,10,,40
29/09/2020,9,,,12,,
29/09/2020,10,,,11,,40
29/09/2020,11,,,7,,45
29/09/2020,12,,,3,,46
29/09/2020,13,,,3,,49
29/09/2020,14,,,3,,52
29/09/2020,15,,,3,,46
29/09/2020,16,,,3,,49
29/09/2020,17,,,9,,51
29/09/2020,18,,,8,,54
29/09/2020,19,,,10,,49
29/09/2020,20,,,17,,34
29/09/2020,21,,,8,,33
29/09/2020,22,,,10,,30
29/09/2020,23,,,9,,29
29/09/2020,24,,,7,,29
30/09/2020,1,,,6,,30
30/09/2020,2,,,3,,31
30/09/2020,3,,,8,,30
30/09/2020,4,,,8,,30
30/09/2020,5,,,3,,26
30/09/2020,6,,,6,,12
30/09/2020,7,,,12,,10
30/09/2020,8,,,10,,38
30/09/2020,9,,,11,,59
30/09/2020,10,,,11,,59
30/09/2020,11,,,11,,37
30/09/2020,12,,,13,,36
30/09/2020,13,,,6,,39
30/09/2020,14,,,3,,48
30/09/2020,15,,,3,,57
30/09/2020,16,,,3,,61
30/09/2020,17,,,7,,48
30/09/2020,18,,,7,,58
30/09/2020,19,,,9,,54
30/09/2020,20,,,14,,39
30/09/2020,21,,,9,,50
30/09/2020,22,,,7,,48
30/09/2020,23,,,7,,57
30/09/2020,24,,,3,,41
01/10/2020,1,1,3,3,,51
01/10/2020,2,1,4,3,,61
01/10/2020,3,1,7,3,,58
01/10/2020,4,1,7,7,,58
01/10/2020,5,1,10,9,,49
01/10/2020,6,1,10,17,,45
01/10/2020,7,1.7,13,19,,46
01/10/2020,8,1,11,11,,49
01/10/2020,9,1,11,18,,45
01/10/2020,10,1,8,3,,46
01/10/2020,11,1,7,3,,48
01/10/2020,12,1,6,3,,52
01/10/2020,13,1,5,7,,55
01/10/2020,14,1,5,8,,55
01/10/2020,15,1,6,11,,56
01/10/2020,16,1,6,15,,65
01/10/2020,17,1,6,22,,71
01/10/2020,18,1,7,15,,75
01/10/2020,19,1,8,20,,63
01/10/2020,20,1.6,5,27,,50
01/10/2020,21,1,5,17,,53
01/10/2020,22,1,3,26,,60
01/10/2020,23,1.5,2,30,,56
01/10/2020,24,3.3,3,12,,56
02/10/2020,1,1,3,28,,62
02/10/2020,2,2.9,2,19,,65
02/10/2020,3,2.9,3,33,,66
02/10/2020,4,2.1,2,24,,70
02/10/2020,5,1,4,48,,72
02/10/2020,6,3.4,6,33,,65
02/10/2020,7,1,7,37,,60
02/10/2020,8,1.7,8,32,,51
02/10/2020,9,1,8,19,,48
02/10/2020,10,1,9,29,,55
02/10/2020,11,1,9,24,,56
02/10/2020,12,1,7,34,,58
02/10/2020,13,1,5,53,,55
02/10/2020,14,1,5,46,,48
02/10/2020,15,1,6,35,,48
02/10/2020,16,1,6,24,,51
02/10/2020,17,1,5,47,,52
02/10/2020,18,1.8,2,31,,39
02/10/2020,19,1,2,3,,49
02/10/2020,20,1,2,3,,54
02/10/2020,21,1,2,3,,51
02/10/2020,22,1,2,3,,52
02/10/2020,23,1,2,3,,62
02/10/2020,24,1,2,8,,47
03/10/2020,1,1,2,,,48
03/10/2020,2,1,2,,,42
03/10/2020,3,1,2,,,45
03/10/2020,4,1,2,,,44
03/10/2020,5,1,2,,,50
03/10/2020,6,1,3,,,41
03/10/2020,7,1,6,,,36
03/10/2020,8,1,4,,,35
03/10/2020,9,1,2,,,39
03/10/2020,10,1,2,,,47
03/10/2020,11,1,2,,,43
03/10/2020,12,1,2,,,49
03/10/2020,13,1.5,2,,,52
03/10/2020,14,1,2,,,57
03/10/2020,15,1,2,,,58
03/10/2020,16,1,2,,,59
03/10/2020,17,1.3,2,,,57
03/10/2020,18,1,2,,,53
03/10/2020,19,1.3,2,,,48
03/10/2020,20,1,2,,,44
03/10/2020,21,1,2,,,45
03/10/2020,22,1,2,,,43
03/10/2020,23,1,2,,,42
03/10/2020,24,1,2,,,49
04/10/2020,1,1,2,,,58
04/10/2020,2,1,2,,,55
04/10/2020,3,1,2,,,49
04/10/2020,4,1,2,,,51
04/10/2020,5,1,2,,,51
04/10/2020,6,1,2,,,47
04/10/2020,7,1,2,,,45
04/10/2020,8,1,2,,,49
04/10/2020,9,1,4,,,49
04/10/2020,10,1,3,,,50
04/10/2020,11,1,2,,,56
04/10/2020,12,1,2,,,60
04/10/2020,13,1,2,,,65
04/10/2020,14,1,2,,,63
04/10/2020,15,1,2,,,63
04/10/2020,16,1,2,,,66
04/10/2020,17,1,2,,,63
04/10/2020,18,1,2,,,55
04/10/2020,19,1,2,,,50
04/10/2020,20,1,2,,,52
04/10/2020,21,1,2,,,50
04/10/2020,22,1,3,,,58
04/10/2020,23,1,4,,,44
04/10/2020,24,1,2,,,35
05/10/2020,1,1,3,,,41
05/10/2020,2,1,2,,,46
05/10/2020,3,1,2,,,46
05/10/2020,4,1,2,,,48
05/10/2020,5,1,5,,,42
05/10/2020,6,1,10,,,39
05/10/2020,7,1,8,,,41
05/10/2020,8,1,6,,,38
05/10/2020,9,1,6,,,39
05/10/2020,10,1,6,,,40
05/10/2020,11,1,5,,,41
05/10/2020,12,1,5,,,44
05/10/2020,13,1,5,,,47
05/10/2020,14,1,2,,,44
05/10/2020,15,1,3,,,45
05/10/2020,16,1,6,,,48
05/10/2020,17,1,5,,,52
05/10/2020,18,1,6,,,49
05/10/2020,19,1,10,,,34
05/10/2020,20,1,10,,,27
05/10/2020,21,1,7,,,25
05/10/2020,22,1,7,,,25
05/10/2020,23,1,6,,,23
05/10/2020,24,1,5,,,21
06/10/2020,1,1,5,3,,20
06/10/2020,2,1,2,3,,21
06/10/2020,3,1.9,8,3,,16
06/10/2020,4,1,8,3,,16
06/10/2020,5,2.4,7,3,,15
06/10/2020,6,10.1,11,3,,8
06/10/2020,7,18.7,16,3,,17
06/10/2020,8,2.4,25,3,,25
06/10/2020,9,1,16,3,,31
06/10/2020,10,1,11,3,,37
06/10/2020,11,1,9,3,,38
06/10/2020,12,1,7,3,,47
06/10/2020,13,1,6,3,,53
06/10/2020,14,1,6,3,,49
06/10/2020,15,1,6,7,,51
06/10/2020,16,1,6,10,,61
06/10/2020,17,1,7,9,,73
06/10/2020,18,1,11,3,,59
06/10/2020,19,1,15,9,,36
06/10/2020,20,1,16,13,,25
06/10/2020,21,1,13,18,,48
06/10/2020,22,1,8,9,,56
06/10/2020,23,1,5,8,,59
06/10/2020,24,1,6,9,,56
07/10/2020,1,1,6,3,,47
07/10/2020,2,1,3,3,,42
07/10/2020,3,1,3,9,,43
07/10/2020,4,1,4,24,,41
07/10/2020,5,1,3,23,,38
07/10/2020,6,1,8,14,,36
07/10/2020,7,1.3,14,28,,36
07/10/2020,8,1,14,20,,32
07/10/2020,9,1,12,16,,37
07/10/2020,10,1,8,15,,45
07/10/2020,11,1,7,18,,49
07/10/2020,12,1,8,23,,34
07/10/2020,13,1,4,3,,36
07/10/2020,14,1,6,8,,40
07/10/2020,15,1,4,18,,43
07/10/2020,16,1,5,18,,43
07/10/2020,17,1,6,22,,44
07/10/2020,18,1,6,23,,46
07/10/2020,19,1,5,33,,47
07/10/2020,20,1,3,30,,42
07/10/2020,21,1,2,24,,43
07/10/2020,22,1,2,39,,42
07/10/2020,23,1,2,28,,42
07/10/2020,24,1,2,20,,43
08/10/2020,1,1,2,25,,43
08/10/2020,2,1,2,10,,43
08/10/2020,3,1,2,23,,42
08/10/2020,4,1,3,21,,44
08/10/2020,5,1,4,31,,42
08/10/2020,6,1,7,29,,39
08/10/2020,7,1,10,25,,36
08/10/2020,8,1,13,29,,38
08/10/2020,9,1,13,17,,41
08/10/2020,10,1,11,27,,46
08/10/2020,11,1,13,8,,47
08/10/2020,12,1,12,7,,47
08/10/2020,13,1,8,8,,51
08/10/2020,14,1,7,11,,52
08/10/2020,15,1,8,10,,53
08/10/2020,16,1,8,7,,51
08/10/2020,17,1,8,9,,50
08/10/2020,18,1,9,13,,43
08/10/2020,19,1,13,18,,27
08/10/2020,20,1,13,18,,12
08/10/2020,21,1,10,19,,16
08/10/2020,22,1,8,,,20
08/10/2020,23,1,6,3,,20
08/10/2020,24,1,5,6,,20
09/10/2020,1,1,4,8,,18
09/10/2020,2,1,4,11,,18
09/10/2020,3,1,5,9,,20
09/10/2020,4,1,5,7,,24
09/10/2020,5,1,7,11,,17
09/10/2020,6,7.2,9,8,,5
09/10/2020,7,19.4,9,9,,15
09/10/2020,8,12.8,13,24,,34
09/10/2020,9,5,19,17,,43
09/10/2020,10,1,15,11,,49
09/10/2020,11,1,12,12,,34
09/10/2020,12,1,8,11,,42
09/10/2020,13,1,6,9,,47
09/10/2020,14,1,6,9,,53
09/10/2020,15,1,7,16,,56
09/10/2020,16,1,8,3,,57
09/10/2020,17,1,10,3,,55
09/10/2020,18,1,13,9,,45
09/10/2020,19,2.3,12,20,,34
09/10/2020,20,2.9,12,25,,25
09/10/2020,21,3.3,12,15,,18
09/10/2020,22,4,10,8,,18
09/10/2020,23,2.5,8,7,,17
09/10/2020,24,1,7,6,,17
10/10/2020,1,1,6,3,,13
10/10/2020,2,1,6,3,,15
10/10/2020,3,1,6,3,,14
10/10/2020,4,1,7,3,,16
10/10/2020,5,1,7,3,,15
10/10/2020,6,1,8,3,,11
10/10/2020,7,2.2,8,6,,14
10/10/2020,8,4.1,9,10,,35
10/10/2020,9,1,11,11,,48
10/10/2020,10,1,10,11,,48
10/10/2020,11,1,9,3,,48
10/10/2020,12,1,9,3,,51
10/10/2020,13,1,8,7,,47
10/10/2020,14,1,6,3,,48
10/10/2020,15,1,6,3,,48
10/10/2020,16,1,7,3,,46
10/10/2020,17,1,6,3,,46
10/10/2020,18,1,5,3,,41
10/10/2020,19,1,6,12,,36
10/10/2020,20,1,5,10,,35
10/10/2020,21,1,3,7,,35
10/10/2020,22,1,3,10,,42
10/10/2020,23,1,3,12,,39
10/10/2020,24,1,2,12,,41
11/10/2020,1,1,2,11,,40
11/10/2020,2,1,2,12,,40
11/10/2020,3,1,2,11,,40
11/10/2020,4,1,3,7,,43
11/10/2020,5,1,2,8,,37
11/10/2020,6,1,2,7,,40
11/10/2020,7,1,2,3,,38
11/10/2020,8,1,2,10,,37
11/10/2020,9,1,2,11,,36
11/10/2020,10,1,2,9,,38
11/10/2020,11,1,3,10,,40
11/10/2020,12,1,3,6,,37
11/10/2020,13,1,3,7,,38
11/10/2020,14,1,2,3,,40
11/10/2020,15,1,3,18,,43
11/10/2020,16,1,3,3,,42
11/10/2020,17,1,4,3,,46
11/10/2020,18,1,2,3,,45
11/10/2020,19,1,2,3,,57
11/10/2020,20,1,4,3,,56
11/10/2020,21,1,5,10,,54
11/10/2020,22,1,5,9,,55
11/10/2020,23,1,3,10,,55
11/10/2020,24,1,2,8,,54
12/10/2020,1,1,2,6,,44
12/10/2020,2,1,2,3,,39
12/10/2020,3,1,3,3,,37
12/10/2020,4,1,2,3,,36
12/10/2020,5,1,2,3,,39
12/10/2020,6,1,2,3,,42
12/10/2020,7,1,2,3,,41
12/10/2020,8,1,2,3,,43
12/10/2020,9,1,2,3,,42
12/10/2020,10,1,2,3,,43
12/10/2020,11,1,2,3,,42
12/10/2020,12,1,2,17,,46
12/10/2020,13,1,2,3,,51
12/10/2020,14,1,2,3,,59
12/10/2020,15,1,2,3,,59
12/10/2020,16,1,2,3,,61
12/10/2020,17,1,4,3,,62
12/10/2020,18,1,9,3,,56
12/10/2020,19,1,6,3,,62
12/10/2020,20,1,5,3,,61
12/10/2020,21,1,5,3,,49
12/10/2020,22,1,5,3,,43
12/10/2020,23,1,5,3,,39
12/10/2020,24,1,7,3,,42
13/10/2020,1,1,7,3,,34
13/10/2020,2,1.5,7,6,,34
13/10/2020,3,1.3,12,3,,40
13/10/2020,4,1,9,3,,38
13/10/2020,5,1,13,3,,36
13/10/2020,6,1,12,3,,49
13/10/2020,7,1,13,3,,37
13/10/2020,8,1,11,3,,37
13/10/2020,9,1,10,3,,41
13/10/2020,10,1,7,3,,46
13/10/2020,11,1,3,3,,51
13/10/2020,12,1,5,3,,57
13/10/2020,13,1,5,3,,59
13/10/2020,14,1,6,3,,59
13/10/2020,15,1,8,3,,54
13/10/2020,16,1,6,3,,53
13/10/2020,17,1,6,6,,43
13/10/2020,18,1,6,3,,50
13/10/2020,19,1,8,3,,43
13/10/2020,20,1,12,3,,22
13/10/2020,21,1,10,3,,28
13/10/2020,22,1,9,3,,32
13/10/2020,23,1,8,3,,36
13/10/2020,24,1,6,3,,44
14/10/2020,1,1,5,3,,39
14/10/2020,2,1.3,5,6,,30
14/10/2020,3,1,6,3,,28
14/10/2020,4,1,7,3,,22
14/10/2020,5,1,7,3,,33
14/10/2020,6,14,16,3,,27
14/10/2020,7,3.8,25,6,,36
14/10/2020,8,2.2,16,13,,33
14/10/2020,9,1,6,7,,50
14/10/2020,10,1,6,3,,49
14/10/2020,11,1,7,3,,47
14/10/2020,12,1,7,3,,47
14/10/2020,13,1,6,3,,48
14/10/2020,14,1,7,3,,47
14/10/2020,15,1,8,3,,44
14/10/2020,16,1,7,3,,47
14/10/2020,17,1.7,26,3,,42
14/10/2020,18,1,23,3,,41
14/10/2020,19,1,13,3,,46
14/10/2020,20,1,11,6,,37
14/10/2020,21,1,12,3,,33
14/10/2020,22,1,4,3,,49
14/10/2020,23,1,2,3,,52
14/10/2020,24,1,2,3,,48
15/10/2020,1,1,2,,,58
15/10/2020,2,1,2,,,45
15/10/2020,3,1,2,,,44
15/10/2020,4,1,4,,,45
15/10/2020,5,1.4,8,,,20
15/10/2020,6,12.8,18,,,5
15/10/2020,7,59.5,7,,,2
15/10/2020,8,,,,,
15/10/2020,9,,,,,
15/10/2020,10,1,11,,,41
15/10/2020,11,1,9,,,39
15/10/2020,12,1,11,,,41
15/10/2020,13,1,9,,,48
15/10/2020,14,1,7,,,47
15/10/2020,15,1,6,,,44
15/10/2020,16,1,3,,,53
15/10/2020,17,1,3,,,54
15/10/2020,18,1,2,,,56
15/10/2020,19,1,5,,,56
15/10/2020,20,1,7,,,49
15/10/2020,21,1,5,,,42
15/10/2020,22,1,3,,,39
15/10/2020,23,1,4,,,41
15/10/2020,24,1,3,,,47
16/10/2020,1,1,2,3,,54
16/10/2020,2,1,2,3,,47
16/10/2020,3,1,4,3,,45
16/10/2020,4,1,6,3,,36
16/10/2020,5,2.6,7,3,,16
16/10/2020,6,17,17,3,,4
16/10/2020,7,29.9,12,3,,7
16/10/2020,8,25.2,16,3,,14
16/10/2020,9,19.4,16,6,,23
16/10/2020,10,7.3,20,12,,36
16/10/2020,11,1,17,12,,41
16/10/2020,12,1.3,11,43,,44
16/10/2020,13,1,12,6,,43
16/10/2020,14,1,9,3,,43
16/10/2020,15,1,6,3,,47
16/10/2020,16,1,7,3,,48
16/10/2020,17,1,7,3,,45
16/10/2020,18,1,8,3,,42
16/10/2020,19,1,8,3,,34
16/10/2020,20,1,7,3,,34
16/10/2020,21,1,4,3,,33
16/10/2020,22,1,4,3,,31
16/10/2020,23,1,2,3,,33
16/10/2020,24,1,2,3,,35
17/10/2020,1,1,2,3,,39
17/10/2020,2,1,2,3,,42
17/10/2020,3,1,3,3,,42
17/10/2020,4,1,2,,,44
17/10/2020,5,1,3,3,,39
17/10/2020,6,1.8,7,3,,36
17/10/2020,7,1,10,3,,52
17/10/2020,8,1,10,3,,49
17/10/2020,9,1,8,3,,49
17/10/2020,10,1,8,3,,55
17/10/2020,11,1,7,3,,58
17/10/2020,12,1,6,3,,66
17/10/2020,13,1,4,3,,59
17/10/2020,14,1,3,3,,66
17/10/2020,15,1,3,3,,69
17/10/2020,16,1,2,3,,73
17/10/2020,17,1,4,3,,74
17/10/2020,18,1,10,3,,56
17/10/2020,19,2.2,18,10,,24
17/10/2020,20,1,27,11,,21
17/10/2020,21,1,21,10,,23
17/10/2020,22,1,11,8,,31
17/10/2020,23,1,8,6,,32
17/10/2020,24,1,6,3,,31
18/10/2020,1,1,5,,,29
18/10/2020,2,1,3,,,27
18/10/2020,3,1,2,,,26
18/10/2020,4,1,4,,,28
18/10/2020,5,1,5,,,32
18/10/2020,6,1,6,,,32
18/10/2020,7,1.3,11,,,21
18/10/2020,8,1,14,,,28
18/10/2020,9,1,12,,,62
18/10/2020,10,1,9,,,66
18/10/2020,11,1,7,,,68
18/10/2020,12,1,6,,,65
18/10/2020,13,1,5,,,69
18/10/2020,14,1,5,,,69
18/10/2020,15,1,5,,,69
18/10/2020,16,1,5,,,64
18/10/2020,17,1,7,,,55
18/10/2020,18,1,10,,,43
18/10/2020,19,1,12,,,41
18/10/2020,20,1,11,,,54
18/10/2020,21,1,8,,,48
18/10/2020,22,1,6,,,33
18/10/2020,23,1,5,,,33
18/10/2020,24,1,5,,,29
19/10/2020,1,1,3,,,26
19/10/2020,2,1,3,,,34
19/10/2020,3,1.4,5,,,38
19/10/2020,4,1,6,,,38
19/10/2020,5,1,7,,,37
19/10/2020,6,4.2,16,,,22
19/10/2020,7,15.7,32,,,18
19/10/2020,8,20.5,35,,,33
19/10/2020,9,6,32,,,51
19/10/2020,10,1,22,,,62
19/10/2020,11,1,12,,,66
19/10/2020,12,1,8,,,70
19/10/2020,13,1,5,,,71
19/10/2020,14,1,5,,,71
19/10/2020,15,1,8,,,70
19/10/2020,16,1,6,,,68
19/10/2020,17,1,7,,,67
19/10/2020,18,1,8,,,64
19/10/2020,19,1,7,,,64
19/10/2020,20,1,7,,,62
19/10/2020,21,1,7,,,44
19/10/2020,22,1,6,,,43
19/10/2020,23,1,5,,,45
19/10/2020,24,1,4,,,44
20/10/2020,1,1,3,3,,45
20/10/2020,2,1,3,3,,49
20/10/2020,3,1.7,4,3,,43
20/10/2020,4,1,6,7,,40
20/10/2020,5,1,6,3,,40
20/10/2020,6,1,9,3,,40
20/10/2020,7,2.7,19,3,,35
20/10/2020,8,3.5,20,3,,53
20/10/2020,9,1.4,10,10,,77
20/10/2020,10,1,9,11,,60
20/10/2020,11,1,9,8,,57
20/10/2020,12,1,10,16,,63
20/10/2020,13,1,7,6,,68
20/10/2020,14,1,6,7,,68
20/10/2020,15,1,6,29,,68
20/10/2020,16,1,6,19,,67
20/10/2020,17,1,6,18,,63
20/10/2020,18,1,5,15,,61
20/10/2020,19,1.3,3,24,,60
20/10/2020,20,1.6,2,33,,58
20/10/2020,21,2,3,31,,54
20/10/2020,22,2.1,3,21,,54
20/10/2020,23,2.7,3,28,,54
20/10/2020,24,2.8,3,34,,49
21/10/2020,1,4.1,5,35,,52
21/10/2020,2,4.8,3,39,,54
21/10/2020,3,4.8,3,52,,51
21/10/2020,4,6,4,33,,49
21/10/2020,5,8.7,5,50,,50
21/10/2020,6,7.3,7,58,,40
21/10/2020,7,5.2,12,48,,42
21/10/2020,8,3,11,51,,42
21/10/2020,9,1.7,14,43,,51
21/10/2020,10,1,9,60,,56
21/10/2020,11,1,8,117,,56
21/10/2020,12,1,9,189,,61
21/10/2020,13,1,4,249,,64
21/10/2020,14,1,4,249,,67
21/10/2020,15,1,3,215,,69
21/10/2020,16,1,3,179,,68
21/10/2020,17,1,4,151,,68
21/10/2020,18,1.5,5,242,,68
21/10/2020,19,5.5,5,328,,69
21/10/2020,20,7.2,5,366,,72
21/10/2020,21,15.1,4,381,,68
21/10/2020,22,7.7,6,356,,64
21/10/2020,23,9.1,7,141,,63
21/10/2020,24,8.3,5,37,,64
22/10/2020,1,2.5,5,27,,63
22/10/2020,2,1.7,5,25,,64
22/10/2020,3,1.3,6,36,,64
22/10/2020,4,1,5,29,,67
22/10/2020,5,1,6,31,,63
22/10/2020,6,1,7,35,,55
22/10/2020,7,1.3,9,35,,54
22/10/2020,8,1,9,28,,52
22/10/2020,9,1,10,23,,58
22/10/2020,10,1,10,21,,60
22/10/2020,11,1,12,30,,62
22/10/2020,12,1,9,28,,65
22/10/2020,13,1,7,33,,68
22/10/2020,14,1,5,42,,69
22/10/2020,15,1,6,55,,73
22/10/2020,16,1,6,71,,70
22/10/2020,17,1,7,84,,66
22/10/2020,18,4.2,7,60,,60
22/10/2020,19,10.5,7,61,,63
22/10/2020,20,15.3,6,48,,64
22/10/2020,21,17.4,6,45,,63
22/10/2020,22,15.5,7,38,,65
22/10/2020,23,19.3,7,18,,58
22/10/2020,24,14.7,8,30,,46
23/10/2020,1,17.3,8,25,,47
23/10/2020,2,15.1,6,21,,49
23/10/2020,3,12.2,10,17,,43
23/10/2020,4,23.1,8,19,,39
23/10/2020,5,17.7,6,20,,41
23/10/2020,6,11.2,5,50,,40
23/10/2020,7,5,10,49,,25
23/10/2020,8,3.9,13,49,,30
23/10/2020,9,3.7,13,38,,24
23/10/2020,10,2.1,10,29,,30
23/10/2020,11,1.3,9,31,,37
23/10/2020,12,1,7,28,,43
23/10/2020,13,1,5,24,,54
23/10/2020,14,1,3,15,,53
23/10/2020,15,1,3,10,,50
23/10/2020,16,1,2,3,,49
23/10/2020,17,1,2,3,,47
23/10/2020,18,1,2,6,,48
23/10/2020,19,1,3,10,,51
23/10/2020,20,1,2,13,,53
23/10/2020,21,1,2,11,,56
23/10/2020,22,1,3,7,,51
23/10/2020,23,1,3,9,,48
23/10/2020,24,1,2,9,,47
24/10/2020,1,1,2,6,,47
24/10/2020,2,1,3,7,,55
24/10/2020,3,1,4,3,,56
24/10/2020,4,1,5,3,,24
24/10/2020,5,1,6,6,,28
24/10/2020,6,1,5,16,,45
24/10/2020,7,1,6,10,,33
24/10/2020,8,1,6,10,,37
24/10/2020,9,1,6,6,,48
24/10/2020,10,1,6,3,,57
24/10/2020,11,1,4,3,,52
24/10/2020,12,1,4,3,,54
24/10/2020,13,1,3,3,,53
24/10/2020,14,1,2,3,,58
24/10/2020,15,1,2,3,,60
24/10/2020,16,1,2,3,,56
24/10/2020,17,1,2,3,,56
24/10/2020,18,1,3,3,,59
24/10/2020,19,1,5,3,,56
24/10/2020,20,1,5,3,,46
24/10/2020,21,1,4,3,,47
24/10/2020,22,1,2,3,,50
24/10/2020,23,1,2,3,,55
24/10/2020,24,1,2,3,,55
25/10/2020,1,1,3,3,,54
25/10/2020,2,1,2,3,,63
25/10/2020,3,1,2,10,,61
25/10/2020,4,1,2,13,,58
25/10/2020,5,1,2,14,,55
25/10/2020,6,1,2,14,,54
25/10/2020,7,1,3,10,,51
25/10/2020,8,1,3,6,,46
25/10/2020,9,1,4,6,,42
25/10/2020,10,1,3,9,,46
25/10/2020,11,1,2,10,,49
25/10/2020,12,1,2,11,,53
25/10/2020,13,1,2,10,,54
25/10/2020,14,1,2,3,,59
25/10/2020,15,1,2,3,,59
25/10/2020,16,1,2,3,,61
25/10/2020,17,1,2,3,,59
25/10/2020,18,1,2,6,,61
25/10/2020,19,1,2,7,,55
25/10/2020,20,1,3,8,,62
25/10/2020,21,1,3,21,,62
25/10/2020,22,1,2,23,,67
25/10/2020,23,1,2,19,,60
25/10/2020,24,1,2,18,,59
26/10/2020,1,1,2,30,,64
26/10/2020,2,1,2,29,,59
26/10/2020,3,1,2,27,,65
26/10/2020,4,1,2,32,,56
26/10/2020,5,1,2,37,,46
26/10/2020,6,1,2,7,,42
26/10/2020,7,1,5,8,,40
26/10/2020,8,1,6,22,,42
26/10/2020,9,1,5,9,,47
26/10/2020,10,1,4,3,,49
26/10/2020,11,1,2,3,,48
26/10/2020,12,1,2,3,,51
26/10/2020,13,1,2,3,,51
26/10/2020,14,1,3,3,,56
26/10/2020,15,1,6,3,,50
26/10/2020,16,1,8,3,,54
26/10/2020,17,1,7,3,,42
26/10/2020,18,1.4,8,3,,48
26/10/2020,19,1,12,3,,32
26/10/2020,20,1,13,3,,26
26/10/2020,21,1,12,3,,17
26/10/2020,22,1,9,3,,28
26/10/2020,23,1,6,3,,34
26/10/2020,24,1,3,3,,41
27/10/2020,1,1,2,3,,46
27/10/2020,2,1,2,3,,48
27/10/2020,3,1,2,3,,50
27/10/2020,4,1,2,3,,52
27/10/2020,5,1,2,3,,50
27/10/2020,6,1,2,3,,51
27/10/2020,7,1,2,3,,48
27/10/2020,8,1,2,3,,46
27/10/2020,9,1,3,3,,46
27/10/2020,10,1.3,2,3,,48
27/10/2020,11,1,3,3,,49
27/10/2020,12,1,3,3,,51
27/10/2020,13,1,2,3,,52
27/10/2020,14,1,2,3,,55
27/10/2020,15,1.3,2,3,,55
27/10/2020,16,1,2,3,,56
27/10/2020,17,1,2,3,,58
27/10/2020,18,1,3,3,,57
27/10/2020,19,1,3,3,,57
27/10/2020,20,1,3,3,,57
27/10/2020,21,1,2,3,,56
27/10/2020,22,1,2,3,,58
27/10/2020,23,1,2,3,,45
27/10/2020,24,1,2,3,,34
28/10/2020,1,1,2,,,39
28/10/2020,2,1,2,,,21
28/10/2020,3,1,2,,,20
28/10/2020,4,1,2,,,18
28/10/2020,5,1,3,,,15
28/10/2020,6,1.9,7,,,13
28/10/2020,7,10.5,9,,,7
28/10/2020,8,26.8,11,,,11
28/10/2020,9,11.3,25,,,35
28/10/2020,10,1,21,,,46
28/10/2020,11,1,13,,,53
28/10/2020,12,1,9,,,57
28/10/2020,13,1,6,,,63
28/10/2020,14,1,4,,,65
28/10/2020,15,1,3,,,67
28/10/2020,16,1,6,,,64
28/10/2020,17,1,8,,,59
28/10/2020,18,1.9,17,,,27
28/10/2020,19,2.2,18,,,26
28/10/2020,20,1.3,15,,,26
28/10/2020,21,1,12,,,26
28/10/2020,22,1,9,,,32
28/10/2020,23,1,7,,,31
28/10/2020,24,1,6,,,25
29/10/2020,1,1,5,,,24
29/10/2020,2,1,4,,,40
29/10/2020,3,1,3,,,42
29/10/2020,4,1,4,,,39
29/10/2020,5,1,5,,,32
29/10/2020,6,1.5,4,,,30
29/10/2020,7,7.1,9,,,23
29/10/2020,8,13.6,14,,,28
29/10/2020,9,2.1,11,,,48
29/10/2020,10,2,8,,,56
29/10/2020,11,1,8,,,49
29/10/2020,12,1,8,,,45
29/10/2020,13,1,7,,,45
29/10/2020,14,1,4,,,50
29/10/2020,15,1,7,,,52
29/10/2020,16,1,7,,,48
29/10/2020,17,1,10,,,46
29/10/2020,18,1.5,17,,,24
29/10/2020,19,1.3,23,,,14
29/10/2020,20,2.5,20,,,8
29/10/2020,21,1.3,16,,,12
29/10/2020,22,1,12,,,9
29/10/2020,23,1,11,,,8
29/10/2020,24,1,7,,,10
30/10/2020,1,1,6,,,10
30/10/2020,2,1,5,,,11
30/10/2020,3,1,5,,,18
30/10/2020,4,1,5,,,11
30/10/2020,5,1,5,,,12
