DATA_HI,PERIODE_HI,SO2_HI,FL_SO2,NO_HI,FL_NO,NO2_HI,FL_NO2,PM10_HI,FL_PM10,VV_HI,FL_VV,DD_HI,FL_DD,TMP_HI,FL_TMP,O3_HI,FL_O3
26/02/2020,20,7,V,18.8,V,47,V,20,V,4.1,V,17,V,12.4,V,42,V
26/02/2020,21,2,V,1,V,11,V,24,V,2.5,V,30,V,12.3,V,69,V
26/02/2020,22,2,V,1,V,13,V,19,V,2.8,V,30,V,12.3,V,67,V
26/02/2020,23,2,V,2.5,V,16,V,24,V,3.4,V,27,V,12.8,V,64,V
26/02/2020,24,2,V,1,V,3,V,21,V,2.5,V,38,V,12.8,V,76,V
27/02/2020,1,2,V,1,V,3,V,19,V,2.5,V,44,V,12.9,V,77,V
27/02/2020,2,2,V,1,V,3,V,20,V,1.5,V,54,V,12.8,V,77,V
27/02/2020,3,2,V,1,V,3,V,12,V,0.6,V,62,V,12.3,V,73,V
27/02/2020,4,2,V,1,V,3,V,19,V,0.2,V,63,V,11.9,V,67,V
27/02/2020,5,2,V,1,V,3,V,14,V,0.8,V,125,V,11.9,V,63,V
27/02/2020,6,2,V,2.4,V,17,V,19,V,0.2,V,122,V,11.5,V,53,V
27/02/2020,7,2,V,7.4,V,42,V,20,V,0.3,V,123,V,11.8,V,28,V
27/02/2020,8,2,V,6.6,V,35,V,24,V,0.5,V,150,V,13.6,V,38,V
27/02/2020,9,2,V,2.2,V,12,V,22,V,1.3,V,189,V,14.8,V,67,V
27/02/2020,10,2,V,3.9,V,13,V,25,V,5.8,V,244,V,15.4,V,69,V
27/02/2020,11,2,V,4.3,V,10,V,17,V,8.1,V,255,V,15.9,V,68,V
27/02/2020,12,2,V,3.9,V,11,V,9,V,8.1,V,243,V,16,V,73,V
27/02/2020,13,2,V,2.6,V,9,V,15,V,6,V,237,V,16.1,V,77,V
27/02/2020,14,2,V,1,V,7,V,10,V,5.2,V,232,V,16.8,V,84,V
27/02/2020,15,2,V,1,V,7,V,15,V,6.8,V,233,V,16.9,V,86,V
27/02/2020,16,2,V,1,V,7,V,18,V,6.4,V,235,V,16.8,V,85,V
27/02/2020,17,2,V,1,V,10,V,19,V,3.7,V,226,V,16.5,V,81,V
27/02/2020,18,2,V,1,V,23,V,22,V,0.6,V,185,V,15.2,V,65,V
27/02/2020,19,2,V,1,V,20,V,28,V,0.7,V,203,V,14.1,V,65,V
27/02/2020,20,2,V,1,V,9,V,27,V,3.1,V,228,V,14.6,V,75,V
27/02/2020,21,2,V,1,V,11,V,24,V,3.4,V,235,V,14.6,V,73,V
27/02/2020,22,2,V,1,V,3,V,19,V,4.2,V,232,V,14.8,V,79,V
27/02/2020,23,2,V,1,V,3,V,22,V,3.4,V,221,V,14.8,V,83,V
27/02/2020,24,2,V,1,V,3,V,23,V,1.6,V,240,V,14.6,V,80,V
28/02/2020,1,2,V,1,V,3,V,18,V,2.6,V,212,V,14.9,V,73,V
28/02/2020,2,2,V,1,V,3,V,35,V,6.4,V,272,V,15.8,V,69,V
28/02/2020,3,2,V,1,V,3,V,60,V,3.6,V,277,V,15,V,67,V
28/02/2020,4,2,V,1,V,3,V,62,V,2.4,V,315,V,14.2,V,63,V
28/02/2020,5,5,V,12.3,V,30,V,59,V,5.4,V,9,V,14.2,V,47,V
28/02/2020,6,2,V,1,V,3,V,20,V,5.7,V,7,V,13.7,V,73,V
28/02/2020,7,2,V,1,V,6,V,23,V,6.6,V,92,V,13.7,V,69,V
28/02/2020,8,4,V,10.9,V,21,V,18,V,5.2,V,101,V,15,V,57,V
28/02/2020,9,9,V,28.4,V,30,V,25,V,5.6,V,33,V,15.3,V,52,V
28/02/2020,10,2,V,3.3,V,11,V,22,V,4.3,V,45,V,15.4,V,68,V
28/02/2020,11,2,V,7.8,V,13,V,21,V,4.9,V,114,V,15.9,V,67,V
28/02/2020,12,4,V,8.5,V,17,V,17,V,4.1,V,35,V,15.9,V,69,V
28/02/2020,13,11,V,25.4,V,33,V,18,V,5.1,V,29,V,15.8,V,55,V
28/02/2020,14,5,V,13,V,13,V,15,V,3.7,V,116,V,16.1,V,71,V
28/02/2020,15,2,V,4.1,V,10,V,12,V,3.2,V,44,V,15.9,V,73,V
28/02/2020,16,2,V,1,V,3,V,11,V,2.9,V,50,V,15,V,78,V
28/02/2020,17,2,V,2.4,V,9,V,12,V,1.6,V,73,V,14.6,V,74,V
28/02/2020,18,2,V,2.3,V,19,V,17,V,1.3,V,112,V,14.2,V,63,V
28/02/2020,19,2,V,2.9,V,31,V,20,V,0.7,V,133,V,13.7,V,56,V
28/02/2020,20,2,V,2.3,V,24,V,59,V,0.9,V,133,V,13.4,V,56,V
28/02/2020,21,2,V,1,V,15,V,35,V,0.7,V,144,V,13,V,59,V
28/02/2020,22,2,V,1,V,10,V,18,V,0.4,V,146,V,12.6,V,60,V
28/02/2020,23,2,V,1,V,9,V,14,V,0.4,V,145,V,12.3,V,58,V
28/02/2020,24,2,V,1,V,3,V,10,V,0.6,V,157,V,12.5,V,65,V
29/02/2020,1,2,V,1,V,3,V,13,V,0.7,V,141,V,12.9,V,69,V
29/02/2020,3,2,V,1,V,3,V,11,V,0.7,V,165,V,12.8,V,62,V
29/02/2020,4,2,V,1,V,3,V,9,V,1,V,142,V,13.1,V,64,V
29/02/2020,5,2,V,1,V,3,V,8,V,0.6,V,125,V,13.3,V,64,V
29/02/2020,6,2,V,1,V,3,V,15,V,0.4,V,132,V,13.4,V,61,V
29/02/2020,7,2,V,1,V,13,V,12,V,0.6,V,128,V,13.1,V,47,V
29/02/2020,8,2,V,1,V,11,V,13,V,0.6,V,120,V,14.9,V,51,V
29/02/2020,9,2,V,1,V,3,V,15,V,2.4,V,164,V,16.5,V,70,V
29/02/2020,10,2,V,1,V,3,V,12,V,2.5,V,111,V,17.3,V,73,V
29/02/2020,11,2,V,1,V,3,V,26,V,4,V,176,V,17.4,V,79,V
29/02/2020,12,2,V,1,V,3,V,32,V,5.8,V,239,V,17.6,V,88,V
29/02/2020,13,2,V,1,V,3,V,44,V,7.3,V,230,V,18.2,V,94,V
29/02/2020,14,2,V,1,V,3,V,73,V,8.1,V,242,V,18.3,V,94,V
29/02/2020,15,2,V,1,V,3,V,82,V,6.2,V,240,V,17.9,V,88,V
29/02/2020,16,2,V,1,V,3,V,95,V,5.7,V,229,V,17.2,V,87,V
29/02/2020,17,2,V,1,V,3,V,97,V,7.5,V,223,V,16.5,V,91,V
29/02/2020,18,2,V,1,V,3,V,90,V,7.1,V,224,V,15.9,V,92,V
29/02/2020,19,2,V,1,V,6,V,90,V,5,V,238,V,15.8,V,89,V
29/02/2020,20,2,V,1,V,3,V,88,V,5.6,V,237,V,15.6,V,97,V
29/02/2020,21,2,V,1,V,3,V,71,V,6.7,V,240,V,15.5,V,98,V
29/02/2020,22,2,V,1,V,3,V,53,V,6.1,V,233,V,15.5,V,94,V
29/02/2020,23,2,V,1,V,3,V,52,V,5.5,V,231,V,15.6,V,80,V
29/02/2020,24,2,V,1,V,3,V,49,V,5.1,V,237,V,15.8,V,73,V
01/03/2020,1,2,V,1,V,3,V,44,V,5.7,V,239,V,15.7,V,75,V
01/03/2020,2,2,V,1,V,3,V,36,V,7.2,V,237,V,15.8,V,68,V
01/03/2020,3,2,V,1,V,3,V,39,V,7.1,V,257,V,15.8,V,59,V
01/03/2020,4,2,V,1,V,3,V,31,V,3.4,V,280,V,15.4,V,53,V
01/03/2020,5,2,V,1,V,3,V,33,V,3.1,V,278,V,15.2,V,52,V
01/03/2020,6,2,V,1,V,3,V,35,V,5.5,V,249,V,15.4,V,52,V
01/03/2020,7,2,V,1,V,3,V,27,V,5.7,V,244,V,15.5,V,51,V
01/03/2020,8,2,V,1,V,3,V,29,V,5.7,V,248,V,16.3,V,47,V
01/03/2020,9,2,V,2.4,V,3,V,25,V,8.3,V,253,V,16.9,V,50,V
01/03/2020,10,2,V,2.9,V,3,V,28,V,9.3,V,253,V,16.9,V,54,V
01/03/2020,11,2,V,3.3,V,3,V,23,V,10.5,V,255,V,18,V,66,V
01/03/2020,12,2,V,2.3,V,3,V,17,V,10.6,V,251,V,18.3,V,72,V
01/03/2020,13,2,V,2.1,V,3,V,14,V,10.8,V,249,V,18.7,V,73,V
01/03/2020,14,2,V,1,V,3,V,14,V,9.4,V,247,V,19.1,V,78,V
01/03/2020,15,2,V,1,V,3,V,16,V,10,V,242,V,18.9,V,82,V
01/03/2020,16,2,V,1,V,3,V,11,V,7.3,V,237,V,18.7,V,85,V
01/03/2020,17,2,V,1,V,3,V,10,V,7.1,V,241,V,17.5,V,81,V
01/03/2020,18,2,V,1,V,3,V,13,V,7.8,V,234,V,16.7,V,76,V
01/03/2020,19,2,V,1,V,3,V,19,V,5.5,V,236,V,16.3,V,74,V
01/03/2020,20,2,V,1,V,3,V,22,V,8,V,236,V,16,V,75,V
01/03/2020,21,2,V,1,V,3,V,27,V,6.5,V,243,V,15.6,V,77,V
01/03/2020,22,2,V,1,V,3,V,16,V,5.9,V,231,V,15.3,V,72,V
01/03/2020,23,2,V,1,V,3,V,23,V,5.9,V,230,V,15.3,V,73,V
01/03/2020,24,2,V,1,V,3,V,21,V,4.7,V,250,V,15.2,V,72,V
02/03/2020,1,2,V,1,V,3,V,24,V,1.2,V,232,V,15.3,V,69,V
02/03/2020,2,2,V,1,V,3,V,30,V,0,V,233,V,15.3,V,71,V
02/03/2020,3,2,V,1,V,3,V,34,V,0,V,229,V,15.4,V,76,V
02/03/2020,4,2,V,1,V,3,V,28,V,0,V,228,V,15.3,V,74,V
02/03/2020,5,2,V,1,V,3,V,35,V,0,V,236,V,15.5,V,72,V
02/03/2020,6,2,V,1,V,3,V,33,V,0,V,240,V,15.6,V,70,V
02/03/2020,7,2,V,1,V,9,V,40,V,0,V,221,V,15.5,V,66,V
02/03/2020,8,2,V,1,V,8,V,37,V,9.6,V,224,V,15.7,V,72,V
02/03/2020,9,2,V,1,V,7,V,36,V,11.1,V,225,V,15.9,V,69,V
02/03/2020,10,2,V,1,V,3,V,48,V,11.9,V,229,V,16.9,V,68,V
02/03/2020,11,2,V,2,V,6,V,47,V,13,V,233,V,17.3,V,70,V
02/03/2020,12,2,V,1,V,3,V,46,V,16.9,V,249,V,14.7,V,75,V
02/03/2020,13,2,V,2.5,V,3,V,28,V,13.6,V,244,V,15,V,82,V
02/03/2020,14,2,V,2.4,V,3,V,19,V,14.9,V,250,V,17,V,81,V
02/03/2020,15,2,V,2.2,V,3,V,19,V,17.4,V,256,V,16.6,V,82,V
02/03/2020,16,2,V,1,V,3,V,23,V,17.5,V,266,V,16.4,V,84,V
02/03/2020,17,2,V,1,V,3,V,25,V,14.5,V,271,V,15.1,V,83,V
02/03/2020,18,2,V,1,V,3,V,28,V,11,V,269,V,14.7,V,81,V
02/03/2020,19,2,V,2,V,3,V,24,V,10,V,263,V,14.1,V,78,V
02/03/2020,20,2,V,1,V,3,V,21,V,10,V,268,V,13.5,V,77,V
02/03/2020,21,2,V,1,V,3,V,18,V,13.1,V,269,V,13.8,V,79,V
02/03/2020,22,2,V,1,V,3,V,17,V,10.2,V,273,V,13.1,V,78,V
02/03/2020,23,2,V,1,V,3,V,23,V,12.8,V,274,V,12.9,V,78,V
02/03/2020,24,2,V,1,V,3,V,20,V,11.7,V,277,V,12.3,V,77,V
03/03/2020,1,2,V,1,V,3,V,19,V,8.5,V,278,V,11.8,V,74,V
03/03/2020,2,2,V,1,V,3,V,16,V,7.7,V,269,V,11.1,V,72,V
03/03/2020,3,2,V,1,V,3,V,15,V,7.6,V,262,V,10.7,V,69,V
03/03/2020,4,2,V,1,V,3,V,17,V,7.3,V,272,V,10.9,V,72,V
03/03/2020,5,2,V,1,V,3,V,21,V,7.6,V,282,V,11.3,V,75,V
03/03/2020,6,2,V,1,V,3,V,20,V,7.3,V,284,V,11.5,V,77,V
03/03/2020,7,2,V,2.6,V,7,V,14,V,7.9,V,274,V,11.5,V,72,V
03/03/2020,8,2,V,4.8,V,14,V,13,V,7.6,V,264,V,12.6,V,63,V
03/03/2020,9,2,V,2.2,V,3,V,16,V,9.7,V,274,V,13.3,V,71,V
03/03/2020,10,2,V,2.9,V,3,V,11,V,11.9,V,267,V,14.1,V,71,V
03/03/2020,11,2,V,2.8,V,7,V,8,V,12.3,V,254,V,14.4,V,69,V
03/03/2020,12,2,V,3.6,V,10,V,10,V,10.8,V,246,V,14.9,V,69,V
03/03/2020,13,2,V,2.7,V,8,V,14,V,10.7,V,239,V,15.3,V,73,V
03/03/2020,14,2,V,2.1,V,6,V,11,V,10.6,V,235,V,16.1,V,77,V
03/03/2020,15,2,V,2.3,V,6,V,17,V,13.4,V,240,V,15.9,V,79,V
03/03/2020,16,2,V,2,V,8,V,20,V,13.1,V,237,V,15.6,V,77,V
03/03/2020,17,2,V,2.5,V,9,V,22,V,13.1,V,240,V,15.8,V,78,V
03/03/2020,18,2,V,1,V,9,V,16,V,10.8,V,239,V,15.7,V,78,V
03/03/2020,19,2,V,1,V,7,V,21,V,10.6,V,238,V,15.9,V,77,V
03/03/2020,20,2,V,1,V,6,V,28,V,10.1,V,255,V,16.7,V,72,V
03/03/2020,21,2,V,1,V,3,V,20,V,16.1,V,281,V,16.8,V,76,V
03/03/2020,22,2,V,1,V,3,V,31,V,15.9,V,303,V,15.2,V,70,V
03/03/2020,23,2,V,1,V,3,V,24,V,16.5,V,324,V,13.1,V,74,V
03/03/2020,24,2,V,1,V,3,V,20,V,16.1,V,326,V,12.5,V,75,V
04/03/2020,1,2,V,1,V,3,V,23,V,15.4,V,332,V,12.3,V,74,V
04/03/2020,2,2,V,1,V,3,V,23,V,13.1,V,334,V,12.4,V,74,V
04/03/2020,3,2,V,1,V,3,V,19,V,11.9,V,340,V,12.6,V,78,V
04/03/2020,4,2,V,1,V,3,V,18,V,10.7,V,339,V,12.2,V,74,V
04/03/2020,5,2,V,1,V,3,V,16,V,8.8,V,344,V,12.1,V,74,V
04/03/2020,6,2,V,1,V,3,V,22,V,8.8,V,346,V,12.1,V,73,V
04/03/2020,7,2,V,1,V,3,V,27,V,8.5,V,338,V,11.8,V,69,V
04/03/2020,8,2,V,1,V,7,V,22,V,7.3,V,340,V,13.1,V,69,V
04/03/2020,9,2,V,1,V,3,V,24,V,4.6,V,332,V,13.9,V,68,V
04/03/2020,10,,Z,,C,,C,17,V,3.2,V,301,V,14.9,V,,Z
04/03/2020,11,,Z,,C,,C,19,V,5.6,V,242,V,15.6,V,,Z
04/03/2020,12,,M,,C,,C,23,V,6.3,V,243,V,15.3,V,,M
04/03/2020,13,,M,,C,,C,29,V,5.4,V,236,V,15.5,V,,M
04/03/2020,14,2,V,,N,,N,27,V,6.2,V,232,V,15.8,V,75,V
04/03/2020,15,2,V,,C,,C,25,V,5.6,V,235,V,15.6,V,72,V
04/03/2020,16,2,V,1,V,7,V,24,V,6,V,230,V,15.8,V,73,V
04/03/2020,17,2,V,1,V,9,V,31,V,4.5,V,235,V,15.6,V,70,V
04/03/2020,18,2,V,1,V,9,V,28,V,4.1,V,228,V,15.3,V,69,V
04/03/2020,19,2,V,1,V,11,V,25,V,2.8,V,229,V,15,V,67,V
04/03/2020,20,2,V,1,V,11,V,25,V,1,V,213,V,14.8,V,62,V
04/03/2020,21,2,V,1,V,10,V,19,V,0.5,V,207,V,14.6,V,60,V
04/03/2020,22,2,V,1,V,10,V,20,V,0.7,V,210,V,14.4,V,54,V
04/03/2020,23,2,V,1,V,3,V,20,V,0.4,V,217,V,14.4,V,54,V
04/03/2020,24,2,V,1,V,3,V,14,V,0.7,V,241,V,14.4,V,53,V
05/03/2020,1,2,V,1,V,3,V,11,V,0.6,V,41,V,14.5,V,56,V
05/03/2020,2,2,V,1,V,3,V,10,V,2.3,V,243,V,15,V,64,V
05/03/2020,3,2,V,1,V,3,V,8,V,2.9,V,218,V,14.8,V,66,V
05/03/2020,4,2,V,1,V,3,V,11,V,3,V,224,V,14.8,V,64,V
05/03/2020,5,2,V,1,V,3,V,15,V,4.2,V,221,V,15,V,60,V
05/03/2020,6,2,V,1,V,7,V,19,V,3.7,V,223,V,15,V,62,V
05/03/2020,7,2,V,3.1,V,18,V,17,V,4.5,V,221,V,15.1,V,57,V
05/03/2020,8,2,V,,C,,C,22,V,4.4,V,231,V,15.4,V,62,V
05/03/2020,9,,M,,C,,C,30,V,5.5,V,215,V,15.7,V,,M
05/03/2020,10,,C,,M,,M,28,V,6,V,232,V,17,V,,M
05/03/2020,11,,C,,M,,M,35,V,8.4,V,230,V,17.7,V,,M
05/03/2020,12,,C,,M,,M,33,V,11.4,V,236,V,18.2,V,,M
05/03/2020,13,2,V,2.2,V,3,V,28,V,9.2,V,229,V,18.5,V,63,V
05/03/2020,14,2,V,1,V,3,V,29,V,9,V,225,V,17.6,V,70,V
05/03/2020,15,2,V,1,V,3,V,27,V,8.3,V,227,V,17.5,V,72,V
05/03/2020,16,2,V,1,V,3,V,28,V,8.5,V,231,V,17.7,V,68,V
05/03/2020,17,2,V,2,V,10,V,36,V,5,V,231,V,18.2,V,60,V
05/03/2020,18,2,V,1,V,12,V,37,V,4.9,V,216,V,16.6,V,58,V
05/03/2020,19,2,V,1,V,11,V,35,V,5.7,V,243,V,17,V,54,V
05/03/2020,20,2,V,1,V,3,V,29,V,9,V,251,V,17.2,V,59,V
05/03/2020,21,2,V,1,V,7,V,29,V,4.9,V,254,V,17.2,V,59,V
05/03/2020,22,2,V,1,V,3,V,26,V,5,V,251,V,16.7,V,64,V
05/03/2020,23,2,V,1,V,11,V,20,V,2.9,V,219,V,15.2,V,62,V
05/03/2020,24,2,V,1,V,15,V,20,V,1,V,143,V,13.9,V,60,V
06/03/2020,1,2,V,1,V,3,V,16,V,1.1,V,63,V,13.7,V,68,V
06/03/2020,2,2,V,1,V,3,V,15,V,1.3,V,190,V,12.8,V,60,V
06/03/2020,3,2,V,1,V,3,V,16,V,2.2,V,280,V,12.2,V,63,V
06/03/2020,4,2,V,1,V,3,V,16,V,4.8,V,245,V,12.4,V,70,V
06/03/2020,5,2,V,1,V,3,V,15,V,4.9,V,249,V,12.2,V,70,V
06/03/2020,6,2,V,1,V,7,V,20,V,5.3,V,262,V,12.3,V,66,V
06/03/2020,7,2,V,4.1,V,18,V,21,V,4.6,V,264,V,12.1,V,53,V
06/03/2020,8,2,V,4.5,V,13,V,25,V,7.3,V,268,V,13.5,V,63,V
06/03/2020,9,2,V,2.6,V,6,V,19,V,11.4,V,263,V,14.8,V,75,V
06/03/2020,10,2,V,2,V,3,V,22,V,14.2,V,270,V,15.6,V,78,V
06/03/2020,11,,M,,M,,M,14,V,15.7,V,270,V,16.1,V,,M
06/03/2020,12,6,V,2.6,V,3,V,12,V,15.2,V,267,V,15.6,V,78,V
06/03/2020,13,2,V,2.1,V,3,V,9,V,15.1,V,269,V,15.8,V,77,V
06/03/2020,14,2,V,2,V,3,V,7,V,14.9,V,271,V,15.5,V,80,V
06/03/2020,15,2,V,2.4,V,3,V,6,V,12.9,V,269,V,15,V,79,V
06/03/2020,16,2,V,1,V,3,V,9,V,15.7,V,265,V,13.7,V,80,V
06/03/2020,17,2,V,2.1,V,3,V,20,V,13.1,V,267,V,13.8,V,80,V
06/03/2020,18,2,V,2.4,V,7,V,17,V,11,V,263,V,13.5,V,79,V
06/03/2020,19,9,V,32.4,V,28,V,18,V,10.2,V,217,V,12.5,V,63,V
06/03/2020,20,26,V,64.8,V,64,V,24,V,9.3,V,10,V,12.5,V,37,V
06/03/2020,21,2,V,1,V,7,V,19,V,10.8,V,176,V,11.5,V,78,V
06/03/2020,22,2,V,1,V,3,V,18,V,7.3,V,321,V,10.1,V,77,V
06/03/2020,23,2,V,1,V,7,V,8,V,3.1,V,262,V,10.1,V,64,V
06/03/2020,24,2,V,1,V,3,V,3,V,4.8,V,278,V,10.3,V,72,V
07/03/2020,1,2,V,1,V,3,V,3,V,4.7,V,180,V,9.8,V,80,V
07/03/2020,2,2,V,1,V,3,V,7,V,6.2,V,296,V,9.3,V,75,V
07/03/2020,3,2,V,1,V,3,V,6,V,4.4,V,274,V,9,V,73,V
07/03/2020,4,2,V,1,V,3,V,3,V,9.5,V,320,V,10.9,V,75,V
07/03/2020,5,2,V,1,V,3,V,14,V,15,V,325,V,11.2,V,79,V
07/03/2020,6,2,V,1,V,3,V,18,V,16.7,V,326,V,11.3,V,83,V
07/03/2020,7,2,V,1,V,3,V,12,V,14.9,V,325,V,11.3,V,82,V
07/03/2020,8,2,V,1,V,3,V,22,V,15.5,V,334,V,11.9,V,80,V
07/03/2020,9,2,V,1,V,3,V,24,V,17.1,V,330,V,12.8,V,79,V
07/03/2020,10,2,V,1,V,3,V,19,V,16.7,V,323,V,12.9,V,78,V
07/03/2020,11,2,V,1,V,3,V,24,V,17.1,V,323,V,13.1,V,80,V
07/03/2020,12,2,V,1,V,3,V,21,V,17.2,V,309,V,13,V,81,V
07/03/2020,13,2,V,1,V,3,V,19,V,16,V,320,V,12.9,V,82,V
07/03/2020,14,2,V,1,V,3,V,24,V,16,V,322,V,13.2,V,82,V
07/03/2020,15,2,V,1,V,3,V,23,V,13.6,V,325,V,13.1,V,82,V
07/03/2020,16,2,V,1,V,3,V,21,V,12,V,333,V,13.2,V,82,V
07/03/2020,17,2,V,1,V,3,V,21,V,8.5,V,317,V,13,V,80,V
07/03/2020,18,2,V,1,V,3,V,19,V,5.2,V,283,V,11.3,V,78,V
07/03/2020,19,2,V,1,V,9,V,17,V,3.9,V,265,V,10.2,V,64,V
07/03/2020,20,2,V,1,V,9,V,18,V,4.3,V,264,V,10.2,V,66,V
07/03/2020,21,2,V,1,V,7,V,19,V,3.9,V,274,V,11.1,V,68,V
07/03/2020,22,2,V,1,V,3,V,14,V,5.6,V,317,V,12.5,V,74,V
07/03/2020,23,2,V,1,V,3,V,17,V,7.3,V,330,V,12.2,V,78,V
07/03/2020,24,2,V,1,V,3,V,18,V,6.6,V,334,V,12.3,V,78,V
08/03/2020,1,2,V,1,V,3,V,13,V,6.4,V,334,V,12.6,V,77,V
08/03/2020,2,2,V,1,V,3,V,20,V,6.4,V,336,V,12.7,V,76,V
08/03/2020,3,2,V,1,V,3,V,15,V,7.1,V,337,V,12.7,V,76,V
08/03/2020,4,2,V,1,V,3,V,16,V,5.2,V,335,V,12.5,V,75,V
08/03/2020,5,2,V,1,V,3,V,21,V,6.2,V,348,V,12.4,V,76,V
08/03/2020,6,2,V,1,V,3,V,19,V,3.8,V,341,V,12.4,V,71,V
08/03/2020,7,2,V,1,V,3,V,18,V,1.6,V,318,V,12.4,V,75,V
08/03/2020,8,2,V,1,V,3,V,20,V,1.3,V,321,V,13.6,V,65,V
08/03/2020,9,2,V,1,V,3,V,16,V,2.1,V,322,V,13.9,V,69,V
08/03/2020,10,2,V,1,V,3,V,21,V,2.9,V,278,V,14.6,V,72,V
08/03/2020,11,2,V,1,V,3,V,15,V,4.2,V,241,V,15.2,V,73,V
08/03/2020,12,2,V,1,V,3,V,17,V,5,V,230,V,15.6,V,75,V
08/03/2020,13,2,V,1,V,3,V,14,V,7.5,V,236,V,15.7,V,78,V
08/03/2020,14,2,V,1,V,3,V,14,V,5.7,V,242,V,16.2,V,82,V
08/03/2020,15,2,V,1,V,3,V,12,V,6.5,V,249,V,16.2,V,83,V
08/03/2020,16,2,V,1,V,3,V,16,V,5.9,V,231,V,16,V,84,V
08/03/2020,17,2,V,1,V,3,V,10,V,4.6,V,232,V,15.7,V,87,V
08/03/2020,18,2,V,1,V,3,V,13,V,2.1,V,222,V,14.9,V,88,V
08/03/2020,19,2,V,1,V,10,V,20,V,1.4,V,224,V,13.9,V,78,V
08/03/2020,20,2,V,1,V,15,V,19,V,0.1,V,190,V,13.4,V,57,V
08/03/2020,21,2,V,1,V,9,V,24,V,0.1,V,174,V,13.3,V,56,V
08/03/2020,22,2,V,1,V,15,V,14,V,0,V,184,V,12.4,V,36,V
08/03/2020,23,2,V,1,V,9,V,17,V,0,V,185,V,12.7,V,46,V
08/03/2020,24,2,V,1,V,3,V,13,V,0,V,218,V,12.3,V,51,V
09/03/2020,1,2,V,1,V,3,V,11,V,0.5,V,224,V,12.4,V,58,V
09/03/2020,2,2,V,1,V,3,V,11,V,0.4,V,232,V,12.1,V,53,V
09/03/2020,3,2,V,1,V,3,V,7,V,0.5,V,236,V,11.7,V,57,V
09/03/2020,4,2,V,1,V,3,V,9,V,0,V,239,V,11,V,46,V
09/03/2020,5,2,V,1,V,8,V,9,V,0,V,239,V,11.2,V,47,V
09/03/2020,6,2,V,10.6,V,26,V,8,V,0.1,V,201,V,11.8,V,25,V
09/03/2020,7,2,V,32.9,V,41,V,13,V,0.6,V,203,V,11.3,V,5,V
09/03/2020,8,2,V,15.7,V,37,V,20,V,0.2,V,254,V,12.1,V,17,V
09/03/2020,9,2,V,8.8,V,30,V,19,V,3,V,33,V,12.9,V,39,V
09/03/2020,10,2,V,,M,,M,47,V,6.7,V,271,V,11,V,60,V
09/03/2020,11,2,V,,M,,M,18,V,6.5,V,180,V,11.7,V,,M
09/03/2020,12,,M,,M,,M,19,V,7.1,V,178,V,12.1,V,,M
09/03/2020,13,,M,1,V,3,V,23,V,5.8,V,359,V,11.3,V,67,V
09/03/2020,14,,M,1,V,6,V,15,V,2.8,V,328,V,11.6,V,56,V
09/03/2020,15,,M,1,V,3,V,15,V,0.1,V,338,V,12,V,60,V
09/03/2020,16,2,V,1,V,3,V,17,V,0,V,324,V,11.3,V,67,V
09/03/2020,17,2,V,1,V,3,V,15,V,0,V,320,V,12.2,V,64,V
09/03/2020,18,2,V,1,V,3,V,17,V,0,V,318,V,12,V,64,V
09/03/2020,19,2,V,1,V,3,V,17,V,0,V,316,V,12.2,V,66,V
09/03/2020,20,2,V,1,V,3,V,14,V,0,V,321,V,12.9,V,69,V
09/03/2020,21,2,V,1,V,3,V,24,V,0,V,331,V,13.1,V,74,V
09/03/2020,22,2,V,1,V,3,V,24,V,0,V,327,V,13,V,75,V
09/03/2020,23,2,V,1,V,3,V,22,V,0,V,335,V,13,V,76,V
09/03/2020,24,2,V,1,V,3,V,22,V,0,V,339,V,12.5,V,75,V
10/03/2020,1,2,V,1,V,3,V,27,V,,N,341,V,12.5,V,76,V
10/03/2020,2,2,V,1,V,3,V,28,V,,N,350,V,12.4,V,74,V
10/03/2020,3,2,V,1,V,3,V,23,V,,N,352,V,12.4,V,76,V
10/03/2020,4,2,V,1,V,3,V,21,V,,N,352,V,12.4,V,77,V
10/03/2020,5,2,V,1,V,3,V,27,V,,N,346,V,12.1,V,75,V
10/03/2020,6,2,V,1,V,3,V,24,V,,N,344,V,12.2,V,76,V
10/03/2020,7,2,V,1,V,3,V,27,V,,N,340,V,12.7,V,75,V
10/03/2020,8,2,V,1,V,3,V,27,V,,N,346,V,13.5,V,73,V
10/03/2020,9,2,V,1,V,3,V,26,V,,N,352,V,14.2,V,74,V
10/03/2020,10,2,V,1,V,3,V,23,V,,N,334,V,14.5,V,74,V
10/03/2020,11,2,V,1,V,3,V,24,V,,N,326,V,15.5,V,75,V
10/03/2020,12,2,V,1,V,3,V,22,V,,N,305,V,16.2,V,75,V
10/03/2020,13,2,V,1,V,3,V,14,V,,N,293,V,15.9,V,73,V
10/03/2020,14,2,V,2.1,V,3,V,15,V,,N,275,V,15.1,V,71,V
10/03/2020,15,2,V,2.4,V,7,V,20,V,,N,272,V,15.1,V,69,V
10/03/2020,16,2,V,3.5,V,9,V,20,V,,N,252,V,15.4,V,69,V
10/03/2020,17,2,V,2.1,V,10,V,18,V,,N,243,V,15.3,V,71,V
10/03/2020,18,2,V,1,V,18,V,26,V,,N,244,V,14.4,V,60,V
10/03/2020,19,2,V,1,V,25,V,29,V,,N,230,V,13.9,V,47,V
