DATA_HI,PERIODE_HI,SO2_HI,FL_SO2,NO_HI,FL_NO,NO2_HI,FL_NO2,PM10_HI,FL_PM10,VV_HI,FL_VV,DD_HI,FL_DD,TMP_HI,FL_TMP,O3_HI,FL_O3
06/08/2020,13,2,V,1,V,3,V,20,V,1.9,V,46,V,27.7,V,98,V
06/08/2020,14,2,V,1,V,3,V,13,V,1.8,V,50,V,27.4,V,95,V
06/08/2020,15,2,V,1,V,3,V,14,V,1.9,V,49,V,27.6,V,97,V
06/08/2020,16,2,V,1,V,3,V,11,V,1.6,V,64,V,27.4,V,100,V
06/08/2020,17,2,V,1,V,3,V,13,V,2,V,49,V,26.8,V,103,V
06/08/2020,18,2,V,1,V,9,V,17,V,1.8,V,52,V,26.7,V,93,V
06/08/2020,19,2,V,1,V,9,V,11,V,1.4,V,52,V,26.3,V,93,V
06/08/2020,20,2,V,1,V,12,V,10,V,0.8,V,84,V,25.9,V,89,V
06/08/2020,21,2,V,1,V,11,V,15,V,0.1,V,153,V,25.3,V,70,V
06/08/2020,22,2,V,1,V,16,V,23,V,0.1,V,161,V,24.7,V,65,V
06/08/2020,23,2,V,1,V,21,V,19,V,0,V,172,V,23.6,V,38,V
06/08/2020,24,2,V,1,V,29,V,12,V,0.1,V,199,V,23.1,V,22,V
07/08/2020,1,2,V,1,V,17,V,21,V,0.1,V,234,V,22.7,V,41,V
07/08/2020,2,2,V,1,V,12,V,13,V,0.1,V,245,V,23.1,V,57,V
07/08/2020,3,2,V,1,V,9,V,11,V,0.3,V,249,V,22.7,V,60,V
07/08/2020,4,2,V,1,V,8,V,9,V,0.8,V,246,V,22.9,V,63,V
07/08/2020,5,2,V,2.4,V,20,V,8,V,0.9,V,252,V,22.4,V,45,V
07/08/2020,6,2,V,7.9,V,41,V,10,V,0.6,V,250,V,23.4,V,36,V
07/08/2020,7,2,V,6.4,V,23,V,19,V,1,V,295,V,25.2,V,45,V
07/08/2020,8,2,V,2.1,V,7,V,17,V,0.9,V,314,V,26.8,V,73,V
07/08/2020,9,4,V,6.9,V,22,V,14,V,1.5,V,75,V,27.8,V,66,V
07/08/2020,10,2,V,3.5,V,12,V,9,V,1.5,V,40,V,28.4,V,83,V
07/08/2020,11,2,V,2.6,V,9,V,12,V,2.1,V,67,V,28.2,V,86,V
07/08/2020,12,2,V,2.6,V,9,V,8,V,2,V,61,V,28.9,V,85,V
07/08/2020,13,2,V,1,V,6,V,16,V,2.4,V,42,V,28.6,V,89,V
07/08/2020,14,2,V,1,V,3,V,3,V,2.7,V,44,V,28.5,V,92,V
07/08/2020,15,2,V,1,V,3,V,13,V,2.9,V,42,V,28.6,V,94,V
07/08/2020,16,2,V,1,V,7,V,8,V,2.4,V,49,V,28.7,V,90,V
07/08/2020,17,2,V,1,V,8,V,11,V,2.1,V,54,V,29.9,V,83,V
07/08/2020,18,2,V,1,V,7,V,15,V,1.3,V,245,V,29.1,V,81,V
07/08/2020,19,2,V,1,V,9,V,11,V,0.7,V,262,V,27.2,V,76,V
07/08/2020,20,2,V,1,V,9,V,9,V,0.8,V,264,V,26.3,V,74,V
07/08/2020,21,2,V,1,V,11,V,14,V,0.5,V,252,V,25.5,V,57,V
07/08/2020,22,2,V,1,V,14,V,12,V,0.2,V,313,V,24.9,V,36,V
07/08/2020,23,2,V,1,V,15,V,11,V,0.2,V,238,V,24.8,V,30,V
07/08/2020,24,2,V,1,V,11,V,17,V,0.2,V,77,V,23.9,V,35,V
08/08/2020,1,2,V,1,V,12,V,12,V,0.1,V,268,V,23.3,V,30,V
08/08/2020,2,2,V,1,V,9,V,10,V,0,V,264,V,23.7,V,30,V
08/08/2020,3,2,V,1,V,8,V,7,V,0.5,V,254,V,23.2,V,26,V
08/08/2020,4,2,V,1,V,6,V,8,V,0.4,V,246,V,23.3,V,46,V
08/08/2020,5,2,V,2.4,V,12,V,9,V,0.3,V,93,V,22.8,V,23,V
08/08/2020,6,2,V,9.6,V,28,V,10,V,0.3,V,298,V,23.7,V,11,V
08/08/2020,7,2,V,9.5,V,25,V,16,V,0.9,V,270,V,26.1,V,34,V
08/08/2020,8,2,V,1,V,6,V,8,V,0.8,V,352,V,28.2,V,84,V
08/08/2020,9,2,V,3,V,11,V,7,V,1.9,V,76,V,30,V,91,V
08/08/2020,10,2,V,3.3,V,16,V,3,V,2,V,52,V,29.7,V,87,V
08/08/2020,11,2,V,3.9,V,16,V,3,V,2.3,V,45,V,31.8,V,98,V
08/08/2020,12,2,V,1,V,6,V,12,V,2.6,V,243,V,32,V,105,V
08/08/2020,13,2,V,1,V,3,V,8,V,2.6,V,243,V,32,V,106,V
08/08/2020,14,2,V,1,V,3,V,3,V,2.1,V,242,V,32.7,V,104,V
08/08/2020,15,2,V,1,V,3,V,3,V,2.5,V,233,V,32.4,V,102,V
08/08/2020,16,2,V,1,V,3,V,3,V,2.5,V,241,V,31.9,V,102,V
08/08/2020,17,2,V,1,V,3,V,6,V,2.3,V,234,V,30.7,V,101,V
08/08/2020,18,2,V,1,V,3,V,8,V,2.6,V,243,V,29.3,V,99,V
08/08/2020,19,2,V,1,V,9,V,3,V,2.3,V,252,V,27.9,V,89,V
08/08/2020,20,2,V,1,V,7,V,3,V,1.1,V,272,V,26.8,V,80,V
08/08/2020,21,2,V,1,V,8,V,14,V,0.8,V,253,V,26.6,V,72,V
08/08/2020,22,2,V,1,V,9,V,9,V,1,V,249,V,26.3,V,62,V
08/08/2020,23,2,V,1,V,7,V,8,V,1,V,246,V,26,V,63,V
08/08/2020,24,2,V,1,V,11,V,9,V,0.3,V,245,V,25.2,V,42,V
09/08/2020,1,2,V,1,V,14,V,7,V,0.4,V,74,V,24.7,V,25,V
09/08/2020,2,2,V,1,V,13,V,11,V,0,V,308,V,24.8,V,29,V
09/08/2020,3,2,V,1,V,8,V,12,V,0.5,V,195,V,24.1,V,29,V
09/08/2020,4,2,V,1,V,3,V,8,V,0.5,V,246,V,24.2,V,39,V
09/08/2020,5,2,V,1,V,3,V,6,V,0.2,V,293,V,24.1,V,36,V
09/08/2020,6,2,V,1,V,9,V,6,V,0.4,V,271,V,24.2,V,37,V
09/08/2020,7,2,V,2,V,11,V,3,V,0.4,V,271,V,27,V,42,V
09/08/2020,8,5,V,8,V,25,V,13,V,0.7,V,74,V,29.2,V,58,V
09/08/2020,9,2,V,1,V,8,V,12,V,1.4,V,91,V,30.1,V,96,V
09/08/2020,10,2,V,2.3,V,6,V,7,V,2.1,V,76,V,30.2,V,101,V
09/08/2020,11,2,V,3.5,V,11,V,7,V,1.9,V,88,V,30.2,V,101,V
09/08/2020,12,4,V,4,V,17,V,10,V,2.2,V,49,V,30.6,V,100,V
09/08/2020,13,2,V,1,V,3,V,14,V,2.3,V,44,V,30.3,V,106,V
09/08/2020,14,2,V,1,V,3,V,8,V,2.4,V,44,V,30.7,V,109,V
09/08/2020,15,2,V,1,V,3,V,3,V,2.3,V,49,V,30.8,V,114,V
09/08/2020,16,2,V,1,V,3,V,10,V,2.5,V,42,V,30.1,V,117,V
09/08/2020,17,2,V,1,V,3,V,10,V,2.4,V,43,V,29.9,V,113,V
09/08/2020,18,2,V,1,V,3,V,10,V,2.1,V,43,V,29.4,V,101,V
09/08/2020,19,2,V,1,V,7,V,6,V,0.9,V,88,V,28.7,V,99,V
09/08/2020,20,2,V,1,V,8,V,3,V,0.7,V,258,V,27.7,V,92,V
09/08/2020,21,2,V,1,V,11,V,3,V,0.4,V,204,V,27.1,V,78,V
09/08/2020,22,2,V,1,V,11,V,6,V,0.4,V,196,V,26.6,V,73,V
09/08/2020,23,2,V,1,V,7,V,9,V,0.6,V,139,V,26.3,V,78,V
09/08/2020,24,2,V,1,V,3,V,10,V,0.4,V,64,V,25.9,V,72,V
10/08/2020,1,2,V,1,V,3,V,10,V,0.5,V,121,V,25.4,V,79,V
10/08/2020,2,2,V,1,V,3,V,8,V,0.5,V,112,V,25.2,V,80,V
10/08/2020,3,2,V,1,V,3,V,6,V,0.6,V,291,V,25.2,V,76,V
10/08/2020,4,2,V,1,V,3,V,3,V,0.3,V,338,V,25,V,69,V
10/08/2020,5,2,V,1,V,3,V,3,V,0.1,V,320,V,24.1,V,59,V
10/08/2020,6,2,V,1,V,14,V,3,V,0.1,V,320,V,25.1,V,40,V
10/08/2020,7,2,V,5.8,V,20,V,14,V,0.9,V,128,V,27.6,V,53,V
10/08/2020,8,2,V,1,V,7,V,13,V,1.6,V,49,V,28.1,V,85,V
10/08/2020,9,2,V,1,V,7,V,10,V,2.3,V,46,V,29.1,V,80,V
10/08/2020,10,2,V,3.2,V,9,V,9,V,2,V,119,V,29.7,V,83,V
10/08/2020,11,2,V,3.3,V,10,V,3,V,2.2,V,96,V,30.3,V,85,V
10/08/2020,12,2,V,2.9,V,10,V,6,V,2.3,V,106,V,30.2,V,91,V
10/08/2020,13,2,V,2.1,V,7,V,7,V,2.4,V,98,V,30.3,V,93,V
10/08/2020,14,2,V,1,V,3,V,6,V,2.3,V,111,V,30.2,V,90,V
10/08/2020,15,2,V,1,V,3,V,13,V,2.5,V,114,V,29.9,V,88,V
10/08/2020,16,2,V,1,V,3,V,9,V,2,V,127,V,29.8,V,83,V
10/08/2020,17,2,V,2.1,V,6,V,3,V,2,V,121,V,29.3,V,78,V
10/08/2020,18,2,V,1,V,7,V,9,V,1.5,V,127,V,28.9,V,81,V
10/08/2020,19,2,V,1,V,10,V,11,V,1.6,V,126,V,27.5,V,72,V
10/08/2020,20,2,V,1,V,8,V,10,V,1.3,V,126,V,26.9,V,67,V
10/08/2020,21,2,V,1,V,7,V,12,V,1,V,113,V,26.7,V,71,V
10/08/2020,22,2,V,1,V,7,V,14,V,0.9,V,115,V,26.5,V,73,V
10/08/2020,23,2,V,1,V,3,V,15,V,0.6,V,151,V,26.1,V,74,V
10/08/2020,24,2,V,1,V,3,V,9,V,0.6,V,135,V,25.9,V,78,V
11/08/2020,1,2,V,1,V,3,V,16,V,0.4,V,92,V,25.7,V,63,V
11/08/2020,2,2,V,1,V,3,V,15,V,0.9,V,118,V,26,V,77,V
11/08/2020,3,2,V,1,V,3,V,14,V,0.5,V,137,V,25.3,V,71,V
11/08/2020,4,2,V,1,V,3,V,13,V,0.8,V,109,V,25.6,V,62,V
11/08/2020,5,2,V,1,V,3,V,17,V,0.3,V,319,V,24.4,V,45,V
11/08/2020,6,2,V,1,V,18,V,12,V,0.2,V,289,V,24.3,V,41,V
11/08/2020,7,2,V,13.5,V,31,V,14,V,0.5,V,292,V,27.3,V,27,V
11/08/2020,8,2,V,2.7,V,15,V,26,V,1.2,V,50,V,28.6,V,88,V
11/08/2020,9,2,V,2.8,V,12,V,22,V,2,V,55,V,29,V,96,V
11/08/2020,10,2,V,1,V,8,V,19,V,2.6,V,50,V,29.1,V,105,V
11/08/2020,11,2,V,2.9,V,10,V,38,V,2.5,V,49,V,29.6,V,105,V
11/08/2020,12,2,V,1,V,8,V,7,V,2.9,V,49,V,29.7,V,103,V
11/08/2020,13,2,V,2,V,7,V,18,V,2.7,V,74,V,30.2,V,97,V
11/08/2020,14,2,V,1,V,3,V,13,V,2.7,V,67,V,29.8,V,95,V
11/08/2020,15,2,V,1,V,3,V,12,V,2.7,V,71,V,29.6,V,94,V
11/08/2020,16,2,V,1,V,3,V,16,V,2.2,V,53,V,29.1,V,87,V
11/08/2020,17,2,V,1,V,6,V,22,V,2.5,V,68,V,29.3,V,92,V
11/08/2020,18,2,V,1,V,10,V,14,V,2.2,V,65,V,28.9,V,96,V
11/08/2020,19,2,V,1,V,8,V,24,V,2.2,V,74,V,28.3,V,99,V
11/08/2020,20,2,V,1,V,8,V,20,V,1.7,V,86,V,28,V,97,V
11/08/2020,21,2,V,1,V,7,V,21,V,1.6,V,91,V,27.8,V,100,V
11/08/2020,22,2,V,1,V,9,V,29,V,1.2,V,98,V,27.6,V,98,V
11/08/2020,23,2,V,1,V,3,V,24,V,1.1,V,108,V,27.5,V,101,V
11/08/2020,24,2,V,1,V,3,V,27,V,1.4,V,115,V,27.5,V,109,V
12/08/2020,1,2,V,1,V,3,V,20,V,1.4,V,93,V,27.3,V,111,V
12/08/2020,2,2,V,1,V,3,V,24,V,1.5,V,90,V,27.3,V,110,V
12/08/2020,3,2,V,1,V,3,V,28,V,1.8,V,91,V,27.6,V,112,V
12/08/2020,4,2,V,1,V,3,V,23,V,0.9,V,101,V,27.2,V,110,V
12/08/2020,5,2,V,2.2,V,28,V,26,V,0.5,V,247,V,26.2,V,68,V
12/08/2020,6,2,V,1,V,23,V,24,V,1.1,V,36,V,26,V,71,V
12/08/2020,7,2,V,2.2,V,12,V,26,V,1.1,V,284,V,27.5,V,83,V
12/08/2020,8,2,V,2,V,16,V,30,V,0.7,V,77,V,29.7,V,98,V
12/08/2020,9,2,V,1,V,12,V,28,V,1.3,V,67,V,29.9,V,104,V
12/08/2020,10,2,V,2.3,V,19,V,22,V,2,V,91,V,28.4,V,92,V
12/08/2020,11,2,V,1,V,21,V,29,V,1.5,V,70,V,28.1,V,84,V
12/08/2020,12,2,V,3.3,V,22,V,24,V,2.6,V,107,V,27.3,V,77,V
12/08/2020,13,2,V,2.3,V,16,V,24,V,1.8,V,127,V,29.7,V,84,V
12/08/2020,14,2,V,1,V,7,V,20,V,2.8,V,109,V,30.6,V,103,V
12/08/2020,15,2,V,1,V,6,V,23,V,3.3,V,121,V,31.7,V,106,V
12/08/2020,16,2,V,1,V,3,V,22,V,3.2,V,126,V,31.3,V,99,V
12/08/2020,17,2,V,1,V,3,V,21,V,1.7,V,134,V,30.9,V,95,V
12/08/2020,18,2,V,1,V,3,V,19,V,1.1,V,314,V,29,V,91,V
12/08/2020,19,2,V,1,V,8,V,26,V,0.6,V,243,V,27.9,V,83,V
12/08/2020,20,2,V,1,V,7,V,23,V,0.7,V,266,V,27,V,76,V
12/08/2020,21,2,V,1,V,7,V,27,V,0.4,V,268,V,26.6,V,68,V
12/08/2020,22,2,V,1,V,8,V,22,V,0.3,V,140,V,26.3,V,63,V
12/08/2020,23,2,V,1,V,8,V,28,V,0.9,V,147,V,25.7,V,53,V
12/08/2020,24,2,V,1,V,8,V,23,V,0.3,V,270,V,24.8,V,28,V
13/08/2020,1,2,V,1,V,7,V,25,V,0.3,V,1,V,24.6,V,30,V
13/08/2020,2,2,V,1,V,14,V,19,V,0.4,V,338,V,23.8,V,24,V
13/08/2020,3,2,V,1,V,3,V,21,V,0.4,V,320,V,23.7,V,31,V
13/08/2020,4,2,V,1,V,3,V,19,V,1.2,V,27,V,24.9,V,45,V
13/08/2020,5,2,V,1,V,3,V,21,V,1.4,V,45,V,25.2,V,63,V
13/08/2020,6,2,V,2.2,V,24,V,19,V,1.5,V,44,V,25.6,V,53,V
13/08/2020,7,2,V,2.4,V,24,V,23,V,1.8,V,60,V,26.6,V,69,V
13/08/2020,8,2,V,1,V,3,V,35,V,1.7,V,63,V,27.5,V,82,V
13/08/2020,9,2,V,2.2,V,9,V,34,V,1.8,V,66,V,28.6,V,82,V
13/08/2020,10,2,V,2.1,V,9,V,29,V,1.9,V,67,V,29.2,V,84,V
13/08/2020,11,2,V,3.2,V,10,V,30,V,2,V,43,V,29.7,V,80,V
13/08/2020,12,2,V,2.1,V,9,V,39,V,1.7,V,65,V,30,V,83,V
13/08/2020,13,2,V,2,V,8,V,39,V,1.7,V,267,V,31.3,V,81,V
13/08/2020,14,2,V,1,V,3,V,33,V,2.5,V,246,V,31.3,V,86,V
13/08/2020,15,2,V,52.6,V,48,V,23,V,2,V,18,V,30.5,V,42,V
13/08/2020,16,2,V,31.3,V,38,V,34,V,1.9,V,21,V,30.6,V,47,V
13/08/2020,17,2,V,3.3,V,10,V,31,V,2.9,V,178,V,29.8,V,68,V
13/08/2020,18,2,V,1,V,3,V,20,V,2.4,V,344,V,28.5,V,74,V
13/08/2020,19,2,V,1,V,3,V,22,V,2.1,V,178,V,27.1,V,72,V
13/08/2020,20,2,V,1,V,6,V,23,V,1.3,V,355,V,26.4,V,61,V
13/08/2020,21,2,V,1,V,7,V,17,V,0.9,V,3,V,25.9,V,51,V
13/08/2020,22,2,V,1,V,3,V,17,V,0.5,V,329,V,25.7,V,48,V
13/08/2020,23,2,V,1,V,7,V,19,V,0.3,V,21,V,25.5,V,42,V
13/08/2020,24,2,V,1,V,7,V,17,V,0.2,V,291,V,25,V,31,V
14/08/2020,1,2,V,1,V,3,V,20,V,0.5,V,291,V,25.1,V,35,V
14/08/2020,2,2,V,1,V,3,V,15,V,0.7,V,292,V,24.4,V,34,V
14/08/2020,3,2,V,1,V,3,V,9,V,0.8,V,315,V,23.7,V,24,V
14/08/2020,4,2,V,1,V,6,V,11,V,1.3,V,355,V,23.6,V,43,V
14/08/2020,5,2,V,1,V,3,V,11,V,2,V,94,V,24.4,V,66,V
14/08/2020,6,2,V,1,V,9,V,17,V,2.4,V,6,V,25.6,V,70,V
14/08/2020,7,2,V,4.4,V,11,V,19,V,3,V,6,V,26.5,V,74,V
14/08/2020,8,2,V,4.7,V,11,V,18,V,3.5,V,175,V,27.3,V,72,V
14/08/2020,9,2,V,63.7,V,42,V,19,V,3.5,V,9,V,27.7,V,44,V
14/08/2020,10,6,V,49.4,V,44,V,26,V,3.1,V,18,V,28.2,V,45,V
14/08/2020,11,9,V,46.5,V,42,V,30,V,3,V,22,V,28.2,V,50,V
14/08/2020,12,2,V,4.3,V,13,V,23,V,2.7,V,49,V,28.2,V,77,V
14/08/2020,13,2,V,1,V,6,V,43,V,2.4,V,48,V,28.5,V,88,V
14/08/2020,14,2,V,1,V,3,V,23,V,2.3,V,49,V,28.4,V,85,V
14/08/2020,15,2,V,1,V,3,V,21,V,2.3,V,62,V,28.4,V,88,V
14/08/2020,16,2,V,1,V,3,V,22,V,2.2,V,61,V,28.2,V,88,V
14/08/2020,17,2,V,2.1,V,3,V,15,V,1.8,V,62,V,28,V,85,V
14/08/2020,18,2,V,14.5,V,35,V,16,V,2.1,V,21,V,27.2,V,61,V
14/08/2020,19,2,V,1,V,3,V,20,V,1.9,V,3,V,25.9,V,81,V
14/08/2020,20,2,V,1,V,7,V,15,V,1.1,V,42,V,25.8,V,80,V
14/08/2020,21,2,V,1,V,8,V,17,V,0.5,V,66,V,25.8,V,67,V
14/08/2020,22,2,V,1,V,13,V,17,V,0.4,V,0,V,25.2,V,44,V
14/08/2020,23,2,V,1,V,9,V,19,V,0.1,V,279,V,24.4,V,33,V
14/08/2020,24,2,V,1,V,13,V,13,V,0.3,V,277,V,23.8,V,27,V
15/08/2020,1,2,V,1,V,12,V,17,V,0.4,V,245,V,23.2,V,25,V
15/08/2020,2,2,V,1,V,3,V,14,V,0.2,V,274,V,23.1,V,49,V
15/08/2020,3,2,V,1,V,3,V,14,V,0.7,V,313,V,22.8,V,46,V
15/08/2020,4,2,V,1,V,3,V,9,V,0.8,V,317,V,23,V,42,V
15/08/2020,5,2,V,1,V,3,V,8,V,0.9,V,310,V,23.3,V,47,V
15/08/2020,6,2,V,2.3,V,16,V,9,V,0.3,V,292,V,24,V,48,V
15/08/2020,7,2,V,1,V,10,V,15,V,0.8,V,63,V,26.2,V,68,V
15/08/2020,8,2,V,1,V,8,V,12,V,1,V,66,V,27.8,V,87,V
15/08/2020,9,2,V,2,V,6,V,21,V,1.5,V,86,V,28.7,V,93,V
15/08/2020,10,2,V,2,V,8,V,19,V,2.3,V,54,V,29.4,V,93,V
15/08/2020,11,2,V,2.2,V,8,V,24,V,2.2,V,120,V,29.9,V,94,V
15/08/2020,12,2,V,2,V,7,V,25,V,2.5,V,106,V,30.3,V,93,V
15/08/2020,13,2,V,1,V,3,V,20,V,2.7,V,100,V,29.8,V,95,V
15/08/2020,14,2,V,1,V,3,V,19,V,2.5,V,96,V,30.2,V,91,V
15/08/2020,15,2,V,1,V,3,V,21,V,2,V,133,V,30.5,V,95,V
15/08/2020,16,2,V,1,V,3,V,24,V,1.6,V,250,V,30.5,V,92,V
15/08/2020,17,2,V,1,V,3,V,18,V,1.4,V,130,V,29.4,V,89,V
15/08/2020,18,2,V,1,V,3,V,13,V,1.3,V,78,V,28.6,V,82,V
15/08/2020,19,2,V,1,V,7,V,16,V,0.9,V,134,V,27.6,V,78,V
15/08/2020,20,2,V,1,V,9,V,19,V,0.6,V,139,V,27,V,67,V
15/08/2020,21,2,V,1,V,7,V,22,V,0.8,V,134,V,26.5,V,66,V
15/08/2020,22,2,V,1,V,3,V,20,V,0.6,V,128,V,25.9,V,62,V
15/08/2020,23,2,V,1,V,3,V,16,V,0.5,V,351,V,25.9,V,66,V
15/08/2020,24,2,V,1,V,3,V,9,V,0.8,V,249,V,26,V,69,V
16/08/2020,1,2,V,1,V,3,V,14,V,0.6,V,73,V,26,V,67,V
16/08/2020,2,2,V,1,V,3,V,21,V,1.4,V,247,V,25.9,V,62,V
16/08/2020,3,2,V,1,V,3,V,27,V,1.1,V,265,V,24.8,V,49,V
16/08/2020,4,2,V,1,V,3,V,16,V,1.2,V,250,V,24.8,V,49,V
16/08/2020,5,2,V,1,V,3,V,22,V,0.3,V,38,V,24.7,V,39,V
16/08/2020,6,2,V,1,V,9,V,19,V,0.3,V,207,V,25.2,V,35,V
16/08/2020,7,2,V,1,V,6,V,20,V,1.8,V,251,V,26.6,V,58,V
16/08/2020,8,2,V,1,V,3,V,25,V,2.2,V,253,V,27.9,V,69,V
16/08/2020,9,2,V,2.6,V,6,V,25,V,1.9,V,256,V,28.7,V,73,V
16/08/2020,10,2,V,1,V,3,V,23,V,1.7,V,59,V,28.3,V,71,V
16/08/2020,11,2,V,2.3,V,8,V,26,V,1.9,V,223,V,29.7,V,72,V
16/08/2020,12,2,V,1,V,3,V,30,V,1.8,V,246,V,30.4,V,84,V
16/08/2020,13,2,V,1,V,3,V,20,V,2,V,245,V,30.4,V,95,V
16/08/2020,14,2,V,1,V,3,V,13,V,1.9,V,261,V,30.1,V,90,V
16/08/2020,15,2,V,1,V,3,V,12,V,1.7,V,262,V,30.2,V,90,V
16/08/2020,16,2,V,1,V,3,V,15,V,2.2,V,234,V,29.4,V,80,V
16/08/2020,17,2,V,1,V,3,V,15,V,1.6,V,244,V,29.2,V,83,V
16/08/2020,18,2,V,1,V,3,V,19,V,1.4,V,249,V,28,V,86,V
16/08/2020,19,2,V,1,V,3,V,25,V,1.5,V,250,V,27,V,81,V
16/08/2020,20,2,V,1,V,3,V,18,V,1,V,254,V,26.6,V,80,V
16/08/2020,21,2,V,1,V,3,V,16,V,0.8,V,249,V,26.2,V,77,V
16/08/2020,22,2,V,1,V,3,V,22,V,0.7,V,268,V,26.1,V,77,V
21/08/2020,21,2,V,1,V,3,V,31,V,0.7,V,136,V,27.7,V,61,V
16/08/2020,23,2,V,1,V,3,V,26,V,1.6,V,241,V,26.4,V,76,V
16/08/2020,24,2,V,1,V,3,V,21,V,1.7,V,231,V,26.4,V,79,V
17/08/2020,1,2,V,1,V,3,V,18,V,1.4,V,243,V,26.3,V,76,V
17/08/2020,2,2,V,1,V,3,V,21,V,1.3,V,258,V,25.2,V,55,V
17/08/2020,3,2,V,1,V,3,V,24,V,0.6,V,300,V,24.7,V,45,V
17/08/2020,4,2,V,1,V,3,V,16,V,0.4,V,301,V,24.6,V,39,V
17/08/2020,5,2,V,1,V,11,V,10,V,0.4,V,271,V,24.3,V,31,V
17/08/2020,6,2,V,4.1,V,18,V,9,V,0.4,V,249,V,24.5,V,26,V
17/08/2020,7,2,V,2.3,V,8,V,,M,1,V,328,V,26,V,43,V
17/08/2020,8,2,V,1,V,6,V,,M,1.6,V,55,V,27.8,V,71,V
17/08/2020,9,,C,,C,,C,16,V,1.8,V,66,V,28.9,V,68,V
17/08/2020,10,2,V,3.6,V,7,V,18,V,2,V,65,V,29,V,73,V
17/08/2020,11,2,V,2.9,V,8,V,11,V,2.1,V,53,V,28.7,V,73,V
17/08/2020,12,2,V,1,V,7,V,22,V,1.8,V,68,V,29,V,76,V
17/08/2020,13,2,V,2.3,V,8,V,18,V,1.9,V,134,V,31.3,V,80,V
17/08/2020,14,2,V,1,V,3,V,17,V,2,V,247,V,30.7,V,79,V
17/08/2020,15,2,V,1,V,3,V,13,V,1.9,V,267,V,30.9,V,83,V
17/08/2020,16,2,V,1,V,3,V,16,V,2.1,V,240,V,30.7,V,81,V
17/08/2020,17,2,V,1,V,3,V,10,V,1.2,V,281,V,29.9,V,81,V
17/08/2020,18,2,V,1,V,3,V,21,V,1.3,V,254,V,28,V,86,V
17/08/2020,19,2,V,1,V,6,V,19,V,0.9,V,276,V,26.9,V,75,V
17/08/2020,20,2,V,1,V,3,V,20,V,0.7,V,275,V,26.6,V,80,V
17/08/2020,21,2,V,1,V,3,V,17,V,0.8,V,256,V,26.1,V,71,V
17/08/2020,22,2,V,1,V,3,V,16,V,0.7,V,243,V,25.8,V,66,V
17/08/2020,23,2,V,1,V,3,V,20,V,0.8,V,268,V,25.7,V,70,V
17/08/2020,24,2,V,1,V,3,V,13,V,1,V,240,V,25.7,V,72,V
18/08/2020,1,2,V,1,V,3,V,10,V,0.6,V,204,V,25.6,V,73,V
18/08/2020,2,2,V,1,V,3,V,9,V,1.3,V,246,V,25.4,V,72,V
18/08/2020,3,2,V,1,V,3,V,17,V,1.8,V,248,V,25.2,V,68,V
18/08/2020,4,2,V,1,V,3,V,15,V,1.7,V,248,V,24.9,V,61,V
18/08/2020,5,2,V,1,V,10,V,14,V,1.7,V,244,V,24.7,V,53,V
18/08/2020,6,2,V,5,V,26,V,16,V,0.8,V,245,V,24.5,V,22,V
18/08/2020,7,2,V,2.8,V,14,V,20,V,1.3,V,272,V,26,V,48,V
18/08/2020,8,2,V,2.8,V,9,V,13,V,1.2,V,285,V,27.6,V,74,V
18/08/2020,9,2,V,3.3,V,9,V,15,V,1.3,V,252,V,28.9,V,81,V
18/08/2020,10,2,V,3.8,V,12,V,14,V,1.7,V,82,V,29.8,V,80,V
18/08/2020,11,2,V,3,V,10,V,22,V,1.8,V,1,V,30.3,V,81,V
18/08/2020,12,2,V,50,V,40,V,20,V,2.4,V,44,V,29.7,V,58,V
18/08/2020,13,2,V,21.5,V,28,V,24,V,2,V,29,V,29.7,V,65,V
18/08/2020,14,2,V,9.8,V,19,V,17,V,1.4,V,35,V,29.3,V,78,V
18/08/2020,15,2,V,6.1,V,15,V,14,V,1.4,V,182,V,30.4,V,82,V
18/08/2020,16,2,V,1,V,6,V,16,V,2.2,V,233,V,29.7,V,95,V
18/08/2020,17,2,V,1,V,7,V,13,V,2.2,V,242,V,28.7,V,84,V
18/08/2020,18,2,V,1,V,3,V,16,V,1.6,V,252,V,28.1,V,80,V
18/08/2020,19,2,V,1,V,3,V,15,V,0.7,V,338,V,27.4,V,69,V
18/08/2020,20,2,V,1,V,3,V,22,V,1.3,V,251,V,27,V,72,V
18/08/2020,21,2,V,1,V,7,V,15,V,0.8,V,268,V,26.6,V,64,V
18/08/2020,22,2,V,1,V,10,V,12,V,0.8,V,255,V,26.3,V,49,V
18/08/2020,23,2,V,1,V,13,V,22,V,0.5,V,269,V,26,V,38,V
18/08/2020,24,2,V,1,V,9,V,16,V,0.3,V,251,V,25.2,V,38,V
19/08/2020,1,2,V,1,V,8,V,19,V,0.1,V,294,V,25.2,V,34,V
19/08/2020,2,2,V,1,V,3,V,14,V,0.2,V,311,V,24.3,V,36,V
19/08/2020,3,2,V,1,V,6,V,11,V,0.6,V,263,V,24.4,V,39,V
19/08/2020,4,2,V,1,V,3,V,9,V,0.5,V,245,V,24.4,V,39,V
19/08/2020,5,2,V,1,V,9,V,15,V,0.2,V,271,V,23.5,V,33,V
19/08/2020,6,2,V,9.5,V,36,V,11,V,0.4,V,255,V,24.3,V,20,V
19/08/2020,7,6,V,16.9,V,36,V,15,V,0.2,V,281,V,27.2,V,29,V
