DATA_HI,PERIODE_HI,NO_HI,NO2_HI,PM10_HI,TMP_HI,O3_HI
01/01/2020,1,7.9,23,15,12,43
01/01/2020,2,11.5,35,12,11.4,14
01/01/2020,3,2.3,26,16,11.5,25
01/01/2020,4,2.6,27,13,11.4,21
01/01/2020,5,1,18,10,11.3,39
01/01/2020,6,1,16,11,10.9,32
01/01/2020,7,1,9,11,12.1,59
01/01/2020,8,1,6,12,12.3,52
01/01/2020,9,1,8,8,12.3,39
01/01/2020,10,4.2,15,9,13.4,35
01/01/2020,11,2.7,9,12,14.5,58
01/01/2020,12,2,7,10,14.7,64
01/01/2020,13,2.2,8,8,14.8,65
01/01/2020,14,1,7,15,14.7,66
01/01/2020,15,1,3,8,14.4,66
01/01/2020,16,1,9,3,14.1,53
01/01/2020,17,3,18,9,13.9,51
01/01/2020,18,2.2,14,7,13.3,49
01/01/2020,19,1,9,7,12.9,58
01/01/2020,20,1,16,8,12.6,53
01/01/2020,21,1,21,10,11.6,26
01/01/2020,22,4.4,37,9,11.8,14
01/01/2020,23,1,22,14,11.7,36
01/01/2020,24,1,11,18,11.6,49
02/01/2020,1,1,3,18,11.3,45
02/01/2020,2,1,8,11,10.4,36
02/01/2020,3,1,9,11,12,27
02/01/2020,4,1,3,12,11.7,35
02/01/2020,5,1,3,11,12.5,51
02/01/2020,6,9,33,8,12.5,25
02/01/2020,7,12.5,46,12,13,24
02/01/2020,8,11,42,12,13,23
02/01/2020,9,25.6,62,17,13.4,10
02/01/2020,10,7.4,41,20,13.8,17
02/01/2020,11,15.8,31,31,13.7,10
02/01/2020,12,16.3,43,22,14.8,27
02/01/2020,13,2,15,22,15.1,60
02/01/2020,14,2,14,20,14.8,57
02/01/2020,15,1,14,13,14.6,58
02/01/2020,16,1,16,10,14.3,56
02/01/2020,17,2,20,14,14,55
02/01/2020,18,1,22,13,13.9,51
02/01/2020,19,2,33,17,13.9,40
02/01/2020,20,2,32,28,13.7,35
02/01/2020,21,1,28,24,13.5,25
02/01/2020,22,1,25,30,13.6,37
02/01/2020,23,1,9,12,13.4,57
02/01/2020,24,1,3,8,13.2,60
03/01/2020,1,1,3,6,13.1,60
03/01/2020,2,1,3,3,13,65
03/01/2020,3,1,3,3,13.3,69
03/01/2020,4,1,3,3,13.2,68
03/01/2020,5,1,3,3,13.4,72
03/01/2020,6,3.3,19,3,12.7,43
03/01/2020,7,13.2,43,3,12.4,18
03/01/2020,8,12.1,47,11,12.6,22
03/01/2020,9,18.7,54,14,12.8,12
03/01/2020,10,7.7,32,13,13.3,30
03/01/2020,11,5.5,16,16,13.9,50
03/01/2020,12,4,16,3,14.5,61
03/01/2020,13,2.1,11,3,14.6,66
03/01/2020,14,2.4,10,3,14.6,66
03/01/2020,15,3.1,13,3,14.3,59
03/01/2020,16,1,20,3,14.4,54
03/01/2020,17,2.2,32,17,14.2,41
03/01/2020,18,2.1,29,15,14,42
03/01/2020,19,1,18,9,13.5,42
03/01/2020,20,4.1,32,12,13,30
03/01/2020,21,2.7,27,19,11.9,32
03/01/2020,22,2.4,16,21,11.7,45
03/01/2020,23,1,12,19,11,41
03/01/2020,24,1,9,12,11.1,42
04/01/2020,1,1,6,17,10.9,40
04/01/2020,2,1,3,21,11.2,40
04/01/2020,3,1,3,16,11.4,41
04/01/2020,4,1,3,16,10.9,37
04/01/2020,5,1,3,15,11.8,45
04/01/2020,6,1,3,13,13.2,61
04/01/2020,7,1,3,14,13,60
04/01/2020,8,1,3,14,12.9,57
04/01/2020,9,3.7,10,13,13.3,40
04/01/2020,10,2,6,17,14.1,45
04/01/2020,11,2.3,6,15,14.5,51
04/01/2020,12,2.3,7,10,15,55
04/01/2020,13,2.3,3,33,15.6,59
04/01/2020,14,1,3,17,15.8,60
04/01/2020,15,1,3,10,15.2,62
04/01/2020,16,1,3,15,14.1,59
04/01/2020,17,1,6,11,12.6,54
04/01/2020,18,1,7,13,12,53
04/01/2020,19,1,7,12,12,57
04/01/2020,20,1,7,11,11.8,59
04/01/2020,21,1,7,13,11.3,55
04/01/2020,22,1,7,10,11,51
04/01/2020,23,1,9,10,10.8,49
04/01/2020,24,1,6,18,11,50
05/01/2020,1,1,3,11,11.4,54
05/01/2020,2,1,3,14,11.2,49
05/01/2020,3,1,3,10,11.1,47
05/01/2020,4,1,3,6,10.9,47
05/01/2020,5,1,3,11,11.2,50
05/01/2020,6,1,3,9,10.8,45
05/01/2020,7,1,3,9,10.6,44
05/01/2020,8,1,3,3,10.9,43
05/01/2020,9,2.3,8,58,12.7,41
05/01/2020,10,2.2,7,42,14.4,47
05/01/2020,11,2.4,3,18,15.1,59
05/01/2020,12,1,3,12,15.3,64
05/01/2020,13,1,3,10,15.4,67
05/01/2020,14,1,3,11,14,70
05/01/2020,15,1,3,17,13.6,70
05/01/2020,16,1,3,28,13.3,65
05/01/2020,17,2.9,16,34,12.5,47
05/01/2020,18,2,19,16,11.3,38
05/01/2020,19,1,12,16,10.9,46
05/01/2020,20,4.1,15,16,10.3,46
05/01/2020,21,3.4,13,17,11.1,55
05/01/2020,22,1,9,20,11.7,56
05/01/2020,23,1,3,22,12.1,59
05/01/2020,24,1,3,25,12.2,61
06/01/2020,1,1,3,23,12.4,59
06/01/2020,2,1,3,22,12.6,58
06/01/2020,3,1,3,17,12.8,61
06/01/2020,4,1,3,15,12.4,56
06/01/2020,5,1,3,12,12.2,53
06/01/2020,6,1,11,12,12.4,39
06/01/2020,7,5,24,15,12.8,24
06/01/2020,8,2.5,21,16,13.1,43
06/01/2020,9,1,18,18,13.3,39
06/01/2020,10,1,14,13,13.9,49
06/01/2020,11,1,11,21,14.3,55
06/01/2020,12,1,11,15,14.4,57
06/01/2020,13,1,10,17,14.6,58
06/01/2020,14,1,7,18,14.9,65
06/01/2020,15,1,3,12,15.3,69
06/01/2020,16,1,3,9,14.5,67
06/01/2020,17,1,15,19,13.5,53
06/01/2020,18,3.2,29,19,12.6,32
06/01/2020,19,34,48,28,11.2,2
06/01/2020,20,21.7,44,29,11.4,10
06/01/2020,21,8.6,33,21,11,30
06/01/2020,22,3.2,22,21,11.2,38
06/01/2020,23,1,11,14,10.9,51
06/01/2020,24,1,11,12,10.1,42
07/01/2020,1,1,3,7,10.6,54
07/01/2020,2,1,3,8,10.4,59
07/01/2020,3,1,3,11,10.5,58
07/01/2020,4,1,3,16,10.7,61
07/01/2020,5,1,7,9,11.6,56
07/01/2020,6,7.7,21,11,9.4,24
07/01/2020,7,18.5,45,17,9.5,12
07/01/2020,8,42.7,60,15,10.4,9
07/01/2020,9,27.9,48,21,12.2,17
07/01/2020,10,8.5,17,21,13.9,47
07/01/2020,11,2.8,7,16,14.5,61
07/01/2020,12,4.1,9,13,14.8,62
07/01/2020,13,1,6,18,15,66
07/01/2020,14,2.1,6,10,14.9,65
07/01/2020,15,2.4,3,14,14.7,63
07/01/2020,16,2.5,8,19,13.6,61
07/01/2020,17,7.1,29,19,12.4,36
07/01/2020,18,10.7,41,32,11.8,28
07/01/2020,19,3.3,21,29,11.1,42
07/01/2020,20,1,8,26,11.2,52
07/01/2020,21,2.1,8,15,11.3,49
07/01/2020,22,1,8,14,11.3,48
07/01/2020,23,1,8,13,10.9,47
07/01/2020,24,1,3,15,10.6,48
08/01/2020,1,1,3,14,11.1,50
08/01/2020,2,1,3,10,11.5,51
08/01/2020,3,1,3,11,12.3,52
08/01/2020,4,1,3,15,12.8,51
08/01/2020,5,1,3,12,12.7,56
08/01/2020,6,1,3,13,13.3,60
08/01/2020,7,1,8,19,12.8,54
08/01/2020,8,1,9,16,13.4,55
08/01/2020,9,1,3,20,14.2,61
08/01/2020,10,1,3,24,14.7,65
08/01/2020,11,1,3,19,14.7,67
08/01/2020,12,1,3,15,14.9,66
08/01/2020,13,6.8,10,21,14.6,65
08/01/2020,14,2,7,19,14.5,70
08/01/2020,15,15.6,25,16,14.1,61
08/01/2020,16,21.7,42,19,14.2,45
08/01/2020,17,17.5,49,21,13.8,38
08/01/2020,18,10.9,41,26,13.8,46
08/01/2020,19,4.8,22,25,13.6,65
08/01/2020,20,1,7,19,13.6,76
08/01/2020,21,1,7,21,12.2,67
08/01/2020,22,1,8,24,12.2,64
08/01/2020,23,1,9,20,12.2,61
08/01/2020,24,1,3,16,11.7,63
09/01/2020,1,1,3,15,11,62
09/01/2020,2,1,3,12,10.6,55
09/01/2020,3,1,3,12,11.1,59
09/01/2020,4,1,7,11,10.8,52
09/01/2020,5,1,10,13,11.1,53
09/01/2020,6,28.4,42,20,11.1,28
09/01/2020,7,35.1,56,20,11.3,13
09/01/2020,8,110,87,26,11.3,2
09/01/2020,9,20.2,55,31,14.3,27
09/01/2020,10,8.7,32,28,15,52
09/01/2020,11,5.6,16,18,15.3,69
09/01/2020,12,4.4,14,14,15.4,70
09/01/2020,13,1,9,12,15.4,75
09/01/2020,14,7.8,17,10,15.3,70
09/01/2020,15,11.7,25,8,14.8,62
09/01/2020,16,6.6,21,17,14.5,65
09/01/2020,17,11,49,20,13.7,36
09/01/2020,18,35.3,73,32,12.9,5
09/01/2020,19,7.9,61,32,12.4,18
09/01/2020,20,4.1,50,28,11.8,17
09/01/2020,21,4.2,37,32,11.7,30
09/01/2020,22,1,23,18,12.1,48
09/01/2020,23,1,19,19,12,36
09/01/2020,24,1,16,19,11.3,27
10/01/2020,1,1,9,11,11.2,39
10/01/2020,2,1,7,16,11,45
10/01/2020,3,1,3,18,10,35
10/01/2020,4,1,3,12,11.1,51
10/01/2020,5,11.1,15,7,11.2,39
10/01/2020,6,14.5,41,3,12,14
10/01/2020,7,21.6,38,3,11.2,10
10/01/2020,8,17.1,50,9,11.6,16
10/01/2020,9,7.4,30,18,12.2,32
10/01/2020,10,4.3,18,19,13.7,42
10/01/2020,11,6.6,17,9,12.8,64
10/01/2020,12,43.7,43,14,13.4,42
10/01/2020,13,21.6,30,20,13.4,55
10/01/2020,14,34.7,34,13,12.4,46
10/01/2020,15,145,81,17,12.3,8
10/01/2020,16,77.7,61,27,12.4,23
10/01/2020,17,103,68,24,12.8,16
10/01/2020,18,43,39,22,13.1,40
10/01/2020,19,96.7,60,23,13.4,23
10/01/2020,20,75.3,56,27,13.4,32
10/01/2020,21,45.3,33,21,12.6,46
10/01/2020,22,19.3,27,20,12.6,47
10/01/2020,23,1,3,19,12.7,65
10/01/2020,24,1,3,14,12.8,66
11/01/2020,1,1,3,19,12.7,65
11/01/2020,2,1,3,21,12.9,65
11/01/2020,3,1,3,25,12.7,64
11/01/2020,4,1,3,17,12.6,64
11/01/2020,5,1,3,15,12.3,64
11/01/2020,6,1,3,18,12.5,64
11/01/2020,7,1,3,15,12.4,63
11/01/2020,8,1,3,15,12.3,62
11/01/2020,9,1,3,15,12.3,60
11/01/2020,10,1,3,20,12.5,60
11/01/2020,11,1,3,19,12.8,60
11/01/2020,12,1,3,17,12.6,60
11/01/2020,13,1,3,20,12.5,61
11/01/2020,14,1,3,21,12.3,59
11/01/2020,15,1,3,19,11.6,57
11/01/2020,16,1,3,12,12.1,57
11/01/2020,17,1,3,16,12.3,58
11/01/2020,18,1,3,16,12.4,63
11/01/2020,19,1,3,16,12.4,61
11/01/2020,20,1,3,16,12,62
11/01/2020,21,1,3,10,11.6,60
11/01/2020,22,1,3,14,10.7,52
11/01/2020,23,1,3,12,11.3,58
11/01/2020,24,1,3,16,11.1,56
12/01/2020,1,1,3,12,11.1,59
12/01/2020,2,1,3,8,11.3,57
12/01/2020,3,1,3,8,11.9,58
12/01/2020,4,1,3,11,11.5,57
12/01/2020,5,1,3,9,11.7,60
12/01/2020,6,1,3,15,11.4,57
12/01/2020,7,1,3,11,11.1,58
12/01/2020,8,1,3,10,11.1,56
12/01/2020,9,1,3,9,12.6,58
12/01/2020,10,1,3,8,13.3,58
12/01/2020,11,1,3,7,13.4,58
12/01/2020,12,1,3,8,13.4,61
12/01/2020,13,1,3,10,13.3,63
12/01/2020,14,1,3,10,13.5,64
12/01/2020,15,1,3,15,13,65
12/01/2020,16,1,3,12,13.2,67
12/01/2020,17,1,3,16,12.3,64
12/01/2020,18,1,10,14,11.2,51
12/01/2020,19,2.6,14,15,10.6,37
12/01/2020,20,2.9,13,14,10.6,38
12/01/2020,21,1,9,11,10.3,45
12/01/2020,22,1,11,11,9.9,42
12/01/2020,23,1,3,10,9.5,45
12/01/2020,24,1,3,15,9,44
13/01/2020,1,1,3,13,9.6,47
13/01/2020,2,1,3,7,9.2,45
13/01/2020,3,1,3,3,9.1,49
13/01/2020,4,1,3,3,9.1,52
13/01/2020,5,1,3,3,8.7,42
13/01/2020,6,1,10,3,9,38
13/01/2020,7,10.5,37,3,9.2,15
13/01/2020,8,44.5,63,16,9.9,7
13/01/2020,9,22.7,52,22,11.5,19
13/01/2020,10,11,26,20,12.6,41
13/01/2020,11,5.5,18,19,13.7,55
13/01/2020,12,2.4,11,15,13.9,67
13/01/2020,13,2.8,12,10,13.9,70
13/01/2020,14,2.9,13,9,13.7,71
13/01/2020,15,2.6,14,8,14,70
13/01/2020,16,1,12,8,13.5,69
13/01/2020,17,1,25,11,12.3,57
13/01/2020,18,1,28,17,11.4,49
13/01/2020,19,1,22,13,11.7,56
13/01/2020,20,1,16,14,11.6,63
13/01/2020,21,1,10,11,11.5,67
13/01/2020,22,1,3,7,11.9,74
13/01/2020,23,1,3,13,12.3,74
13/01/2020,24,1,3,10,12,77
14/01/2020,1,1,3,7,12.1,78
14/01/2020,2,1,3,12,12.4,79
14/01/2020,3,1,3,14,12.6,81
14/01/2020,4,1,3,12,12.6,81
14/01/2020,5,1,3,10,12.8,76
14/01/2020,6,1,8,16,12.8,69
14/01/2020,7,2.6,33,12,12.7,49
14/01/2020,8,2,27,23,13,56
14/01/2020,9,1,14,18,13.8,70
14/01/2020,10,1,11,16,14.4,71
14/01/2020,11,1,9,16,14.8,75
14/01/2020,12,1,9,15,14.8,76
14/01/2020,13,1,9,15,14.7,76
14/01/2020,14,1,9,12,14.7,77
14/01/2020,15,1,11,12,14.6,77
14/01/2020,16,1,11,20,13.8,78
14/01/2020,17,1,16,15,13.5,73
14/01/2020,18,2,21,18,13.4,71
14/01/2020,19,2.1,21,20,12.8,67
14/01/2020,20,1,15,19,12.5,67
14/01/2020,21,1,11,10,12.5,72
14/01/2020,22,1,7,9,12.3,77
14/01/2020,23,1,6,15,12.1,76
14/01/2020,24,1,3,14,11.6,74
15/01/2020,1,1,3,15,11.7,73
15/01/2020,2,1,3,9,11.3,74
15/01/2020,3,1,3,11,11.2,67
15/01/2020,4,1,3,12,11.6,69
15/01/2020,5,1,3,12,12.6,69
15/01/2020,6,1,9,12,12.9,65
15/01/2020,7,3.3,37,13,12.9,41
15/01/2020,8,4.4,37,13,13.4,46
15/01/2020,9,1,15,18,14.1,46
15/01/2020,10,3.3,15,20,15.3,66
15/01/2020,11,2.1,12,14,15.5,72
15/01/2020,12,2,12,14,15.5,72
15/01/2020,13,2.3,12,18,15.7,75
15/01/2020,14,1,10,15,15.9,79
15/01/2020,15,1,12,20,15.7,79
15/01/2020,16,1,13,24,15.1,76
15/01/2020,17,1,20,25,13.9,66
15/01/2020,18,1,26,28,13.3,56
15/01/2020,19,1,29,22,12.8,47
15/01/2020,20,3.3,34,24,12.2,29
15/01/2020,21,1,26,19,12.4,39
15/01/2020,22,3.7,24,22,11.7,40
15/01/2020,23,1,16,17,11.4,52
15/01/2020,24,1,7,17,10.9,55
16/01/2020,1,1,3,15,10.8,58
16/01/2020,2,1,3,17,10.7,50
16/01/2020,3,1,3,12,11.1,60
16/01/2020,4,1,7,12,11.1,57
16/01/2020,5,1,10,21,11.3,44
16/01/2020,6,11.2,38,13,11.5,25
16/01/2020,7,18.6,50,18,11.2,28
16/01/2020,8,71.8,71,22,11.4,10
16/01/2020,9,85.3,71,28,13.5,7
16/01/2020,10,29.7,46,37,14.7,36
16/01/2020,11,3.4,15,35,15.3,69
16/01/2020,12,2,9,21,15.3,74
16/01/2020,13,2.6,13,17,15.6,71
16/01/2020,14,2.4,13,14,15.5,72
16/01/2020,15,1,13,16,15.5,74
16/01/2020,16,1,17,16,14.7,71
16/01/2020,17,1,32,18,13.7,50
16/01/2020,18,5.1,57,25,12.6,24
16/01/2020,19,2.3,41,28,12.4,35
16/01/2020,20,2.8,33,23,12,40
16/01/2020,21,1,22,23,11.8,41
16/01/2020,22,1,12,19,12.1,56
16/01/2020,23,1,7,12,12.1,64
16/01/2020,24,1,3,14,12.1,66
17/01/2020,1,1,3,9,12.5,74
17/01/2020,2,1,3,3,12.9,79
17/01/2020,3,1,3,10,12.8,78
17/01/2020,4,1,3,13,13,78
17/01/2020,5,1,3,13,13.4,81
17/01/2020,6,1,3,12,13.5,83
17/01/2020,7,1,3,13,13.6,83
17/01/2020,8,1,3,12,14,85
17/01/2020,9,1,3,15,14.6,83
17/01/2020,10,1,6,20,14.8,82
17/01/2020,11,1,7,22,15,83
17/01/2020,12,1,7,19,15.5,82
17/01/2020,13,1,6,23,16.1,83
17/01/2020,14,1,7,21,16.3,85
17/01/2020,15,1,3,44,16.3,85
17/01/2020,16,1,8,31,16.1,77
17/01/2020,17,1,11,31,14.2,65
17/01/2020,18,1,7,25,14.3,70
17/01/2020,19,1,3,20,14.2,69
17/01/2020,20,1,3,16,12.9,76
17/01/2020,21,1,3,21,12.5,77
17/01/2020,22,1,3,19,12.2,76
17/01/2020,23,1,3,15,11.4,72
17/01/2020,24,1,3,15,10.5,63
18/01/2020,1,1,3,12,10.6,61
18/01/2020,2,1,3,11,11.2,59
18/01/2020,3,1,3,15,10.9,56
18/01/2020,4,1,3,14,11.2,53
18/01/2020,5,1,7,17,11.1,40
18/01/2020,6,3.4,14,24,10.5,37
18/01/2020,7,19.2,35,16,10.5,21
18/01/2020,8,17.4,41,18,11.2,20
18/01/2020,9,14.2,40,24,12.3,24
18/01/2020,10,5.8,23,26,13.9,35
18/01/2020,11,1,8,25,14.7,64
18/01/2020,12,1,7,16,14.8,71
18/01/2020,13,1,7,13,15,72
18/01/2020,14,1,3,13,15.4,76
18/01/2020,15,1,3,13,15.1,75
18/01/2020,16,1,3,18,15.2,73
18/01/2020,17,1,12,17,14.2,65
18/01/2020,18,1,24,29,13.2,48
18/01/2020,19,5.6,43,26,12.5,28
18/01/2020,20,2.5,28,32,12.2,35
18/01/2020,21,5.9,31,24,11.5,27
18/01/2020,22,2.3,25,21,11.7,30
18/01/2020,23,1,27,27,12.1,23
18/01/2020,24,1,3,15,12.8,59
19/01/2020,1,1,3,10,13,58
19/01/2020,2,1,3,7,13,56
19/01/2020,3,1,3,11,13.2,53
19/01/2020,4,1,7,11,13,37
19/01/2020,5,3.6,13,11,12.7,25
19/01/2020,6,1,3,7,12.4,36
19/01/2020,7,1,9,3,12.6,35
19/01/2020,8,1,12,6,13.2,39
19/01/2020,9,1,10,10,13.1,56
19/01/2020,10,1,10,9,12.9,60
19/01/2020,11,1,9,14,12.9,63
19/01/2020,12,1,7,10,12.8,68
19/01/2020,13,4.7,16,7,12.8,61
19/01/2020,14,12.4,20,12,12.8,60
19/01/2020,15,43.4,42,13,12.1,46
19/01/2020,16,1,12,14,12.2,59
19/01/2020,17,1,15,10,11.6,55
19/01/2020,18,15.1,26,16,11.1,61
19/01/2020,19,71.8,43,18,11.8,45
19/01/2020,20,27.7,22,22,12,68
19/01/2020,21,1,3,17,11.6,84
19/01/2020,22,1,3,24,11.7,85
19/01/2020,23,1,3,16,11.8,82
19/01/2020,24,1,3,22,11.9,79
20/01/2020,1,1,3,21,11.9,80
20/01/2020,2,1,3,22,12,81
20/01/2020,3,1,3,20,11.9,81
20/01/2020,4,1,3,21,12.4,83
20/01/2020,5,1,3,19,12.8,82
20/01/2020,6,1,3,22,12.7,83
20/01/2020,7,1,3,24,12.4,77
20/01/2020,8,1,3,32,12.3,81
20/01/2020,9,1,3,34,12.7,84
20/01/2020,10,1,3,28,12.6,80
20/01/2020,11,1,3,26,12.7,81
20/01/2020,12,1,3,25,12.7,83
20/01/2020,13,2.4,8,25,13.4,72
20/01/2020,14,2.5,8,25,13.7,73
20/01/2020,15,2.1,12,23,13.9,67
20/01/2020,16,3,16,25,14,61
20/01/2020,17,1,13,27,14.3,67
20/01/2020,18,1,12,31,14,73
20/01/2020,19,1,3,32,13.9,81
20/01/2020,20,1,3,25,14.3,78
20/01/2020,21,1,3,26,14.4,78
20/01/2020,22,1,3,36,14.9,81
20/01/2020,23,1,3,38,15.4,84
20/01/2020,24,1,3,51,15.3,84
21/01/2020,1,1,3,46,15.3,82
21/01/2020,2,1,3,49,15.3,82
21/01/2020,3,1,3,56,15.2,83
21/01/2020,4,1,3,59,15.2,81
21/01/2020,5,1,3,62,15.2,81
21/01/2020,6,1,3,64,15.4,79
21/01/2020,7,1,3,67,15.4,78
21/01/2020,8,1,6,64,15.6,77
21/01/2020,9,1,3,66,15.7,78
21/01/2020,10,1,3,65,15.7,78
21/01/2020,11,1,3,67,15.8,77
21/01/2020,12,4.1,8,69,15.8,74
21/01/2020,13,1,3,68,15.7,77
21/01/2020,14,2.9,8,67,15.5,75
21/01/2020,15,2.2,7,68,15.4,79
21/01/2020,16,1,7,59,15.2,80
21/01/2020,17,2.4,7,62,15.4,82
21/01/2020,18,1,7,65,15.2,82
21/01/2020,19,2.1,9,57,15.3,81
21/01/2020,20,1,7,59,15.4,80
21/01/2020,21,1,3,62,15.6,80
21/01/2020,22,1,3,60,15.4,80
21/01/2020,23,1,3,68,15.3,79
21/01/2020,24,1,3,64,15.2,77
22/01/2020,1,1,3,62,15.2,74
22/01/2020,2,1,3,69,15.3,71
22/01/2020,3,1,3,71,15.4,67
22/01/2020,4,1,3,85,15.3,64
22/01/2020,5,1,3,92,15.3,67
22/01/2020,6,1,8,92,15.1,62
22/01/2020,7,2.2,14,103,15.2,62
22/01/2020,8,2.7,14,95,15.3,62
22/01/2020,9,2,10,86,15.5,64
22/01/2020,10,3.1,10,91,15.7,62
22/01/2020,11,2.5,7,88,16.2,65
22/01/2020,12,2.8,7,80,16.4,67
22/01/2020,13,2.3,7,81,16.3,69
22/01/2020,14,2.5,7,73,16.1,68
22/01/2020,15,3.8,11,70,15.8,67
22/01/2020,16,3.8,12,80,15.6,70
22/01/2020,17,6.7,20,87,15.6,65
22/01/2020,18,4,15,71,15.5,67
22/01/2020,19,2.2,11,69,15.6,73
22/01/2020,20,1,8,62,15.6,75
22/01/2020,21,1,3,59,15.7,75
22/01/2020,22,1,3,55,15.9,75
22/01/2020,23,1,3,58,15.9,74
22/01/2020,24,1,3,60,15.6,70
23/01/2020,1,1,3,54,15.7,68
23/01/2020,2,1,3,53,15.7,67
23/01/2020,3,1,3,57,15.2,59
23/01/2020,4,1,3,64,15,50
23/01/2020,5,1,3,69,14.2,52
23/01/2020,6,1,11,101,13.1,41
23/01/2020,7,2.7,23,154,12.8,29
23/01/2020,8,12.9,42,120,12.8,12
23/01/2020,9,7.8,29,92,14.6,30
23/01/2020,10,2.6,11,82,15.6,56
23/01/2020,11,2.3,9,70,16,60
23/01/2020,12,2.9,10,90,16.5,60
23/01/2020,13,3.4,12,85,16.3,61
23/01/2020,14,2.1,8,65,16.4,64
23/01/2020,15,3,11,68,16.3,65
23/01/2020,16,3.1,14,71,16.1,62
23/01/2020,17,4.9,26,71,14.5,39
23/01/2020,18,10.5,28,69,13,25
23/01/2020,19,9.7,24,65,12.9,30
23/01/2020,20,3.6,21,70,13,37
23/01/2020,21,4.1,21,77,12.6,34
23/01/2020,22,1,11,85,12.5,38
23/01/2020,23,1,3,77,12.6,42
23/01/2020,24,1,14,85,12.6,30
24/01/2020,1,4.5,19,84,12.4,27
24/01/2020,2,1,9,68,12.5,35
24/01/2020,3,1,3,45,12.7,39
24/01/2020,4,1,6,36,12.2,37
24/01/2020,5,1,3,30,12.1,40
24/01/2020,6,7.9,22,31,11.9,24
24/01/2020,7,32.9,45,24,12,9
24/01/2020,8,50.8,58,28,12.1,5
24/01/2020,9,31.7,44,26,13.2,16
24/01/2020,10,2.7,9,31,14.2,47
24/01/2020,11,3.1,9,31,14.9,57
24/01/2020,12,2.6,7,37,15.7,62
24/01/2020,13,1,3,47,16.3,65
24/01/2020,14,1,3,46,16,67
24/01/2020,15,1,3,53,15.6,68
24/01/2020,16,3,8,58,14.9,61
24/01/2020,17,9,27,73,13.7,42
24/01/2020,18,5.7,29,83,12.7,29
24/01/2020,19,16.1,36,79,12.1,21
24/01/2020,20,13,30,74,11.5,22
24/01/2020,21,6,34,66,11.4,27
24/01/2020,22,4.1,32,66,11.1,24
24/01/2020,23,3,27,70,11.5,35
24/01/2020,24,3.8,22,77,10.9,21
25/01/2020,1,1,14,65,11,31
25/01/2020,2,1,15,59,11.9,29
25/01/2020,3,1,3,52,11.3,43
25/01/2020,4,1,3,45,11.4,56
25/01/2020,5,1,3,49,11.4,46
25/01/2020,6,4.6,24,39,10.9,22
25/01/2020,7,48.8,52,34,11.3,6
25/01/2020,8,5.2,33,39,12.2,34
25/01/2020,9,3.4,21,35,14,51
25/01/2020,10,3.6,14,41,15,63
25/01/2020,11,2.9,11,47,15.3,67
25/01/2020,12,2.9,9,57,15.6,69
25/01/2020,13,2.7,9,70,15.6,69
25/01/2020,14,1,3,84,15.5,73
25/01/2020,15,1,3,90,15.4,79
25/01/2020,16,2,8,81,15.2,75
25/01/2020,17,6.1,22,96,14.9,70
25/01/2020,18,2.9,21,120,14.4,62
25/01/2020,19,3.6,21,91,14.3,67
25/01/2020,20,4.9,20,84,14.1,65
25/01/2020,21,2.5,14,90,14,66
25/01/2020,22,1,9,82,14,70
25/01/2020,23,1,8,71,13.9,67
25/01/2020,24,1,8,61,13.7,64
26/01/2020,1,1,3,51,13.8,64
26/01/2020,2,1,3,44,14,68
26/01/2020,3,1,3,38,13.4,59
26/01/2020,4,1,6,31,13.3,52
26/01/2020,5,1,8,33,12.8,42
26/01/2020,6,1,8,28,12.7,42
26/01/2020,7,1,9,29,12.4,39
26/01/2020,8,6.8,16,27,12,27
26/01/2020,9,7.5,20,25,12.8,24
26/01/2020,10,6.1,14,22,14.7,52
26/01/2020,11,3.8,11,32,16,59
26/01/2020,12,3,8,34,16.5,64
26/01/2020,13,2.3,6,46,16.8,70
26/01/2020,14,1,3,47,17,74
26/01/2020,15,1,3,47,15.5,79
26/01/2020,16,1,3,40,14.8,76
26/01/2020,17,1,7,46,13.5,68
26/01/2020,18,1,10,43,12.7,57
26/01/2020,19,1,14,51,12.5,47
26/01/2020,20,1,18,45,12.2,43
26/01/2020,21,1,11,41,11.8,51
26/01/2020,22,1,13,35,11.2,46
26/01/2020,23,1,3,32,11.9,61
26/01/2020,24,1,3,36,11.6,65
27/01/2020,1,1,3,26,10.4,48
27/01/2020,2,1,3,19,11.1,49
27/01/2020,3,1,3,12,10.9,46
27/01/2020,4,1,3,7,10.7,44
27/01/2020,5,1,7,3,10.8,40
27/01/2020,6,3.1,13,10,10.8,34
27/01/2020,7,15.3,42,8,10.4,10
27/01/2020,8,20.2,44,17,10.7,11
27/01/2020,9,13.6,37,15,12.9,27
27/01/2020,10,8.3,20,23,14.3,44
27/01/2020,11,4.4,13,15,14.9,53
27/01/2020,12,3.2,10,17,15,58
27/01/2020,13,3,10,14,15.1,61
27/01/2020,14,2.8,9,11,15.4,63
27/01/2020,15,1,8,11,15.5,72
27/01/2020,16,1,9,10,14.9,71
27/01/2020,17,1,11,19,14.2,63
27/01/2020,18,1,11,18,14,64
27/01/2020,19,1,7,25,14.2,70
27/01/2020,20,1,3,16,14.1,74
27/01/2020,21,1,3,16,13.9,73
27/01/2020,22,1,3,21,13.8,73
27/01/2020,23,1,3,18,13.6,76
27/01/2020,24,1,3,13,13.7,77
28/01/2020,1,1,3,23,13.7,75
28/01/2020,2,1,3,20,13.8,71
