DATA_HI,PERIODE_HI,NO_HI,NO2_HI,PM10_HI,TMP_HI,O3_HI
01/01/2020,1,1,22,17,10.7,40
01/01/2020,2,1,23,18,10.1,26
01/01/2020,3,1,18,19,10.5,32
01/01/2020,4,1,19,12,10.5,35
01/01/2020,5,1,9,12,10.5,52
01/01/2020,6,1,12,15,10,45
01/01/2020,7,1,7,13,11.6,66
01/01/2020,8,1,3,11,12,63
01/01/2020,9,1,3,8,11.6,48
01/01/2020,10,1,6,9,12.8,52
01/01/2020,11,1,3,11,14.4,71
01/01/2020,12,1,3,15,14.5,75
01/01/2020,13,1,3,11,14.7,79
01/01/2020,14,1,3,8,14.4,79
01/01/2020,15,1,3,11,14,78
01/01/2020,16,1,3,12,13.9,75
01/01/2020,17,1,14,12,13.5,61
01/01/2020,18,1,18,14,12.8,52
01/01/2020,19,1,15,15,12.3,55
01/01/2020,20,1,22,15,11.7,39
01/01/2020,21,1,20,26,10.2,19
01/01/2020,22,2.7,28,21,9.7,17
01/01/2020,23,2.6,28,25,9.5,19
01/01/2020,24,1,17,26,10.7,28
02/01/2020,1,1,3,21,9,39
02/01/2020,2,1,7,17,9.2,38
02/01/2020,3,1,7,13,9.5,40
02/01/2020,4,1,7,16,10.4,37
02/01/2020,5,1,3,10,11.9,45
02/01/2020,6,3.2,18,8,12.3,45
02/01/2020,7,1,25,8,12.1,24
02/01/2020,8,11.2,35,12,12.5,29
02/01/2020,9,11.6,41,20,13.2,26
02/01/2020,10,7.3,40,18,13.6,32
02/01/2020,11,3.9,24,17,13.1,24
02/01/2020,12,6.1,33,17,14.3,37
02/01/2020,13,2.8,15,21,14.6,67
02/01/2020,14,1,16,10,14.3,67
02/01/2020,15,2.4,19,10,14.2,61
02/01/2020,16,2.1,20,15,14,65
02/01/2020,17,1,15,17,13.8,69
02/01/2020,18,1,19,17,13.7,65
02/01/2020,19,1,21,18,13.7,59
02/01/2020,20,1,26,20,13.5,51
02/01/2020,21,1,22,18,13,41
02/01/2020,22,1,25,24,12.7,36
02/01/2020,23,1,11,20,12.7,62
02/01/2020,24,3.3,8,10,12.5,78
03/01/2020,1,1,3,11,12.3,69
03/01/2020,2,1,3,9,12.3,68
03/01/2020,3,1,3,9,12.9,79
03/01/2020,4,1,3,7,13,84
03/01/2020,5,1,3,7,13,85
03/01/2020,6,1,10,6,12.1,61
03/01/2020,7,1,18,3,11.9,50
03/01/2020,8,1,26,11,12.1,47
03/01/2020,9,3.4,31,12,12.4,37
03/01/2020,10,1,20,15,13,47
03/01/2020,11,1,7,12,13.5,67
03/01/2020,12,1,7,7,14,76
03/01/2020,13,1,7,7,14.2,79
03/01/2020,14,1,6,7,14.2,80
03/01/2020,15,1,3,11,14,82
03/01/2020,16,1,13,8,14,73
03/01/2020,17,1,21,9,13.7,65
03/01/2020,18,1,25,15,13.2,45
03/01/2020,19,1,15,18,13,50
03/01/2020,20,1,16,20,12.5,51
03/01/2020,21,1,17,25,11.6,46
03/01/2020,22,1,11,24,11.3,60
03/01/2020,23,1,8,18,10.8,53
03/01/2020,24,1,6,17,10.7,55
04/01/2020,1,1,3,18,10.5,47
04/01/2020,2,1,3,18,10.8,52
04/01/2020,3,1,3,21,11,49
04/01/2020,4,1,3,21,10.8,45
04/01/2020,5,1,3,20,12,58
04/01/2020,6,14.9,21,15,13.1,66
04/01/2020,7,1,3,19,12.9,76
04/01/2020,8,1,3,20,12.7,69
04/01/2020,9,1,7,19,13,55
04/01/2020,10,1,7,18,13.6,55
04/01/2020,11,1,3,17,14.1,66
04/01/2020,12,1,3,12,14.4,66
04/01/2020,13,1,3,13,15.3,69
04/01/2020,14,1,3,10,15.4,77
04/01/2020,15,1,3,12,14.8,76
04/01/2020,16,1,3,11,13.8,76
04/01/2020,17,1,3,11,12.5,69
04/01/2020,18,1,7,14,11.7,63
04/01/2020,19,1,7,15,11.7,66
04/01/2020,20,1,6,15,11.5,72
04/01/2020,21,1,7,17,11.1,66
04/01/2020,22,1,6,18,10.6,60
04/01/2020,23,1,7,11,10.4,63
04/01/2020,24,1,3,12,10.5,68
05/01/2020,1,1,3,11,11,68
05/01/2020,2,1,3,15,11,65
05/01/2020,3,1,3,13,10.8,59
05/01/2020,4,1,3,14,10.6,57
05/01/2020,5,1,3,16,10.9,64
05/01/2020,6,1,3,16,10.4,60
05/01/2020,7,1,3,13,10.4,63
05/01/2020,8,1,3,12,10.7,58
05/01/2020,9,1,3,16,12.3,57
05/01/2020,10,1,3,12,13.9,59
05/01/2020,11,1,3,18,14.7,76
05/01/2020,12,1,3,18,14.8,75
05/01/2020,13,1,3,10,14.9,79
05/01/2020,14,1,3,8,13.7,78
05/01/2020,15,1,3,23,13.3,81
05/01/2020,16,1,3,27,13.2,80
05/01/2020,17,1,10,31,12.4,66
05/01/2020,18,1,11,25,11.2,59
05/01/2020,19,1,6,20,10.8,69
05/01/2020,20,1,8,22,9.9,62
05/01/2020,21,1,9,24,10.1,67
05/01/2020,22,1,6,24,11,69
05/01/2020,23,1,3,22,11.7,68
05/01/2020,24,1,3,23,11.8,69
06/01/2020,1,1,3,22,12,70
06/01/2020,2,1,3,21,12,68
06/01/2020,3,1,3,21,12.2,68
06/01/2020,4,1,3,17,11.9,57
06/01/2020,5,1,3,16,12,61
06/01/2020,6,1,8,19,11.9,59
06/01/2020,7,1,12,20,11.8,39
06/01/2020,8,1,16,19,12.4,33
06/01/2020,9,1,14,20,13,58
06/01/2020,10,1,12,21,13.5,61
06/01/2020,11,1,12,26,13.9,60
06/01/2020,12,1,10,27,13.8,68
06/01/2020,13,1,8,24,14.1,70
06/01/2020,14,1,3,21,14.7,74
06/01/2020,15,1,3,14,15.3,76
06/01/2020,16,1,3,15,14.4,81
06/01/2020,17,1,11,17,13.3,72
06/01/2020,18,2.8,24,26,12.2,47
06/01/2020,19,2.8,27,32,10.6,28
06/01/2020,20,3.8,30,32,10.7,31
06/01/2020,21,1,24,27,10.3,39
06/01/2020,22,1,19,23,10.2,46
06/01/2020,23,1,12,19,10.2,52
06/01/2020,24,1,7,21,9.5,58
07/01/2020,1,1,3,13,10.2,67
07/01/2020,2,1,3,17,9.7,66
07/01/2020,3,1,3,10,9.7,64
07/01/2020,4,1,3,11,9.6,66
07/01/2020,5,1,3,12,10.7,62
07/01/2020,6,1,9,14,8.9,37
07/01/2020,7,1,24,11,8.8,25
07/01/2020,8,12.8,48,13,9.7,15
07/01/2020,9,11.3,34,22,12,29
07/01/2020,10,2.1,10,9,13.5,62
07/01/2020,11,1,3,16,14.2,74
07/01/2020,12,1,3,12,14.3,78
07/01/2020,13,1,3,15,14.5,78
07/01/2020,14,1,3,14,14.5,80
07/01/2020,15,1,3,17,14.1,77
07/01/2020,16,1,3,16,13.4,79
07/01/2020,17,1,16,19,12.1,60
07/01/2020,18,2.1,28,54,11.1,46
07/01/2020,19,1,14,38,10.6,63
07/01/2020,20,1,8,29,10.8,67
07/01/2020,21,1,3,22,11,69
07/01/2020,22,1,3,16,10.9,66
07/01/2020,23,1,3,21,10.4,65
07/01/2020,24,1,3,16,10.3,61
08/01/2020,1,1,3,14,10.8,68
08/01/2020,2,1,3,14,11.2,64
08/01/2020,3,1,3,12,12,66
08/01/2020,4,1,3,15,12.6,65
08/01/2020,5,1,3,11,12.6,71
08/01/2020,6,1,3,17,13,79
08/01/2020,7,1,3,19,12.8,70
08/01/2020,8,8.7,12,20,13.3,69
08/01/2020,9,14.4,18,32,14,63
08/01/2020,10,37.3,33,26,14.4,54
08/01/2020,11,18.4,29,27,14.5,59
08/01/2020,12,18.3,29,25,14.5,59
08/01/2020,13,16,31,21,14.3,65
08/01/2020,14,19,27,19,14.3,71
08/01/2020,15,8.3,26,22,13.9,73
08/01/2020,16,4,19,18,13.9,78
08/01/2020,17,1,8,23,13.5,91
08/01/2020,18,1,10,29,13.4,91
08/01/2020,19,1,3,27,13.2,87
08/01/2020,20,1,3,25,13.2,95
08/01/2020,21,1,7,27,12.1,78
08/01/2020,22,1,8,28,12.1,74
08/01/2020,23,1,3,21,11.8,76
08/01/2020,24,1,3,18,11.6,80
09/01/2020,1,1,3,13,11.4,79
09/01/2020,2,1,7,14,10.4,67
09/01/2020,3,1,3,15,10.6,71
09/01/2020,4,1,6,17,10.6,68
09/01/2020,5,1,9,16,10.7,66
09/01/2020,6,1,13,16,10.6,59
09/01/2020,7,5.7,35,23,10.8,30
09/01/2020,8,27.9,55,22,10.9,17
09/01/2020,9,10.3,37,30,13.7,51
09/01/2020,10,3.3,18,28,14.6,79
09/01/2020,11,1,8,16,15.1,89
09/01/2020,12,1,3,11,15.2,93
09/01/2020,13,1,3,11,15.2,95
09/01/2020,14,1,3,8,14.9,95
09/01/2020,15,1,3,8,14.4,91
09/01/2020,16,1,9,10,14.1,90
09/01/2020,17,2,31,12,13.5,58
09/01/2020,18,2.9,46,25,13.1,42
09/01/2020,19,2.9,41,31,12.6,50
09/01/2020,20,1,32,26,11.6,51
09/01/2020,21,2.4,32,45,12,50
09/01/2020,22,1,26,32,11.4,34
09/01/2020,23,1,23,47,10.5,36
09/01/2020,24,1,12,26,10.3,52
10/01/2020,1,1,8,22,9.8,45
10/01/2020,2,1,10,22,9,38
10/01/2020,3,1,3,32,9.5,53
10/01/2020,4,1,3,14,10.5,61
10/01/2020,5,1,3,8,10.4,55
10/01/2020,6,1,19,6,10.9,40
10/01/2020,7,1,21,10,10.6,37
10/01/2020,8,4.4,30,9,11.1,33
10/01/2020,9,2.6,20,14,12.1,56
10/01/2020,10,2,13,17,13.3,60
10/01/2020,11,8.6,29,13,12.7,65
10/01/2020,12,8.2,27,17,13.1,74
10/01/2020,13,2,8,14,13,86
10/01/2020,14,8.9,14,15,12.3,85
10/01/2020,15,4.9,21,16,12.1,69
10/01/2020,16,7.8,30,13,12.2,60
10/01/2020,17,6.1,25,16,12.7,65
10/01/2020,18,24.5,45,14,13.1,43
10/01/2020,19,17.6,41,19,13.3,49
10/01/2020,20,19.1,40,22,13.3,53
10/01/2020,21,39.1,37,22,12.7,52
10/01/2020,22,41.4,40,26,12.8,46
10/01/2020,23,42.8,43,22,12.6,52
10/01/2020,24,59.5,43,27,12.6,46
11/01/2020,1,101,53,27,12.7,39
11/01/2020,2,114,64,31,12.7,38
11/01/2020,3,99.4,54,36,12.6,32
11/01/2020,4,86.6,57,30,12.5,43
11/01/2020,5,52.4,41,33,12.1,47
11/01/2020,6,64.1,51,26,12.2,41
11/01/2020,7,25,25,27,12.2,56
11/01/2020,8,12.8,17,21,12,64
11/01/2020,9,13.1,15,22,12.1,67
11/01/2020,10,7.4,12,23,12.1,71
11/01/2020,11,1,3,21,12.4,69
11/01/2020,12,1,3,20,12.3,69
11/01/2020,13,1,3,23,12.1,68
11/01/2020,14,1,3,23,12,69
11/01/2020,15,1,3,18,11.3,67
11/01/2020,16,1,3,22,11.8,70
11/01/2020,17,1,3,20,12.1,70
11/01/2020,18,1,3,20,12.1,72
11/01/2020,19,1,3,18,12.2,71
11/01/2020,20,1,3,23,11.9,80
11/01/2020,21,1,3,22,11.7,75
11/01/2020,22,1,3,19,11.2,76
11/01/2020,23,1,3,13,11.7,75
11/01/2020,24,1,3,13,11.7,76
12/01/2020,1,1,3,15,11.4,77
12/01/2020,2,1,3,16,11.5,71
12/01/2020,3,1,3,8,11.9,72
12/01/2020,4,1,3,9,11.7,73
12/01/2020,5,1,3,10,11.6,74
12/01/2020,6,1,3,13,11.4,71
12/01/2020,7,1,3,10,11.5,74
12/01/2020,8,1,3,11,11.3,72
12/01/2020,9,1,3,12,12.3,70
12/01/2020,10,1,3,10,12.8,67
12/01/2020,11,1,3,12,12.9,70
12/01/2020,12,1,3,10,13,70
12/01/2020,13,1,3,12,12.9,75
12/01/2020,14,1,3,12,13.1,73
12/01/2020,15,1,3,12,12.8,80
12/01/2020,16,13,20,16,12.9,69
12/01/2020,17,1,6,21,12.3,84
12/01/2020,18,1,3,19,11.5,73
12/01/2020,19,1,8,19,10.5,54
12/01/2020,20,1,9,20,10.5,55
12/01/2020,21,1,6,19,10.2,59
12/01/2020,22,1,8,19,9.6,55
12/01/2020,23,1,3,17,9.1,51
12/01/2020,24,1,3,11,8.8,57
13/01/2020,1,1,3,13,8.7,60
13/01/2020,2,1,3,13,8.2,50
13/01/2020,3,1,3,10,7.9,53
13/01/2020,4,1,3,10,8.1,58
13/01/2020,5,1,3,9,7.6,51
13/01/2020,6,1,11,8,7.8,41
13/01/2020,7,4.8,25,9,7.9,23
13/01/2020,8,43.1,50,12,8.7,9
13/01/2020,9,24.6,41,24,10.4,23
13/01/2020,10,8.1,18,16,12.5,50
13/01/2020,11,2,10,11,13.6,70
13/01/2020,12,1,6,16,13.8,75
13/01/2020,13,1,6,11,13.8,84
13/01/2020,14,1,7,9,13.7,83
13/01/2020,15,1,8,8,13.7,86
13/01/2020,16,1,7,11,13.4,87
13/01/2020,17,1,14,11,12.1,81
13/01/2020,18,1,24,15,11.5,67
13/01/2020,19,1,19,17,11.5,71
13/01/2020,20,1,15,11,11.5,79
13/01/2020,21,1,13,13,11.4,83
13/01/2020,22,1,3,12,11.7,85
13/01/2020,23,1,3,15,12,88
13/01/2020,24,1,3,11,11.9,89
14/01/2020,1,1,3,9,11.9,91
14/01/2020,2,1,3,9,12.2,91
14/01/2020,3,1,3,12,12.3,97
14/01/2020,4,1,3,13,12.3,91
14/01/2020,5,1,3,12,12.6,86
14/01/2020,6,1,6,17,12.5,81
14/01/2020,7,1,15,12,12.4,71
14/01/2020,8,2.1,26,15,12.8,62
14/01/2020,9,1,11,14,13.4,81
14/01/2020,10,1,10,16,14,87
14/01/2020,11,1,9,14,14.2,86
14/01/2020,12,1,8,15,14.3,85
14/01/2020,13,1,3,13,14.3,91
14/01/2020,14,1,6,11,14.2,91
14/01/2020,15,1,11,20,14.1,85
14/01/2020,16,1,14,17,13.5,86
14/01/2020,17,1,12,23,13.3,89
14/01/2020,18,1,15,20,13.1,83
14/01/2020,19,1,15,21,12.7,82
14/01/2020,20,1,14,18,12.5,81
14/01/2020,21,1,11,21,12.5,84
14/01/2020,22,1,8,18,12.2,95
14/01/2020,23,1,7,17,12,86
14/01/2020,24,1,3,17,11.9,89
15/01/2020,1,1,3,12,11.7,86
15/01/2020,2,1,3,15,11.3,86
15/01/2020,3,1,3,17,11.3,84
15/01/2020,4,1,3,16,11.5,90
15/01/2020,5,1,3,14,12.3,84
15/01/2020,6,1,9,10,12.5,80
15/01/2020,7,1,26,10,12.7,58
15/01/2020,8,2.4,41,13,13,50
15/01/2020,9,1,19,19,13.8,74
15/01/2020,10,1,13,17,14.8,81
15/01/2020,11,1,11,16,15.1,84
15/01/2020,12,1,11,20,14.9,86
15/01/2020,13,1,8,17,15.2,86
15/01/2020,14,1,8,17,15.3,92
15/01/2020,15,1,11,23,15.2,89
15/01/2020,16,1,15,21,14.7,84
15/01/2020,17,1,18,25,13.6,79
15/01/2020,18,1,21,32,13.2,71
15/01/2020,19,1,25,26,12.9,60
15/01/2020,20,1,27,28,11.5,48
15/01/2020,21,1,23,29,10.7,43
15/01/2020,22,1,18,24,10.8,51
15/01/2020,23,1,13,17,10.8,60
15/01/2020,24,1,8,18,10.2,58
16/01/2020,1,1,3,17,10.1,70
16/01/2020,2,1,3,20,9.8,57
16/01/2020,3,1,3,20,10.1,67
16/01/2020,4,1,7,20,9.8,63
16/01/2020,5,1,12,18,9.1,47
16/01/2020,6,1,25,22,9.4,33
16/01/2020,7,25.5,50,24,9,5
16/01/2020,8,97.4,62,26,9.5,7
16/01/2020,9,116,54,42,11.1,8
16/01/2020,10,45.2,51,41,13.8,27
16/01/2020,11,3.1,11,39,14.8,83
16/01/2020,12,1,8,15,15.3,94
16/01/2020,13,1,7,11,15.1,81
16/01/2020,14,1,6,15,15.2,91
16/01/2020,15,1,8,18,15.2,89
16/01/2020,16,1,10,15,14.7,88
16/01/2020,17,1,20,24,13.5,64
16/01/2020,18,2.6,36,34,12.7,51
16/01/2020,19,1,37,36,12.5,49
16/01/2020,20,1,28,43,12.2,52
16/01/2020,21,1,21,36,12.1,55
16/01/2020,22,1,14,44,12.3,65
16/01/2020,23,1,7,25,12.4,76
16/01/2020,24,1,3,12,12.3,79
17/01/2020,1,1,3,12,12.3,80
17/01/2020,2,1,3,16,12.6,93
17/01/2020,3,1,3,12,12.6,91
17/01/2020,4,1,3,17,12.7,85
17/01/2020,5,1,3,17,13,91
17/01/2020,6,1,3,19,13.2,89
17/01/2020,7,1,3,16,13.2,90
17/01/2020,8,1,3,17,13.6,89
17/01/2020,9,1,3,20,14.2,96
17/01/2020,10,1,3,19,14.4,93
17/01/2020,11,1,3,25,14.6,95
17/01/2020,12,1,3,29,15.1,88
17/01/2020,13,1,3,34,15.9,92
17/01/2020,14,1,3,32,15.9,93
17/01/2020,15,1,3,33,16.1,94
17/01/2020,16,1,3,30,15.8,87
17/01/2020,17,1,3,26,13.8,81
17/01/2020,18,1,6,26,13.9,82
17/01/2020,19,1,6,23,13.8,81
17/01/2020,20,16.9,17,25,12.6,75
17/01/2020,21,21.1,27,27,12.4,68
17/01/2020,22,8.1,18,29,12.1,72
17/01/2020,23,1,7,21,11.6,84
17/01/2020,24,1,3,18,11.6,81
18/01/2020,1,1,6,17,10.9,73
18/01/2020,2,1,3,19,10.9,71
18/01/2020,3,1,3,18,10.6,60
18/01/2020,4,1,3,23,10.1,59
18/01/2020,5,1,7,18,9.6,42
18/01/2020,6,1,10,15,8.5,32
18/01/2020,7,5.6,30,21,8.6,18
18/01/2020,8,15.8,42,22,9.6,14
18/01/2020,9,12.6,33,19,11.7,26
18/01/2020,10,3.4,18,24,13.5,50
18/01/2020,11,1,8,31,14.3,74
18/01/2020,12,1,3,18,14.4,81
18/01/2020,13,1,3,14,14.8,79
18/01/2020,14,1,3,14,15,88
18/01/2020,15,1,3,16,14.7,87
18/01/2020,16,1,3,18,14.7,85
18/01/2020,17,1,9,17,13.9,80
18/01/2020,18,1,19,27,13.1,58
18/01/2020,19,7.3,45,43,12.4,23
18/01/2020,20,3.3,32,53,12,32
18/01/2020,21,7.4,36,36,11.2,14
18/01/2020,22,2.9,32,51,10.4,13
18/01/2020,23,4.2,33,42,10.6,8
18/01/2020,24,1,10,43,12.7,61
19/01/2020,1,1,3,18,12.9,68
19/01/2020,2,1,3,14,12.8,64
19/01/2020,3,1,3,19,13,58
19/01/2020,4,1,8,13,12.4,42
19/01/2020,5,1,7,13,12.3,40
19/01/2020,6,1,9,13,12,32
19/01/2020,7,1,10,10,12.2,40
19/01/2020,8,1,10,15,12.6,45
19/01/2020,9,1,7,9,12.7,68
19/01/2020,10,1,8,10,12.6,71
19/01/2020,11,1,7,13,12.5,76
19/01/2020,12,1,8,11,12.4,80
19/01/2020,13,1,3,17,12.4,80
19/01/2020,14,1,8,14,12.5,82
19/01/2020,15,10.4,24,19,11.8,68
19/01/2020,16,1,11,21,11.8,66
19/01/2020,17,1,14,15,11.3,70
19/01/2020,18,1,9,19,10.6,86
19/01/2020,19,2.5,9,23,11.3,88
19/01/2020,20,,,,11.5,91
19/01/2020,21,1,3,21,11.1,93
19/01/2020,22,1,3,29,11.3,95
19/01/2020,23,1,3,31,11.3,94
19/01/2020,24,1,3,26,11.5,89
20/01/2020,1,1,3,26,11.4,94
20/01/2020,2,1,3,28,11.5,94
20/01/2020,3,1,3,28,11.3,96
20/01/2020,4,1,3,30,11.9,99
20/01/2020,5,1,3,27,12.3,95
20/01/2020,6,1,3,27,12.3,89
20/01/2020,7,1,3,27,12,87
20/01/2020,8,1,3,33,11.9,94
20/01/2020,9,1,3,32,12.2,95
20/01/2020,10,1,3,35,12.1,89
20/01/2020,11,1,3,31,12.3,92
20/01/2020,12,1,3,32,12.2,89
20/01/2020,13,1,3,28,12.9,89
20/01/2020,14,1,3,28,13.2,88
20/01/2020,15,1,3,24,13.4,81
20/01/2020,16,1,7,27,13.5,79
20/01/2020,17,1,3,32,13.9,85
20/01/2020,18,1,3,33,13.6,93
20/01/2020,19,1,3,33,13.5,96
20/01/2020,20,1,3,28,13.8,92
20/01/2020,21,1,3,37,13.9,89
20/01/2020,22,1,3,39,14.4,89
20/01/2020,23,1,3,43,14.9,92
20/01/2020,24,1,3,51,14.9,91
21/01/2020,1,1,3,61,14.8,92
21/01/2020,2,1,3,55,14.9,91
21/01/2020,3,1,3,59,14.8,96
21/01/2020,4,1,3,58,14.9,95
21/01/2020,5,1,3,63,14.8,91
21/01/2020,6,1,3,68,15,92
21/01/2020,7,1,3,78,15.1,95
21/01/2020,8,1,3,76,15.2,92
21/01/2020,9,1,3,71,15.3,89
21/01/2020,10,1,3,72,15.3,92
21/01/2020,11,1,3,72,15.4,93
21/01/2020,12,1,3,72,15.4,95
21/01/2020,13,1,3,71,15.3,94
21/01/2020,14,1,3,67,15.1,95
21/01/2020,15,1,3,69,15,94
21/01/2020,16,1,3,61,14.8,96
21/01/2020,17,1,3,62,14.9,98
21/01/2020,18,1,3,67,14.7,97
21/01/2020,19,1,3,65,14.9,97
21/01/2020,20,1,3,68,15,96
21/01/2020,21,1,3,69,15.1,96
21/01/2020,22,1,3,76,15,93
21/01/2020,23,1,3,71,14.9,88
21/01/2020,24,1,3,70,14.8,89
22/01/2020,1,1,3,74,14.8,84
22/01/2020,2,1,3,78,14.9,84
22/01/2020,3,1,3,77,15,77
22/01/2020,4,1,3,92,14.8,77
22/01/2020,5,1,3,100,14.8,77
22/01/2020,6,1,3,93,14.7,73
22/01/2020,7,1,3,110,14.7,83
22/01/2020,8,1,3,99,14.9,79
22/01/2020,9,1,6,86,15,79
22/01/2020,10,1,3,94,15.3,81
22/01/2020,11,1,3,91,15.8,79
22/01/2020,12,1,3,85,16,82
22/01/2020,13,1,3,85,16,82
27/06/2020,24,,,,,
22/01/2020,14,1,3,79,15.6,88
22/01/2020,15,1,3,77,15.4,85
22/01/2020,16,1,3,77,15.2,87
22/01/2020,17,1,3,73,15.1,88
22/01/2020,18,1,3,73,15.1,93
22/01/2020,19,1,3,66,15.1,88
22/01/2020,20,1,3,67,15.2,95
22/01/2020,21,1,3,64,15.3,86
22/01/2020,22,1,3,66,15.5,88
22/01/2020,23,1,3,66,15.5,82
22/01/2020,24,1,3,69,15.2,83
23/01/2020,1,1,3,57,15.3,79
23/01/2020,2,1,3,59,15.3,73
23/01/2020,3,1,3,61,14.9,66
23/01/2020,4,1,3,66,14.5,65
23/01/2020,5,1,3,83,13.7,67
23/01/2020,6,1,7,101,13.2,56
23/01/2020,7,1,15,166,12.9,45
23/01/2020,8,2.9,28,121,12.9,30
23/01/2020,9,2.1,17,99,14.4,47
23/01/2020,10,1,8,82,15.4,68
23/01/2020,11,1,6,70,15.7,72
23/01/2020,12,1,3,84,15.8,72
23/01/2020,13,1,3,79,15.9,74
23/01/2020,14,1,3,64,16.1,77
23/01/2020,15,1,3,65,16,75
23/01/2020,16,1,3,70,15.6,77
23/01/2020,17,1,13,72,14.4,56
23/01/2020,18,1,10,67,12.6,44
23/01/2020,19,1,9,62,12.4,48
23/01/2020,20,1,10,65,12.5,51
23/01/2020,21,1,11,74,12.4,54
23/01/2020,22,1,13,82,12.3,43
23/01/2020,23,1,10,84,12.7,50
23/01/2020,24,1,7,91,12.2,41
24/01/2020,1,1,3,79,12,43
24/01/2020,2,1,3,62,12.1,43
24/01/2020,3,1,3,46,12.2,42
24/01/2020,4,1,3,39,11.7,42
24/01/2020,5,1,3,29,11.7,41
24/01/2020,6,1,9,28,11.4,35
24/01/2020,7,2.5,24,25,11.5,29
24/01/2020,8,9.7,36,24,11.6,16
24/01/2020,9,4.9,22,26,12.7,31
24/01/2020,10,1,7,27,13.5,62
24/01/2020,11,1,3,26,14.2,73
24/01/2020,12,1,3,42,15,75
24/01/2020,13,1,3,46,15.4,78
24/01/2020,14,1,3,56,15.4,78
24/01/2020,15,1,3,56,15,79
24/01/2020,16,1,3,57,14.5,77
24/01/2020,17,1,6,68,13.4,70
24/01/2020,18,2.2,17,83,12.5,43
24/01/2020,19,1,19,86,11.6,38
24/01/2020,20,1,17,78,11.2,39
24/01/2020,21,1,23,68,11.1,39
24/01/2020,22,1,22,68,10.4,40
24/01/2020,23,1,20,65,10.5,39
24/01/2020,24,1,15,66,10,35
25/01/2020,1,1,12,65,9.5,35
25/01/2020,2,1,13,59,9.6,24
25/01/2020,3,1,12,58,11,27
25/01/2020,4,1,6,54,11.1,44
25/01/2020,5,1,6,41,9.9,42
25/01/2020,6,1,11,35,10.2,38
25/01/2020,7,5,33,38,10.5,17
25/01/2020,8,2.3,22,35,11.7,40
25/01/2020,9,1,10,42,13.4,74
25/01/2020,10,1,3,64,14.4,82
25/01/2020,11,1,3,48,14.9,81
25/01/2020,12,1,3,55,15.3,82
25/01/2020,13,1,3,68,15.2,85
25/01/2020,14,1,3,89,15.3,84
25/01/2020,15,1,3,93,15.1,85
25/01/2020,16,1,3,89,14.8,84
25/01/2020,17,1,7,88,14.5,91
25/01/2020,18,1,11,104,14.1,83
25/01/2020,19,1,10,94,13.9,88
25/01/2020,20,1,10,89,13.7,85
25/01/2020,21,1,9,80,13.7,85
25/01/2020,22,1,8,81,13.7,87
25/01/2020,23,1,6,74,13.5,79
25/01/2020,24,1,3,68,13.2,77
26/01/2020,1,1,3,62,13.2,71
26/01/2020,2,1,3,46,13.6,76
26/01/2020,3,1,3,45,13.2,74
26/01/2020,4,1,7,40,12.7,59
26/01/2020,5,1,3,39,12.9,52
26/01/2020,6,1,9,30,12.8,52
26/01/2020,7,1,7,33,12.5,54
26/01/2020,8,1,9,30,11.4,36
26/01/2020,9,1,11,22,12.7,39
26/01/2020,10,1,8,18,14.8,59
26/01/2020,11,1,3,30,16,70
26/01/2020,12,1,3,33,16.2,74
26/01/2020,13,1,3,45,16.7,83
26/01/2020,14,1,3,43,16.3,92
26/01/2020,15,1,3,48,15.2,92
26/01/2020,16,1,3,48,14.5,91
26/01/2020,17,1,3,50,13.3,78
26/01/2020,18,3.6,18,54,12.3,67
26/01/2020,19,1,9,54,12.3,76
26/01/2020,20,1,8,47,12,66
26/01/2020,21,1,7,40,11.5,64
26/01/2020,22,1,6,34,10.9,58
26/01/2020,23,1,3,37,11,66
26/01/2020,24,1,3,30,10.3,63
27/01/2020,1,1,3,26,9.8,52
27/01/2020,2,1,3,11,10.1,56
27/01/2020,3,1,3,13,9.6,45
27/01/2020,4,1,3,12,9.9,53
27/01/2020,5,1,3,9,9.7,47
27/01/2020,6,1,9,7,9.9,40
27/01/2020,7,2.5,24,12,9.4,27
27/01/2020,8,2.8,22,15,9.8,32
27/01/2020,9,2.9,15,13,12,49
27/01/2020,10,2.8,12,12,14,51
27/01/2020,11,1,7,14,14.5,63
27/01/2020,12,1,6,12,14.7,64
27/01/2020,13,1,3,13,14.8,73
27/01/2020,14,1,3,14,14.9,73
27/01/2020,15,1,3,13,15.1,86
27/01/2020,16,1,3,15,14.5,81
27/01/2020,17,1,9,16,13.8,71
27/01/2020,18,1,8,18,13.6,76
27/01/2020,19,1,6,24,13.7,83
27/01/2020,20,1,3,19,13.6,87
27/01/2020,21,1,3,25,13.4,83
27/01/2020,22,1,3,19,13.3,85
27/01/2020,23,1,3,23,13.2,82
27/01/2020,24,1,3,25,13.2,89
28/01/2020,1,1,3,25,13.3,82
28/01/2020,2,1,3,26,13.3,79
28/01/2020,3,1,3,24,13.2,75
28/01/2020,4,1,3,22,13.2,73
28/01/2020,5,1,3,25,13.1,74
28/01/2020,6,1,6,29,13.2,65
28/01/2020,7,1,15,25,13.5,55
28/01/2020,8,1,16,26,13.8,52
28/01/2020,9,1,12,26,14.5,55
28/01/2020,10,1,8,28,15.2,60
28/01/2020,11,1,3,28,16.4,62
28/01/2020,12,1,3,18,17,70
28/01/2020,13,1,3,,17.8,79
